ts_code,trade_date,pct_chg
002514.SZ,20260911,9.5436
002856.SZ,20260911,8.2373
002973.SZ,20260911,8.9744
300183.SZ,20260911,9.2042
300196.SZ,20260911,8.3622
300290.SZ,20260911,15.6164
300352.SZ,20260911,8.6957
300913.SZ,20260911,8.6307
600734.SH,20260911,8.9623
601086.SH,20260911,8.2065
601869.SH,20260911,8.7782
603377.SH,20260911,8.0906
603601.SH,20260911,8.3333
688143.SH,20260911,15.494
688260.SH,20260911,18.6825
688367.SH,20260911,12.7413
688581.SH,20260911,9.7899
688801.SH,20260911,179.2235
920008.BJ,20260911,10.5404
920045.BJ,20260911,9.8098
920268.BJ,20260911,18.775
920821.BJ,20260911,15.1639
