ts_code,trade_date,update_time,price,open,high,low,close,pre_close,pct_chg,vol,amount,realtime_source
603448.SH,20260907,2026-09-07 15:00:00,83.48,94.69,110.11,83.38,83.48,62.65,33.24820430965683,16741336.0,1554328110.0,stk_mins
920821.BJ,20260907,2026-09-07 15:00:00,23.59,18.29,23.59,18.29,23.59,18.15,29.972451790633613,14950160.0,329178043.65,stk_mins
300112.SZ,20260907,2026-09-07 15:00:00,10.55,8.88,10.55,8.79,10.55,8.79,20.022753128555195,39128853.0,388699661.05,stk_mins
301516.SZ,20260907,2026-09-07 15:00:00,19.98,16.7,19.98,16.64,19.98,16.65,20.000000000000018,29616244.0,539352641.8,stk_mins
688001.SH,20260907,2026-09-07 15:00:00,58.26,50.8,58.26,49.52,58.26,48.55,19.999999999999996,19315868.0,1092143563.0,stk_mins
688655.SH,20260907,2026-09-07 15:00:00,50.52,43.9,50.52,43.8,50.52,42.1,19.999999999999996,12760539.0,620997213.0,stk_mins
688813.SH,20260907,2026-09-07 15:00:00,122.77,108.03,122.77,106.0,122.77,102.31,19.998045156876152,8693303.0,1010064931.0,stk_mins
301550.SZ,20260907,2026-09-07 15:00:00,97.75,88.64,97.75,88.64,97.75,81.46,19.99754480726739,16671161.0,1588661845.8999999,stk_mins
301529.SZ,20260907,2026-09-07 15:00:00,125.7,113.61,128.4,112.51,125.7,107.0,17.476635514018703,6173998.0,761860592.4999999,stk_mins
300684.SZ,20260907,2026-09-07 15:00:00,104.36,91.0,106.68,89.5,104.36,88.9,17.39032620922385,45881563.0,4516204907.6,stk_mins
301511.SZ,20260907,2026-09-07 15:00:00,99.48,86.67,101.15,86.0,99.48,85.05,16.966490299823644,55384881.0,5293544256.5,stk_mins
301595.SZ,20260907,2026-09-07 15:00:00,43.18,37.0,44.39,36.9,43.18,36.99,16.73425250067586,5082383.0,214792067.36,stk_mins
300811.SZ,20260907,2026-09-07 15:00:00,84.5,73.95,85.31,73.95,84.5,72.46,16.61606403532985,25370629.0,2036898863.5,stk_mins
300488.SZ,20260907,2026-09-07 15:00:00,36.08,31.08,36.78,31.08,36.08,31.22,15.566944266495831,14133292.0,495375092.20000005,stk_mins
301312.SZ,20260907,2026-09-07 15:00:00,86.96,76.83,87.17,76.7,86.96,75.59,15.041672178859633,9806551.0,819782028.79,stk_mins
301486.SZ,20260907,2026-09-07 15:00:00,197.0,178.0,197.5,176.2,197.0,171.68,14.748369058713884,11996029.0,2292237738.0,stk_mins
301046.SZ,20260907,2026-09-07 15:00:00,31.4,27.89,31.55,27.61,31.4,27.4,14.598540145985407,16540781.0,503243134.21000004,stk_mins
