ts_code,trade_date,pct_chg
000669.SZ,20260812,9.887
000711.SZ,20260812,8.75
000838.SZ,20260812,9.9237
003023.SZ,20260812,9.0448
300005.SZ,20260812,8.5492
300051.SZ,20260812,9.9664
300063.SZ,20260812,8.877
300067.SZ,20260812,9.3023
300119.SZ,20260812,9.4923
300167.SZ,20260812,14.1553
300246.SZ,20260812,14.2857
300382.SZ,20260812,9.0652
300395.SZ,20260812,8.0168
300489.SZ,20260812,11.7117
300615.SZ,20260812,13.7044
300620.SZ,20260812,9.9644
300626.SZ,20260812,12.7646
300795.SZ,20260812,10.9868
300935.SZ,20260812,14.2671
301005.SZ,20260812,8.2874
301107.SZ,20260812,11.944
301129.SZ,20260812,17.2479
301148.SZ,20260812,12.3308
301282.SZ,20260812,11.1345
301369.SZ,20260812,8.1718
301373.SZ,20260812,9.7397
301382.SZ,20260812,8.0566
301486.SZ,20260812,11.0574
600491.SH,20260812,9.6774
603922.SH,20260812,9.9634
688115.SH,20260812,12.0464
688123.SH,20260812,8.8456
688143.SH,20260812,13.0606
688182.SH,20260812,11.6654
688205.SH,20260812,8.8083
688234.SH,20260812,8.1113
688300.SH,20260812,15.0146
688320.SH,20260812,13.0675
688371.SH,20260812,12.5874
688392.SH,20260812,10.6714
688530.SH,20260812,9.6667
688685.SH,20260812,11.6184
688693.SH,20260812,9.7022
688808.SH,20260812,9.0188
920138.BJ,20260812,182.3966
920273.BJ,20260812,10.1229
920370.BJ,20260812,8.3333
920553.BJ,20260812,13.6929
920575.BJ,20260812,12.2807
920826.BJ,20260812,22.25
920833.BJ,20260812,8.9385
