ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000593.SZ,德龙汇能,供气供热,供气供热,20260428,U,25.44,25.44,20.82,0,84396920.0,112051,112051,84396920.0
000889.SZ,中嘉博创,通信设备,通信设备,20260428,U,4.91,4.91,4.01,1,47403889.0,93142,142430,47403889.0
000967.SZ,盈峰环境,环境保护,环境保护,20260428,U,14.18,14.18,11.6,0,183802535.0,103736,103736,183802535.0
001266.SZ,宏英智能,电器仪表,电器仪表,20260428,U,35.93,35.93,29.39,0,272189870.0,92500,92500,272189870.0
001298.SZ,好上好,元器件,元器件,20260428,U,23.33,23.33,19.09,0,153537529.0,95506,95506,153537529.0
001358.SZ,兴欣新材,化工原料,化工原料,20260428,U,30.99,30.99,25.35,1,19216899.0,131054,143830,19216899.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260428,U,4.87,4.87,3.99,3,17609920.0,95703,144836,17609920.0
002175.SZ,东方智造,电器仪表,电器仪表,20260428,U,2.89,2.89,2.37,6,24549683.0,93124,95445,24549683.0
002210.SZ,飞马国际,环境保护,环境保护,20260428,U,3.01,3.01,2.47,0,228095027.0,94233,94233,228095027.0
002218.SZ,拓日新能,新型电力,新型电力,20260428,U,5.71,5.71,4.67,1,129917226.0,92500,93703,129917226.0
002297.SZ,博云新材,航空,航空,20260428,U,22.58,22.58,18.48,0,101376206.0,133712,133712,101376206.0
002313.SZ,日海智能,通信设备,通信设备,20260428,U,10.12,10.12,8.28,0,103403933.0,94957,94957,103403933.0
002412.SZ,汉森制药,中成药,中成药,20260428,U,7.14,7.14,5.84,0,80025834.0,93651,93651,80025834.0
002575.SZ,群兴玩具,文教休闲,文教休闲,20260428,U,6.8,6.8,5.56,0,70443892.0,110024,110024,70443892.0
002647.SZ,仁东控股,多元金融,多元金融,20260428,U,12.88,12.88,10.54,3,36792260.0,94751,100551,36792260.0
002652.SZ,扬子新材,其他建材,其他建材,20260428,U,5.62,5.62,4.6,0,29021455.0,130330,130330,29021455.0
002715.SZ,登云股份,汽车配件,汽车配件,20260428,U,17.13,17.13,14.01,0,54528575.0,104215,104215,54528575.0
002733.SZ,雄韬股份,电气设备,电气设备,20260428,U,32.15,32.15,26.31,3,52848170.0,111809,143900,52848170.0
002821.SZ,凯莱英,生物制药,生物制药,20260428,U,129.49,129.49,105.95,0,203361714.0,93957,93957,203361714.0
002902.SZ,铭普光磁,通信设备,通信设备,20260428,U,31.47,31.47,25.75,0,157883573.0,93542,93542,157883573.0
002923.SZ,润都股份,化学制药,化学制药,20260428,U,13.79,13.79,11.29,0,100826964.0,93442,93442,100826964.0
002989.SZ,中天精装,装修装饰,装修装饰,20260428,U,26.3,26.3,21.52,0,69873840.0,144315,144315,69873840.0
