rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,000523.SZ,红棉股份,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.4275117700024829,0.03145,0.00315,0.0,0.00315,0.44698677000248294
2,000019.SZ,深粮控股,1,ok,,0.708968,0.682933,0.165021,0,0.1650212,0.0,0.674894,2.0,0.30175552665799726,1.0,低,健康涨停,0.42053387422292376,0.027073325000000002,0.015425945,0.0,0.015425945,0.4082562542229238
3,002155.SZ,湖南黄金,1,ok,,0.13,0.208412,0.594,1,0.5940000000000001,0.48,0.0,8.0,0.4360788863109051,1.0,高,多次炸板,0.31413384457540505,0.0152103,0.06353,0.08,0.14353,0.16188914457540507
4,605198.SH,安德利,1,ok,,0.826545,0.793841,0.105636,0,0.10563640000000002,0.0,0.721818,1.0,0.5434285714285714,1.0,低,健康涨停,0.39035091116697884,0.029846025000000005,0.00875362,0.0,0.00875362,0.38751831616697885
5,002790.SZ,瑞尔特,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.3487330026670065,0.03145,0.00315,0.0,0.00315,0.36820800266700654
6,002068.SZ,黑猫股份,1,ok,,0.636711,0.785716,0.077193,0,0.09,0.0,0.614036,0.0,0.8126373626373626,1.0,低,健康涨停,0.33739710324016586,0.0296429,0.003473685,0.0,0.003473685,0.35474131824016586
7,000759.SZ,中百集团,1,ok,,0.6643680000000001,0.75903,0.133754,0,0.13375440000000002,0.0,0.33122799999999997,0.0,0.9564935064935056,1.0,低,回封偏弱,0.3702308477520021,0.02897575,0.0060189300000000005,0.0,0.0060189300000000005,0.40318766775200215
8,603421.SH,鼎信通讯,1,ok,,0.775767,0.787488,0.133489,0,0.133489,0.0,0.582557,1.0,0.7883084577114425,1.0,低,健康涨停,0.2983098987267526,0.029687200000000004,0.010007005,0.0,0.010007005,0.29406509372675266
9,000980.SZ,众泰汽车,1,ok,,0.7243559999999999,0.789957,0.093762,0,0.09376240000000001,0.0,0.531188,0.0,0.7760869565217392,1.0,低,健康涨停,0.2819840957013853,0.029748925000000002,0.00421929,0.0,0.00421929,0.2986887307013853
10,600359.SH,新农开发,1,ok,,0.723014,0.730701,0.094658,0,0.094658,0.0,0.526712,0.0,0.38969849246231125,1.0,低,健康涨停,0.3083564428230386,0.028267525,0.0042596100000000005,0.0,0.0042596100000000005,0.3084393578230386
11,000978.SZ,桂林旅游,1,ok,,0.574075,0.621615,0.19395,1,0.19395,0.0,0.03025,0.0,0.622284644194757,1.0,高,回封偏弱,0.29271278523565475,0.025540375000000004,0.00872775,0.08,0.08872775,0.23952541023565477
12,600403.SH,大有能源,1,ok,,0.636182,0.641162,0.184545,0,0.24825000000000003,0.0,0.327273,1.0,0.43235294117647066,1.0,低,回封偏弱,0.2875012617611962,0.026029049999999998,0.012304524999999998,0.0,0.012304524999999998,0.27730078676119624
13,605077.SH,华康股份,1,ok,,0.6603570000000001,0.67722,0.219329,0,0.219329,0.0,0.403356,2.0,0.722944932162809,1.0,低,健康涨停,0.30183562437446165,0.026930500000000003,0.017869805,0.0,0.017869805,0.3020713193744617
14,000972.SZ,中基健康,1,ok,,0.808096,0.755192,0.117936,0,0.117936,0.0,0.66032,1.0,0.4046599496221661,1.0,低,健康涨停,0.36714745571053486,0.028879800000000004,0.009307119999999999,0.0,0.009307119999999999,0.3627951357105349
15,002077.SZ,大港股份,1,ok,,0.496917,0.506148,0.322588,1,0.36804975,0.0,0.137058,3.0,0.4644115292233784,1.0,高,多次炸板|回封偏弱,0.29074186343783365,0.022653700000000002,0.02651646,0.08,0.10651646000000001,0.1829541034378336
16,002498.SZ,汉缆股份,1,ok,,0.71678,0.744901,0.098814,0,0.098814,0.0,0.505932,0.0,0.5245341614906821,1.0,低,健康涨停,0.3076388696024639,0.028622525000000003,0.00444663,0.0,0.00444663,0.3078897646024639
17,600792.SH,云煤能源,1,ok,,0.683207,0.758388,0.082195,0,0.08219520000000001,0.0,0.589024,0.0,0.570805369127516,1.0,低,健康涨停,0.3027822995089547,0.028959699999999998,0.003698775,0.0,0.003698775,0.3192182245089547
18,000798.SZ,中水渔业,1,ok,,0.19,0.283531,0.522,1,0.522,0.24,0.0,9.0,0.496875,1.0,高,多次炸板,0.2451208128402744,0.017088275,0.051890000000000006,0.08,0.13189,0.1063940878402744
19,603186.SH,华正新材,1,ok,,0.522733,0.591162,0.241178,0,0.33187500000000003,0.0,0.294109,2.0,0.5701369436663549,1.0,低,回封偏弱,0.3057045132167271,0.02477905,0.01885301,0.0,0.01885301,0.28770555321672714
20,000930.SZ,中粮科技,1,ok,,0.717878,0.808882,0.098081,0,0.09808120000000001,0.0,0.509594,0.0,0.9439965694682668,1.0,低,健康涨停,0.33620036218679833,0.03022205,0.004413645,0.0,0.004413645,0.35318376718679834
21,002470.SZ,金正大,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.27411631886004717,0.03145,0.00315,0.0,0.00315,0.31241631886004717
22,002162.SZ,悦心健康,1,ok,,0.40299999999999997,0.5009,0.4,1,0.45525,0.0,0.0,4.0,1.0,1.0,高,多次炸板,0.2628261566455884,0.0225225,0.034,0.08,0.114,0.14742365664558835
23,603308.SH,应流股份,1,ok,,0.684005,0.749164,0.081663,0,0.081663,0.0,0.591685,0.0,0.5041696364932278,1.0,低,健康涨停,0.26424956219846873,0.0287291,0.003674835,0.0,0.003674835,0.2653788271984688
24,000912.SZ,泸天化,1,ok,,0.8082309999999999,0.844623,0.117846,0,0.11784620000000001,0.0,0.6607689999999999,1.0,1.0,1.0,低,健康涨停,0.2650763241471195,0.031115575,0.00930307,0.0,0.00930307,0.2780638291471195
25,600540.SH,新赛股份,1,ok,,0.725049,0.723851,0.093301,0,0.09330100000000002,0.0,0.5334949999999999,0.0,0.3309160305343511,1.0,低,健康涨停,0.259949645125462,0.028096275000000004,0.004198545,0.0,0.004198545,0.259922375125462
26,600255.SH,鑫科材料,1,ok,,0.6211829999999999,0.636225,0.162545,1,0.16254500000000002,0.0,0.187275,0.0,0.4161016949152539,1.0,高,回封偏弱,0.24493245173926728,0.025905625,0.007314525,0.08,0.087314525,0.15959855173926726
27,603650.SH,彤程新材,1,ok,,0.58125,0.595414,0.241167,0,0.31725,0.0,0.294167,2.0,0.48137122617642075,1.0,低,回封偏弱,0.2605286257935679,0.02488535,0.018852515,0.0,0.018852515,0.24263646079356785
28,603162.SH,海通发展,1,ok,,0.7495010000000001,0.746106,0.076999,0,0.0769994,0.0,0.6150030000000001,0.0,0.3217034925160372,1.0,低,健康涨停,0.3039593718997779,0.02865265,0.0034649549999999996,0.0,0.0034649549999999996,0.30522206689977793
29,600865.SH,百大集团,1,ok,,0.6979900000000001,0.704338,0.16614,0,0.16845000000000002,0.0,0.4193,1.0,0.6072052401746728,1.0,低,健康涨停,0.31494872495938353,0.02760845,0.0114763,0.0,0.0114763,0.32860587495938354
30,002377.SZ,国创高新,1,ok,,0.16,0.237206,0.558,1,0.5787502500000001,0.36,0.0,6.0,0.4080419580419581,1.0,高,多次炸板,0.2571710889264173,0.01593015,0.05771,0.08,0.13771,0.1114662389264173
31,002295.SZ,精艺股份,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.248581918024411,0.03145,0.00315,0.0,0.00315,0.26805691802441106
32,002349.SZ,精华制药,1,ok,,0.705572,0.764573,0.106285,0,0.10628500000000002,0.0,0.468575,0.0,0.72790973871734,1.0,低,健康涨停,0.2710056758166763,0.029114325000000003,0.004782825,0.0,0.004782825,0.2865121758166763
33,600869.SH,远东股份,1,ok,,0.630894,0.71259,0.081071,0,0.09,0.0,0.594645,0.0,0.3626213592233003,1.0,低,健康涨停,0.31705282583269057,0.02781475,0.003648195,0.0,0.003648195,0.31729438083269057
34,603042.SH,华脉科技,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.25312594658096355,0.03145,0.00315,0.0,0.00315,0.29142594658096355
35,601872.SH,招商轮船,1,ok,,0.704756,0.702597,0.166329,0,0.169125,0.0,0.6683530000000001,2.0,0.45,1.0,低,健康涨停,0.26924910716625505,0.027564925000000004,0.015484805,0.0,0.015484805,0.2574042271662551
36,601579.SH,会稽山,1,ok,,0.666515,0.666023,0.209823,0,0.22799999999999998,0.0,0.450884,2.0,0.5726086956521741,1.0,低,健康涨停,0.22650347604588886,0.026650575000000003,0.017442035,0.0,0.017442035,0.21178701604588884
37,600698.SH,湖南天雁,1,ok,,0.616086,0.625753,0.165943,1,0.165943,0.0,0.17028600000000002,0.0,0.37913385826771673,1.0,高,回封偏弱,0.24128583402322415,0.025643825000000002,0.007467435,0.08,0.087467435,0.1555372240232241
38,002046.SZ,国机精工,1,ok,,0.6947110000000001,0.700385,0.168526,0,0.184875,0.0,0.6573690000000001,2.0,0.4699851961509992,1.0,低,健康涨停,0.22477839143000003,0.027509625000000003,0.01558367,0.0,0.01558367,0.21277934643000004
39,603328.SH,依顿电子,1,ok,,0.634112,0.731263,0.078926,0,0.09,0.0,0.605372,0.0,0.4663636363636361,1.0,低,健康涨停,0.24810516588655823,0.028281575000000003,0.00355167,0.0,0.00355167,0.24891007088655823
40,600121.SH,郑州煤电,1,ok,,0.6888679999999999,0.749214,0.078421,0,0.07842100000000002,0.0,0.607895,0.0,0.4731660231660232,1.0,低,健康涨停,0.2465383345986226,0.02873035,0.003528945,0.0,0.003528945,0.24781473959862257
41,000565.SZ,渝三峡Ａ,1,ok,,0.745403,0.736261,0.120732,0,0.120732,0.0,0.6463420000000001,1.0,0.42247706422018294,1.0,低,健康涨停,0.22328196955689814,0.028406525000000002,0.00943294,0.0,0.00943294,0.21833055455689812
42,000993.SZ,闽东电力,1,ok,,0.577524,0.636381,0.15265,1,0.15265040000000002,0.0,0.23674800000000001,0.0,0.43849472674976075,1.0,高,回封偏弱,0.20399852306562657,0.025909525000000003,0.00686925,0.08,0.08686925000000001,0.11911379806562658
43,605162.SH,新中港,1,ok,,0.22,0.298922,0.486,1,0.511875,0.12,0.0,6.0,0.3794809010773744,1.0,高,多次炸板,0.20065933581408893,0.01747305,0.04607,0.08,0.12607000000000002,0.06813738581408892
