ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000017.SZ,深中华A,服饰,服饰,20260629,U,5.56,5.56,4.55,8,22844372.0,104909,111542,22844372.0,20260629,1min,241,1,10:50:00,15:00:00,4,2.0,2.518,2,1.0,100.0,60.8921,0.004268,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000017.SZ,0,68.9176,0,21.85,0,0.0,1,,0.5,0,2.0,0.5,1,,0.5,0.5,0.0,0.4,0.5,0.0,20260629,intraday_refine_v2,000017.SZ,ok,ok,,1.0,ok,0.765,0.2,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000021.SZ,深科技,元器件,元器件,20260629,U,58.86,58.86,48.16,1,326842222.0,93633,135215,326842222.0,20260629,1min,241,1,09:37:00,15:00:00,2,1.0,5.6235,1,225.0,20.0,26.2589,0.011144,0.0,31,0.0,64.0,1.0,1.0,neutral_limitup,1.0,000021.SZ,0,61.6777,0,33.1,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260629,intraday_refine_v2,000021.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000521.SZ,长虹美菱,家用电器,家用电器,20260629,U,5.49,5.49,4.49,7,26910333.0,92500,101915,26910333.0,20260629,1min,241,1,09:30:00,15:00:00,2,3.0,4.918,3,3.6667,91.3333,31.4585,0.008907,0.0,31,0.0,58.2667,1.0,1.0,high_open_board_risk,1.0,000521.SZ,0,60.6575,0,31.5267,0,0.0,1,,0.5,0,3.0,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260629,intraday_refine_v2,000521.SZ,ok,ok,,1.0,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000551.SZ,创元科技,专用机械,专用机械,20260629,U,20.08,20.08,16.43,1,76448013.0,132348,132827,76448013.0,20260629,1min,241,1,13:24:00,15:00:00,1,0.0,0.7968,0,,0.0,60.2191,0.005566,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000551.SZ,0,63.3157,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000551.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000566.SZ,海南海药,化学制药,化学制药,20260629,U,4.54,4.54,3.72,0,39927297.0,101106,101106,39927297.0,20260629,1min,241,1,10:12:00,15:00:00,1,0.0,1.1013,0,,0.0,58.3921,0.041504,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000566.SZ,0,68.1676,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000566.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000751.SZ,锌业股份,铅锌,铅锌,20260629,U,6.22,6.22,5.09,6,63810227.0,93227,101627,63810227.0,20260629,1min,241,1,09:33:00,15:00:00,1,2.0,1.4469,2,1.0,100.0,67.3183,0.006301,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000751.SZ,0,76.6955,0,19.9,0,0.0,1,,0.5,0,2.0,0.5,1,,0.5,0.5,0.0,0.4,0.5,0.0,20260629,intraday_refine_v2,000751.SZ,ok,ok,,1.0,ok,0.765,0.2,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000756.SZ,新华制药,化学制药,化学制药,20260629,U,13.59,13.59,11.12,1,30617060.0,100803,100957,30617060.0,20260629,1min,241,1,10:09:00,15:00:00,1,0.0,1.3981,0,,0.0,56.6115,0.010621,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000756.SZ,0,67.6334,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000756.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000759.SZ,中百集团,超市连锁,超市连锁,20260629,U,6.31,6.31,5.17,0,55726134.0,101936,101936,55726134.0,20260629,1min,241,1,10:20:00,15:00:00,1,0.0,1.1094,0,,0.0,58.3439,0.010402,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000759.SZ,0,68.1532,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000759.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000777.SZ,中核科技,机械基件,机械基件,20260629,U,18.48,18.48,15.12,0,176479250.0,93221,93221,176479250.0,20260629,1min,241,1,09:33:00,15:00:00,1,0.0,0.8117,0,,0.0,60.1299,0.007436,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000777.SZ,0,74.539,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000777.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000920.SZ,沃顿科技,塑料,塑料,20260629,U,15.7,15.7,12.84,0,109878867.0,94442,94442,109878867.0,20260629,1min,241,1,09:45:00,15:00:00,1,0.0,0.8917,0,,0.0,59.6497,0.016996,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000920.SZ,0,74.3949,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260629,intraday_refine_v2,000920.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
