ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603125.SH,常青科技,化工原料,20260427,21.48,9.9846,167733.923,78687.64,1.9437,,869588.5335,1.88,,1.0,U,21.48,17.58,1.0,46560370.0,93316,93343,1.0,78.523077,78.523077,9,,A,0.9076923076923077,0.8615384615384616,0.9384615384615385,0.4076923076923077,0.5076923076923077,0.6615384615384615,0.5692307692307692,1.0
001332.SZ,锡装股份,专用机械,20260427,62.83,9.9965,115200.392,18343.0,3.8212,,694208.67,1.05,,1.0,U,62.83,51.41,2.0,65167276.0,93000,93145,2.0,76.569231,76.569231,9,,A,0.7538461538461538,0.9692307692307692,0.8153846153846154,0.6923076923076923,0.5076923076923077,0.49230769230769234,0.7307692307692307,1.0
603095.SH,越剑智能,纺织机械,20260427,19.05,9.9885,206575.403,111680.32,4.3242,,492002.826,2.76,,1.0,U,19.05,15.59,4.0,19434200.0,112825,133158,4.0,76.4,76.4,9,,A,0.8461538461538461,0.8,0.7538461538461538,0.2,0.5076923076923077,0.9076923076923077,0.8615384615384616,1.0
605118.SH,力鼎光电,元器件,20260427,47.36,10.0116,182228.332,39394.01,0.9635,,1947751.04,0.68,,1.0,U,47.36,38.75,0.0,35789952.0,94315,94315,0.0,74.076923,74.076923,9,,A,0.45384615384615384,0.8307692307692308,1.0,0.8923076923076924,0.5076923076923077,0.7538461538461538,0.24615384615384617,1.0
603272.SH,联翔股份,家居用品,20260427,24.3,10.0045,143174.844,59286.0,5.7211,,251813.61,0.75,62102679.0,1.0,U,24.3,19.88,1.0,33405210.0,93213,93313,1.0,72.153846,72.153846,9,,A,0.5230769230769231,0.9076923076923077,0.5846153846153846,0.8615384615384616,0.5076923076923077,0.8307692307692308,0.5692307692307692,1.0
003036.SZ,泰坦股份,纺织机械,20260427,36.95,10.003,124540.709,33930.5,1.5688,,799169.513,0.22,,1.0,U,36.95,30.23,0.0,110641232.0,93003,93003,0.0,71.538462,71.538462,9,,A,0.5692307692307692,0.9538461538461539,0.9538461538461539,1.0,0.5076923076923077,0.24615384615384617,0.24615384615384617,1.0
603931.SH,格林达,化工原料,20260427,34.47,9.9872,344307.094,101593.99,5.0909,,687877.7359,1.32,,1.0,U,34.47,28.21,0.0,33933646.0,94221,94221,0.0,70.461538,70.461538,9,,A,0.8769230769230769,0.676923076923077,0.6461538461538462,0.6153846153846154,0.5076923076923077,0.7846153846153846,0.24615384615384617,1.0
605006.SH,山东玻纤,玻璃,20260427,11.34,9.9903,253337.107,229712.55,3.8282,,680454.8561,0.46,,1.0,U,11.34,9.28,0.0,89559747.0,94130,94130,0.0,70.276923,70.276923,9,,A,0.8307692307692308,0.7538461538461538,0.8,0.9384615384615385,0.5076923076923077,0.3384615384615385,0.24615384615384617,1.0
000925.SZ,众合科技,运输设备,20260427,10.12,10.0,137845.765,136211.23,2.0232,,684486.2963,0.37,,1.0,U,10.12,8.28,0.0,382488203.0,92500,92500,0.0,68.707692,68.707692,9,,A,0.6615384615384615,0.9384615384615385,0.9076923076923077,0.9846153846153847,0.5076923076923077,0.015384615384615385,0.24615384615384617,1.0
603657.SH,春光科技,家用电器,20260427,28.35,10.0116,75096.943,26836.4,1.9851,,383263.7918,1.89,,1.0,U,28.35,23.19,0.0,63565236.0,93818,93818,0.0,68.476923,68.476923,9,,A,0.45384615384615384,0.9846153846153847,0.9230769230769231,0.38461538461538464,0.5076923076923077,0.5230769230769231,0.24615384615384617,1.0
