ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
605300.SH,佳禾食品,乳制品,20260527,10.9,9.9899,107785.732,101994.36,2.2446,,495294.4707,4.03,,1.0,U,10.9,8.92,2.0,13683969.0,130856,131132,2.0,82.446809,82.446809,9,,A,0.7872340425531915,0.9787234042553191,0.9361702127659575,0.1276595744680851,0.5106382978723404,1.0,0.776595744680851,1.0
603895.SH,天永智能,专用机械,20260527,40.18,9.9918,85462.466,21884.2,2.0248,,434265.44,0.56,,1.0,U,40.18,32.88,0.0,29306488.0,94527,94527,0.0,81.744681,81.744681,9,,A,0.7446808510638298,1.0,0.9574468085106383,0.9787234042553191,0.5106382978723404,0.7021276595744681,0.2127659574468085,1.0
000608.SZ,阳光股份,区域地产,20260527,4.18,10.0,114100.942,277967.14,3.729,,313463.7632,0.87,,1.0,U,4.18,3.42,0.0,26673357.0,94145,94145,0.0,76.06383,76.06383,9,,A,0.5851063829787234,0.9574468085106383,0.8723404255319149,0.851063829787234,0.5106382978723404,0.7446808510638298,0.2127659574468085,1.0
605167.SH,利柏特,建筑工程,20260527,17.47,10.0126,182853.68,105880.0,2.3576,,784576.4841,1.03,,1.0,U,17.47,14.29,1.0,18726093.0,93626,143044,1.0,74.808511,74.808511,9,,A,0.3404255319148936,0.8723404255319149,0.9148936170212766,0.7553191489361702,0.5106382978723404,0.9361702127659575,0.574468085106383,1.0
603578.SH,三星新材,家用电器,20260527,16.94,10.0,182019.34,110865.61,6.147,,396498.5954,2.06,,1.0,U,16.94,13.86,0.0,21108290.0,132216,132216,0.0,67.425532,67.425532,9,,A,0.5851063829787234,0.8936170212765957,0.6170212765957447,0.3191489361702128,0.5106382978723404,0.851063829787234,0.2127659574468085,1.0
605055.SH,迎丰股份,纺织,20260527,14.82,10.0223,285566.59,196913.0,4.4753,,652080.0,1.34,-8710008.0,1.0,U,14.82,12.12,4.0,25780872.0,95319,101313,4.0,67.404255,67.404255,9,,A,0.22340425531914893,0.7872340425531915,0.8297872340425532,0.5638297872340425,0.5106382978723404,0.7659574468085106,0.8829787234042553,1.0
603011.SH,合锻智能,专用机械,20260527,20.59,9.9893,539713.61,265492.37,5.3698,,1017999.3258,1.34,,1.0,U,20.59,16.85,1.0,87663963.0,93652,93928,1.0,64.468085,64.468085,9,,A,0.8085106382978723,0.5957446808510638,0.7446808510638298,0.5638297872340425,0.5106382978723404,0.3191489361702128,0.574468085106383,1.0
603533.SH,掌阅科技,互联网,20260527,25.85,10.0,614429.025,238219.32,5.4277,,1134548.3185,1.14,,1.0,U,25.85,21.15,3.0,47098441.0,92503,130142,3.0,64.446809,64.446809,9,,A,0.5851063829787234,0.5531914893617021,0.7021276595744681,0.7021276595744681,0.5106382978723404,0.5319148936170213,0.8297872340425532,1.0
600726.SH,华电能源,火力发电,20260527,8.37,9.9869,1056065.404,1283927.36,1.7176,,6618440.4078,0.73,,1.0,U,8.37,6.85,0.0,191259522.0,93554,93554,0.0,63.021277,63.021277,9,,A,0.851063829787234,0.40425531914893614,0.9787234042553191,0.9574468085106383,0.5106382978723404,0.06382978723404255,0.2127659574468085,1.0
600162.SH,香江控股,全国地产,20260527,2.31,10.0,357973.275,1565204.21,4.7888,,755009.2062,3.16,42020678.0,1.0,U,2.31,1.89,1.0,65597451.0,93041,94808,1.0,62.829787,62.829787,9,,A,0.5851063829787234,0.723404255319149,0.8085106382978723,0.2127659574468085,0.5106382978723404,0.425531914893617,0.574468085106383,1.0
603115.SH,海星股份,铝,20260527,113.08,10.0,1452307.21,130811.99,5.4079,,2735296.6432,1.08,,1.0,U,113.08,92.52,13.0,21564356.0,94158,140552,13.0,62.702128,62.702128,9,,A,0.5851063829787234,0.19148936170212766,0.723404255319149,0.723404255319149,0.5106382978723404,0.8297872340425532,0.9574468085106383,1.0
600758.SH,辽宁能源,煤炭开采,20260527,4.64,9.9526,638302.192,1434837.11,10.8639,,613416.0708,0.76,,1.0,U,4.64,3.8,0.0,55378270.0,102333,102333,0.0,62.0,62.0,9,,A,0.9787234042553191,0.5319148936170213,0.3191489361702128,0.925531914893617,0.5106382978723404,0.5106382978723404,0.2127659574468085,1.0
