ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000506.SZ,招金黄金,贵金属,贵金属,1→2,1.0,1→2,20260702,U,12.61,12.61,10.31,0,92958398.0,103551,103551,1/1,5.66,634527920.0,11710994778.21,11714913953.6,92958398.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,10:36:00,15:00:00,1,0.0,1.2688,0,,0.0,57.387,0.046827,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000506.SZ,0,67.8661,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000506.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000520.SZ,凤凰航运,航运港口,航运港口,2→3,2.0,2→3,20260702,U,4.51,4.51,3.69,2,37478866.0,93012,93345,2/2,3.72,168464283.0,4564496382.05,4564496386.56,37478866.0,0.92,0.015,0.35,limit_list_d,20260702,1min,241,1,09:31:00,15:00:00,1,0.0,1.5521,0,,0.0,55.6874,0.016727,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000520.SZ,0,73.2062,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000520.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000536.SZ,华映科技,光学光电,光学光电,2→3,2.0,2→3,20260702,U,4.06,4.06,3.32,0,72384586.0,95118,95118,2/2,5.85,631924464.0,11218084564.96,11230093168.0,72384586.0,0.92,0.015,0.35,limit_list_d,20260702,1min,241,1,09:52:00,15:00:00,1,0.0,1.2315,0,,0.0,57.6108,0.024582,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000536.SZ,0,73.7833,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000536.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000566.SZ,海南海药,化学制药,化学制药,4→5,4.0,4→5,20260702,U,6.04,6.04,4.94,1,120544483.0,93000,101600,6/8,9.53,745451408.0,7832283223.32,7836085324.8,120544483.0,1.1,0.005,0.515,limit_list_d,20260702,1min,241,1,09:30:00,15:00:00,1,0.0,1.4901,0,,0.0,56.0596,0.020304,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000566.SZ,0,73.3179,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000566.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000572.SZ,海马汽车,乘用车,乘用车,1→2,1.0,1→2,20260702,U,4.15,4.15,3.39,0,105559487.0,93836,93836,1/1,2.71,180256301.0,6815350228.05,6825241192.8,105559487.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,09:39:00,15:00:00,1,0.0,4.0964,0,,0.0,40.4217,0.05869,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000572.SZ,0,68.6265,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000572.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000576.SZ,甘化科工,地面兵装,地面兵装,1→2,1.0,1→2,20260702,U,7.4,7.4,6.06,0,64438460.0,100821,100821,1/1,2.81,87336393.0,3210232931.4,3229494739.2,64438460.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,10:09:00,15:00:00,1,0.0,1.3514,0,,0.0,56.8919,0.040124,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000576.SZ,0,67.7176,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000576.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000592.SZ,平潭发展,林业Ⅱ,林业Ⅱ,1→2,1.0,1→2,20260702,U,7.76,7.76,6.35,0,118444829.0,93924,93924,1/1,4.45,642012128.0,14861117404.24,14990619752.96,118444829.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,09:40:00,15:00:00,1,0.0,1.2887,0,,0.0,57.268,0.057618,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000592.SZ,0,73.6804,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000592.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000595.SZ,宝塔实业,电力,电力,1→2,1.0,1→2,20260702,U,5.67,5.67,4.64,0,135255582.0,92500,92500,1/1,0.13,8173305.0,6456181595.22,6456181606.56,135255582.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.009227,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000595.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000595.SZ,ok,ok,,0.0,missing_stock,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000601.SZ,韶能股份,电力,电力,2→3,2.0,2→3,20260702,U,7.08,7.08,5.8,1,89712634.0,93109,93339,2/2,6.9,506998064.0,7431299149.92,7535550762.24,89712634.0,0.92,0.015,0.35,limit_list_d,20260702,1min,241,1,09:31:00,15:00:00,1,0.0,4.2373,0,,0.0,39.5763,0.026214,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000601.SZ,0,68.3729,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000601.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000656.SZ,金科股份,房地产开发,房地产开发,1→2,1.0,1→2,20260702,U,1.18,1.18,0.96,0,224196261.0,92500,92500,1/1,0.08,7426764.0,8953071828.26,12494703344.64,224196261.0,0.78,0.035,0.16,limit_list_d,20260702,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.010614,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000656.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260702,intraday_refine_v2,000656.SZ,ok,ok,,0.0,missing_stock,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
