ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603060.SH,国检集团,建筑工程,20260529,6.96,9.9526,148588.508,217032.6,2.6995,,559556.8483,1.47,,1.0,U,6.96,5.7,0.0,17737560.0,94114,94114.0,0.0,80.960784,80.960784,9,,A,0.9019607843137255,0.9215686274509803,0.9215686274509803,0.5686274509803921,0.5098039215686274,0.8235294117647058,0.24509803921568626,1.0
600828.SH,茂业商业,百货,20260529,4.63,9.9762,119762.956,265976.72,1.5362,,801907.9188,1.3,,1.0,U,4.63,3.79,0.0,73911565.0,94830,94830.0,0.0,76.176471,76.176471,9,,A,0.803921568627451,0.9803921568627451,1.0,0.7254901960784313,0.5098039215686274,0.3333333333333333,0.24509803921568626,1.0
001269.SZ,欧晶科技,矿物制品,20260529,25.77,9.9872,155268.87177,61067.21,3.1738,,495845.6957,0.85,,1.0,U,25.77,21.09,0.0,52967116.0,93309,93309.0,0.0,74.372549,74.372549,9,,A,0.7647058823529411,0.8823529411764706,0.8627450980392157,0.9019607843137255,0.5098039215686274,0.47058823529411764,0.24509803921568626,1.0
603303.SH,得邦照明,家用电器,20260529,28.78,10.0153,362224.066,127285.82,2.6688,,1372646.4869,1.44,,1.0,U,28.78,23.54,16.0,3805636.0,93520,145208.0,16.0,73.294118,73.294118,9,,A,0.4117647058823529,0.6274509803921569,0.9411764705882353,0.5980392156862745,0.5098039215686274,0.9607843137254902,1.0,1.0
002457.SZ,青龙管业,塑料,20260529,12.25,9.9641,273003.106,224898.0,6.7482,,408521.33,0.58,,1.0,U,12.25,10.03,0.0,16824150.0,93057,93057.0,0.0,73.0,73.0,9,,A,0.8627450980392157,0.7254901960784313,0.5294117647058824,1.0,0.5098039215686274,0.8431372549019608,0.24509803921568626,1.0
600622.SH,光大嘉宝,区域地产,20260529,2.67,9.8765,233725.396,884763.96,5.8997,,400416.0023,4.55,,1.0,U,2.67,2.19,2.0,21403788.0,93414,94805.0,2.0,72.921569,72.921569,9,,A,0.9803921568627451,0.803921568627451,0.6470588235294118,0.049019607843137254,0.5098039215686274,0.7647058823529411,0.7156862745098039,1.0
600530.SH,交大昂立,医疗保健,20260529,7.37,10.0,185066.627,258401.53,3.3346,,571116.04,0.87,,1.0,U,7.37,6.03,0.0,27152163.0,101225,101225.0,0.0,71.901961,71.901961,9,,A,0.5686274509803921,0.8627450980392157,0.7843137254901961,0.8823529411764706,0.5098039215686274,0.6862745098039216,0.24509803921568626,1.0
600280.SH,中央商场,百货,20260529,3.2,9.9656,155091.506,494496.13,4.3825,,361067.1322,1.94,,1.0,U,3.2,2.62,0.0,29939520.0,94232,94232.0,0.0,71.470588,71.470588,9,,A,0.8431372549019608,0.9019607843137255,0.7254901960784313,0.3137254901960784,0.5098039215686274,0.6470588235294118,0.24509803921568626,1.0
000025.SZ,特  力Ａ,综合类,20260529,15.66,9.9719,194152.49191,127534.08,3.247,,675037.3291,3.61,,1.0,U,15.66,12.82,0.0,25202969.0,103921,103921.0,0.0,71.352941,71.352941,9,,A,0.8235294117647058,0.8431372549019608,0.8235294117647058,0.09803921568627451,0.5098039215686274,0.7450980392156863,0.24509803921568626,1.0
000608.SZ,阳光股份,区域地产,20260529,4.58,10.0962,106456.1698,235518.4,3.1595,,343460.2955,0.68,123661.2,1.0,U,4.58,3.74,0.0,26001667.0,93233,93233.0,0.0,69.313725,69.313725,9,,A,0.11764705882352941,1.0,0.8823529411764706,0.9411764705882353,0.5098039215686274,0.7254901960784313,0.24509803921568626,1.0
