ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603353.SH,和顺石油,石油贸易,20260402,36.5,10.006,229565.893,63381.4,3.7192,,627456.9,1.02,,1.0,U,36.5,29.86,1.0,61050630.0,93143,93358,1.0,75.678571,75.678571,9,,A,0.5714285714285714,0.8571428571428571,0.9642857142857143,0.8571428571428571,0.5178571428571429,0.5714285714285714,0.625,1.0
603863.SH,松炀资源,造纸,20260402,17.25,10.0128,245574.06,145582.2,7.1137,,353021.25,1.32,,1.0,U,17.25,14.11,2.0,29952900.0,94917,100102,2.0,71.107143,71.107143,9,,A,0.42857142857142855,0.8214285714285714,0.6785714285714286,0.7678571428571429,0.5178571428571429,0.8214285714285714,0.8035714285714286,1.0
603798.SH,康普顿,石油加工,20260402,15.62,10.0,179519.422,116880.2,4.5576,,400574.3533,3.03,,1.0,U,15.62,12.78,0.0,41944386.0,95901,95901,0.0,70.857143,70.857143,9,,A,0.6785714285714286,0.9285714285714286,0.8214285714285714,0.25,0.5178571428571429,0.6785714285714286,0.25,1.0
000586.SZ,汇源通信,通信设备,20260402,17.15,10.0064,228227.691,134934.25,7.0576,,331749.6,1.73,,1.0,U,17.15,14.03,1.0,57279285.0,93254,93706,1.0,69.392857,69.392857,9,,A,0.5357142857142857,0.8928571428571429,0.7142857142857143,0.5,0.5178571428571429,0.6428571428571429,0.625,1.0
000968.SZ,蓝焰控股,石油开采,20260402,10.91,9.9798,403212.17,379089.12,3.9182,,1055545.4021,0.35,,1.0,U,10.91,8.93,0.0,134085994.0,93503,93503,0.0,68.785714,68.785714,9,,A,0.8571428571428571,0.7142857142857143,0.8928571428571429,0.9642857142857143,0.5178571428571429,0.10714285714285714,0.25,1.0
002828.SZ,贝肯能源,石油开采,20260402,13.79,9.9681,381553.457,280456.7,14.4892,,277161.9004,1.17,,1.0,U,13.79,11.29,0.0,65392180.0,93430,93430,0.0,65.285714,65.285714,9,,A,0.9285714285714286,0.75,0.42857142857142855,0.8214285714285714,0.5178571428571429,0.39285714285714285,0.25,1.0
600488.SH,津药药业,化学制药,20260402,6.34,10.0694,94334.743,148792.97,1.3627,,692256.1551,0.31,51471270.98,1.0,U,6.34,5.18,0.0,307372095.0,92502,92502,0.0,64.142857,64.142857,9,,A,0.21428571428571427,1.0,1.0,1.0,0.5178571428571429,0.03571428571428571,0.25,1.0
603222.SH,济民健康,医疗保健,20260402,10.15,9.9675,465726.549,481165.61,9.1635,,532966.9742,3.92,,1.0,U,10.15,8.31,0.0,64705235.0,133547,133547,0.0,62.428571,62.428571,9,,A,0.9642857142857143,0.6785714285714286,0.5714285714285714,0.17857142857142858,0.5178571428571429,0.42857142857142855,0.25,1.0
603477.SH,巨星农牧,农业综合,20260402,17.03,10.0129,571880.602,346522.28,6.7936,,868649.9099,2.96,48452313.8,1.0,U,17.03,13.93,1.0,38240865.0,104654,130939,1.0,61.035714,61.035714,9,,A,0.39285714285714285,0.6071428571428571,0.75,0.2857142857142857,0.5178571428571429,0.7142857142857143,0.625,1.0
605162.SH,新中港,供气供热,20260402,14.05,10.0235,642723.634,463188.13,11.5626,,562831.7558,1.32,15212977.45,1.0,U,14.05,11.49,1.0,31319740.0,93044,102356,1.0,60.678571,60.678571,9,,A,0.35714285714285715,0.5714285714285714,0.5357142857142857,0.7678571428571429,0.5178571428571429,0.7857142857142857,0.625,1.0
000950.SZ,重药控股,医药商业,20260402,6.49,10.0,486136.001,749053.93,4.3343,,1121591.8677,2.69,,1.0,U,6.49,5.31,0.0,88943509.0,92500,92500,0.0,60.357143,60.357143,9,,A,0.6785714285714286,0.6428571428571429,0.8571428571428571,0.32142857142857145,0.5178571428571429,0.25,0.25,1.0
000762.SZ,西藏矿业,小金属,20260402,31.26,9.993,1982438.83,646912.24,12.4215,,1628080.9442,1.68,111948689.64,1.0,U,31.26,25.58,5.0,28762326.0,101009,130433,5.0,59.25,59.25,9,,A,0.75,0.14285714285714285,0.4642857142857143,0.5357142857142857,0.5178571428571429,0.8928571428571429,0.9107142857142857,1.0
000720.SZ,新能泰山,电气设备,20260402,5.4,9.9796,1370324.229,2578248.89,20.5188,,678527.0483,1.48,384411925.0,1.0,U,5.4,4.42,0.0,3582937.0,93403,93403,0.0,58.785714,58.785714,9,,A,0.8928571428571429,0.25,0.25,0.6785714285714286,0.5178571428571429,1.0,0.25,1.0
000155.SZ,川能动力,新型电力,20260402,16.97,9.9806,1464253.495,897225.29,4.8599,,3132947.6764,0.75,,1.0,U,16.97,13.89,0.0,89279153.0,95821,95821,0.0,57.428571,57.428571,9,,A,0.8214285714285714,0.21428571428571427,0.7857142857142857,0.9285714285714286,0.5178571428571429,0.21428571428571427,0.25,1.0
603042.SH,华脉科技,通信设备,20260402,21.76,10.0101,666048.87,312433.48,19.4554,,349443.4918,1.4,,1.0,U,21.76,17.8,1.0,32524084.0,94812,135318,1.0,57.107143,57.107143,9,,A,0.4642857142857143,0.5357142857142857,0.32142857142857145,0.7142857142857143,0.5178571428571429,0.75,0.625,1.0
002051.SZ,中工国际,建筑工程,20260402,9.91,9.9889,864614.895,904581.92,7.3107,,1226272.2566,2.32,,1.0,U,9.91,8.11,0.0,70108304.0,102439,102439,0.0,56.928571,56.928571,9,,A,0.7857142857142857,0.4642857142857143,0.6428571428571429,0.39285714285714285,0.5178571428571429,0.35714285714285715,0.25,1.0
600339.SH,中油工程,石油开采,20260402,4.46,10.1235,929351.788,2151538.1,3.8536,,2490083.7721,2.4,148319040.16,1.0,U,4.46,3.65,2.0,60728323.0,130129,134826,2.0,56.321429,56.321429,9,,A,0.14285714285714285,0.42857142857142855,0.9285714285714286,0.35714285714285715,0.5178571428571429,0.6071428571428571,0.8035714285714286,1.0
920230.BJ,欧康医药,生物制药,20260402,14.61,29.9822,166292.836,118574.63,25.0964,,147148.2602,13.21,18657320.43,1.0,U,14.61,7.87,1.0,10605924.0,100840,141810,1.0,52.321429,52.321429,9,,A,0.03571428571428571,0.9642857142857143,0.14285714285714285,0.03571428571428571,0.5178571428571429,0.9642857142857143,0.625,1.0
300839.SZ,博汇股份,石油加工,20260402,16.69,19.9856,373412.622,226481.55,7.8181,,492294.2067,1.99,131347336.13,1.0,U,16.69,11.13,0.0,96809059.0,93103,93103,0.0,48.285714,48.285714,9,,A,0.10714285714285714,0.7857142857142857,0.6071428571428571,0.42857142857142855,0.5178571428571429,0.17857142857142858,0.25,1.0
002309.SZ,中利集团,电气设备,20260402,4.98,9.9338,3568213.733,7228390.95,30.0415,,1497817.3617,0.83,-205096783.0,1.0,U,4.98,4.08,5.0,119652966.0,93054,95409,5.0,47.535714,47.535714,9,,A,1.0,0.03571428571428571,0.10714285714285714,0.8928571428571429,0.5178571428571429,0.14285714285714285,0.9107142857142857,1.0
600644.SH,乐山电力,水力发电,20260402,12.64,10.0087,1181754.44,944077.88,16.3245,,730997.514,1.77,,1.0,U,12.64,10.34,1.0,73314528.0,93037,133052,1.0,46.75,46.75,9,,A,0.5,0.32142857142857145,0.39285714285714285,0.4642857142857143,0.5178571428571429,0.32142857142857145,0.625,1.0
300834.SZ,星辉环材,化工原料,20260402,43.49,20.0055,939894.278,224215.75,11.652,,842455.0232,3.04,-127185646.13,1.0,U,43.49,28.99,3.0,61651510.0,93927,94530,3.0,44.285714,44.285714,9,,A,0.07142857142857142,0.39285714285714285,0.5,0.21428571428571427,0.5178571428571429,0.5,0.8571428571428571,1.0
002263.SZ,大东南,塑料,20260402,4.73,10.0,2576541.152,5655622.19,30.1096,,888464.3273,1.56,319521445.95,1.0,U,4.73,3.87,1.0,61630518.0,143006,143809,1.0,44.035714,44.035714,9,,A,0.6785714285714286,0.10714285714285714,0.07142857142857142,0.6071428571428571,0.5178571428571429,0.5357142857142857,0.625,1.0
002038.SZ,双鹭药业,生物制药,20260402,8.55,10.0386,1509525.171,1868699.33,21.9353,,878384.25,1.52,94260223.25,1.0,U,8.55,6.99,0.0,29932429.0,145409,145409,0.0,43.5,43.5,9,,A,0.2857142857142857,0.17857142857142858,0.21428571428571427,0.6428571428571429,0.5178571428571429,0.8571428571428571,0.25,1.0
603122.SH,合富中国,医药商业,20260402,18.69,10.0059,1276574.779,716009.4,17.9878,,743960.3711,1.65,,1.0,U,18.69,15.29,0.0,144836286.0,132102,132102,0.0,42.428571,42.428571,9,,A,0.6071428571428571,0.2857142857142857,0.35714285714285715,0.5714285714285714,0.5178571428571429,0.07142857142857142,0.25,1.0
002560.SZ,通达股份,电气设备,20260402,13.06,10.0253,2709401.042,2109967.18,46.5842,,686614.5724,5.45,136433580.25,1.0,U,13.06,10.68,21.0,20794132.0,93812,135118,21.0,40.0,40.0,9,,A,0.32142857142857145,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.5178571428571429,0.9285714285714286,1.0,1.0
600594.SH,益佰制药,中成药,20260402,4.8,10.0917,735582.395,1603451.0,20.2474,,380125.152,5.41,-35438365.97,1.0,U,4.8,3.92,0.0,62498880.0,102851,102851,0.0,39.785714,39.785714,9,,A,0.17857142857142858,0.5,0.2857142857142857,0.14285714285714285,0.5178571428571429,0.4642857142857143,0.25,1.0
000788.SZ,北大医药,化学制药,20260402,7.22,10.061,989816.774,1379073.07,23.1393,,430302.9209,5.7,50634004.79,1.0,U,7.22,5.9,6.0,77260064.0,93000,94951,6.0,37.5,37.5,9,,A,0.25,0.35714285714285715,0.17857142857142858,0.07142857142857142,0.5178571428571429,0.2857142857142857,0.9642857142857143,1.0
