ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000010.SZ,美丽生态,建筑工程,20260304,U,4.42,4.42,3.62,5,36423792.0,101054,111000,36423792.0
000525.SZ,红太阳,农药化肥,20260304,U,6.83,6.83,5.59,1,156220103.0,130300,132339,156220103.0
000533.SZ,顺钠股份,电气设备,20260304,U,12.3,12.3,10.06,2,185046771.0,93136,93336,185046771.0
000862.SZ,银星能源,新型电力,20260304,U,7.34,7.34,6.0,0,91351731.0,133539,133539,91351731.0
000890.SZ,法尔胜,环境保护,20260304,U,8.87,8.87,7.25,3,32577913.0,101933,144457,32577913.0
001282.SZ,三联锻造,汽车配件,20260304,U,25.3,25.3,20.7,0,103045002.0,131357,131357,103045002.0
001309.SZ,德明利,半导体,20260304,U,251.57,251.57,205.83,16,131317275.0,93606,130809,131317275.0
001396.SZ,誉帆科技,建筑工程,20260304,U,54.81,54.81,44.85,0,29125924.0,101642,101642,29125924.0
002162.SZ,悦心健康,陶瓷,20260304,U,6.08,6.08,4.98,0,131864438.0,102545,102545,131864438.0
002167.SZ,东方锆业,小金属,20260304,U,16.07,16.07,13.15,0,73078325.0,101427,101427,73078325.0
002178.SZ,延华智能,软件服务,20260304,U,6.68,6.68,5.46,1,91442847.0,132539,132703,91442847.0
002207.SZ,准油股份,石油开采,20260304,U,15.03,15.03,12.29,3,11132721.0,142630,144430,11132721.0
002272.SZ,川润股份,机械基件,20260304,U,21.07,21.07,17.24,3,83451000.0,93315,134742,83451000.0
002339.SZ,积成电子,电气设备,20260304,U,11.54,11.54,9.44,0,105424870.0,93618,93618,105424870.0
002357.SZ,富临运业,公共交通,20260304,U,16.04,16.04,13.12,0,71210221.0,105357,105357,71210221.0
002389.SZ,航天彩虹,航空,20260304,U,28.77,28.77,23.54,1,217436525.0,102809,105406,217436525.0
002490.SZ,山东墨龙,化工机械,20260304,U,11.72,11.72,9.59,2,117840486.0,92500,93933,117840486.0
002498.SZ,汉缆股份,电气设备,20260304,U,8.13,8.13,6.65,4,118204378.0,93824,112236,118204378.0
002877.SZ,智能自控,机械基件,20260304,U,9.9,9.9,8.1,2,81296523.0,130324,131000,81296523.0
002885.SZ,京泉华,元器件,20260304,U,31.92,31.92,26.12,0,96922334.0,132224,132224,96922334.0
300265.SZ,通光线缆,电气设备,20260304,U,17.88,17.88,11.92,0,146017985.0,95103,95103,146017985.0
300617.SZ,安靠智电,电气设备,20260304,U,64.81,64.81,43.21,7,46523534.0,93954,133936,46523534.0
300880.SZ,迦南智能,电器仪表,20260304,U,23.22,23.22,15.48,0,25465025.0,134654,134654,25465025.0
301129.SZ,瑞纳智能,电器仪表,20260304,U,29.23,29.23,19.49,0,54718560.0,131445,131445,54718560.0
301373.SZ,凌玮科技,化工原料,20260304,U,49.61,49.61,33.07,0,99615342.0,100121,100121,99615342.0
600108.SH,亚盛集团,种植业,20260304,U,5.29,5.29,4.33,1,96367501.0,95902,95932,96367501.0
600149.SH,廊坊发展,综合类,20260304,U,6.97,6.97,5.71,0,71757544.0,144906,144906,71757544.0
600236.SH,桂冠电力,水力发电,20260304,U,10.85,10.85,8.87,1,17105784.0,141236,144739,17105784.0
600313.SH,农发种业,种植业,20260304,U,9.24,9.24,7.56,3,75246864.0,95202,104756,75246864.0
600545.SH,卓郎智能,纺织机械,20260304,U,3.43,3.43,2.81,4,41683075.0,93526,131556,41683075.0
600759.SH,洲际油气,石油开采,20260304,U,8.26,8.26,6.76,2,559108653.0,92501,134234,559108653.0
600821.SH,金开新能,新型电力,20260304,U,7.87,7.87,6.44,3,116078171.0,93828,133419,116078171.0
600871.SH,石化油服,石油开采,20260304,U,4.27,4.27,3.49,2,10787625.0,92501,150000,10787625.0
601096.SH,宏盛华源,钢加工,20260304,U,6.28,6.28,5.14,1,61816011.0,100806,134830,61816011.0
603045.SH,福达合金,小金属,20260304,U,32.41,32.41,26.51,0,120643632.0,144207,144207,120643632.0
603175.SH,超颖电子,元器件,20260304,U,79.64,79.64,65.16,0,19390269.0,100822,100822,19390269.0
603316.SH,诚邦股份,建筑工程,20260304,U,14.53,14.53,11.89,0,108368663.0,133637,133637,108368663.0
603318.SH,水发燃气,供气供热,20260304,U,10.67,10.67,8.73,6,22636042.0,92502,141435,22636042.0
603530.SH,神马电力,电气设备,20260304,U,67.21,67.21,54.99,1,113920950.0,95749,131902,113920950.0
603618.SH,杭电股份,电气设备,20260304,U,20.59,20.59,16.85,0,99480873.0,134024,134024,99480873.0
605196.SH,华通线缆,电气设备,20260304,U,54.34,54.34,44.46,4,16182452.0,100041,143508,16182452.0
605268.SH,王力安防,家居用品,20260304,U,11.52,11.52,9.42,0,66132864.0,95406,95406,66132864.0
688176.SH,亚虹医药-U,化学制药,20260304,U,13.67,13.67,9.11,1,32651697.0,133326,133730,32651697.0
688525.SH,佰维存储,半导体,20260304,U,175.99,175.99,117.33,1,808979744.0,92503,93239,808979744.0
