ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
300149.SZ,睿智医药,医疗服务,20260715,10.39,19.9769,739566.52,15.5841,,2.83,130256967.21,1.0,U,10.39,6.93,2.0,87978343.0,93703,95439,2.0,75.422535,75.422535,75.422535,0.691853,0.0,75.422535,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5123556581986144,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9436619718309859,0.5070422535211268,0.9577464788732394,0.8732394366197183,0.5070422535211268,0.7605633802816901,0.21830985915492954,1.0
300528.SZ,幸福蓝海,影视院线,20260715,16.99,19.9859,389898.4,10.464,,2.02,43576639.67,1.0,U,16.99,11.33,0.0,51518777.0,103757,103757,0.0,72.957746,72.957746,72.957746,0.703475,0.0,72.957746,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5898305084745765,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9577464788732394,0.5070422535211268,0.8732394366197183,0.7323943661971831,0.5070422535211268,0.5352112676056338,0.732394366197183,1.0
002365.SZ,永安药业,化学制药,20260715,11.98,10.0092,244031.18,9.9487,,2.27,,1.0,U,11.98,9.8,0.0,114056572.0,09:51:00,15:00:00,0.0,71.478873,71.478873,71.478873,0.778081,1.265845,72.744718,1,ok,,20260715,intraday_refine_v2,002365.SZ,1,0.734457,0.087028,0,0.0870284,0.0,0.564858,0.0,0.0,0.6318181818181816,0.5,0.7,1.0,ok,ok,9,,A,0.5845070422535211,0.5070422535211268,0.8591549295774648,0.8028169014084507,0.5070422535211268,0.8873239436619719,0.732394366197183,1.0
300231.SZ,银信科技,IT服务Ⅱ,20260715,9.08,19.9472,517140.6,11.6396,,5.76,71946671.11,1.0,U,9.08,6.06,0.0,27249988.0,134300,134300,0.0,71.211268,71.211268,71.211268,0.645048,0.0,71.211268,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.20031718214866714,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9295774647887324,0.5070422535211268,0.9154929577464789,1.0,0.5070422535211268,0.23943661971830985,0.732394366197183,1.0
688192.SH,迪哲医药-U,化学制药,20260715,67.6,20.0071,157964.05,3.425,,1.98,-64706980.8,1.0,U,67.6,45.06,0.0,103894845.0,93145,93145,0.0,69.126761,69.126761,69.126761,0.765,0.0,69.126761,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9859154929577465,0.5070422535211268,0.4084507042253521,0.7183098591549296,0.5070422535211268,0.8309859154929577,0.732394366197183,1.0
600227.SH,赤天化,农化制品,20260715,2.92,10.1887,1696590.67,13.2795,,1.76,-18521678.1,1.0,U,2.92,2.39,1.0,44231576.0,103818,103921,1.0,68.661972,68.661972,68.661972,0.692689,0.0,68.661972,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5179245283018868,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9014084507042254,0.5070422535211268,0.9436619718309859,0.6056338028169014,0.5070422535211268,0.43661971830985913,0.37323943661971826,1.0
000566.SZ,海南海药,化学制药,20260715,5.15,10.0427,1086270.86,8.377,,0.44,78781834.42,1.0,U,5.15,4.21,0.0,90417520.0,09:38:00,15:00:00,0.0,67.15493,67.15493,67.15493,0.731269,1.194394,68.349324,1,ok,,20260715,intraday_refine_v2,000566.SZ,1,0.76,0.07,0,0.07,0.0,0.65,0.0,0.0,0.15512820512820555,0.5,0.7,1.0,ok,ok,9,,A,0.8028169014084507,0.5070422535211268,0.8028169014084507,0.07042253521126761,0.5070422535211268,0.7887323943661971,0.732394366197183,1.0
002640.SZ,跨境通,互联网电,20260715,3.14,10.1754,1659578.82,10.719,,2.54,,1.0,U,3.14,2.57,2.0,23409827.0,10:05:00,15:00:00,2.0,64.43662,64.43662,64.43662,0.828646,3.685596,68.122216,1,ok,,20260715,intraday_refine_v2,002640.SZ,1,0.8040349999999999,0.081643,0,0.094875,0.0,0.841783,1.0,0.2,0.6605263157894743,0.5,0.67,1.0,ok,ok,9,,A,0.8873239436619719,0.5070422535211268,0.8873239436619719,0.8450704225352113,0.5070422535211268,0.15492957746478872,0.21830985915492954,1.0
600664.SH,哈药股份,化学制药,20260715,4.49,10.049,1115523.13,4.4293,,0.68,112253422.77,1.0,U,4.49,3.67,0.0,440212742.0,93039,93039,0.0,66.985915,66.985915,66.985915,0.735441,0.0,66.985915,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.8029411764705884,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8309859154929577,0.5070422535211268,0.5633802816901409,0.15492957746478872,0.5070422535211268,1.0,0.732394366197183,1.0
002821.SZ,凯莱英,医疗服务,20260715,195.75,10.0028,224718.25,7.0879,,1.49,655052009.51,1.0,U,195.75,160.16,0.0,164937579.0,145309,145309,0.0,66.394366,66.394366,66.394366,0.66758,0.0,66.394366,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.35053385782523244,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5211267605633803,0.5070422535211268,0.7464788732394366,0.4647887323943662,0.5070422535211268,0.9436619718309859,0.732394366197183,1.0
