ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
300444.SZ,双杰电气,电网设备,20260723,9.54,20.0,1070612.82,17.0631,,2.07,-28819485.12,1.0,U,9.54,6.36,0.0,117713935.0,130306,130306.0,0.0,79.581197,79.581197,79.581197,0.681368,0.0,79.581197,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4424528301886792,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9401709401709402,0.5042735042735043,0.9914529914529915,0.7863247863247863,0.5042735042735043,0.8632478632478633,0.7136752136752136,1.0
300062.SZ,中能电气,电网设备,20260723,6.35,20.0378,531492.78,11.5956,,2.69,,1.0,U,6.35,4.23,0.0,84746242.0,95336,95336.0,0.0,77.358974,77.358974,77.358974,0.680799,0.0,77.358974,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.43865784499054883,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9914529914529915,0.5042735042735043,0.8632478632478633,0.905982905982906,0.5042735042735043,0.7350427350427351,0.7136752136752136,1.0
301292.SZ,海科新源,电池,20260723,62.69,20.0038,201670.06,23.6732,,2.01,3732366.35,1.0,U,62.69,41.79,0.0,97915511.0,144827,144827.0,0.0,77.25641,77.25641,77.25641,0.687152,0.0,77.25641,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4810107197549762,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9743589743589743,0.5042735042735043,0.8888888888888888,0.7692307692307693,0.5042735042735043,0.7948717948717948,0.7136752136752136,1.0
301587.SZ,中瑞股份,电池,20260723,21.58,20.0222,104469.65,14.2226,,3.29,,1.0,U,21.58,14.38,0.0,50771611.0,130839,130839.0,0.0,75.905983,75.905983,75.905983,0.681499,0.0,75.905983,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4433259176863185,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9829059829059829,0.5042735042735043,0.9316239316239316,0.9487179487179487,0.5042735042735043,0.5299145299145299,0.7136752136752136,1.0
300510.SZ,金冠股份,电网设备,20260723,3.66,20.0,984910.58,11.9428,,5.35,35447577.24,1.0,U,3.66,2.44,0.0,33002340.0,145203,145203.0,0.0,71.273504,71.273504,71.273504,0.691352,0.0,71.273504,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5090163934426236,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9401709401709402,0.5042735042735043,0.8803418803418803,1.0,0.5042735042735043,0.2905982905982906,0.7136752136752136,1.0
002173.SZ,创新医疗,医疗服务,20260723,18.76,10.0293,610841.53,14.514,,1.02,,1.0,U,18.76,15.35,0.0,125422606.0,133124,133124.0,0.0,70.350427,70.350427,70.350427,0.711532,0.0,70.350427,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6435483870967741,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7008547008547008,0.5042735042735043,0.9401709401709402,0.2564102564102564,0.5042735042735043,0.8803418803418803,0.7136752136752136,1.0
000862.SZ,银星能源,电力,20260723,5.92,10.0372,819781.8,13.0545,,1.82,,1.0,U,5.92,4.84,1.0,61615940.0,133403,135424.0,1.0,68.846154,68.846154,68.846154,0.660753,0.0,68.846154,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3050185873605947,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7863247863247863,0.5042735042735043,0.9230769230769231,0.7264957264957265,0.5042735042735043,0.6068376068376068,0.2692307692307692,1.0
301158.SZ,德石股份,专用设备,20260723,15.13,19.9841,190699.46,10.0286,,3.0,,1.0,U,15.13,10.09,1.0,50109349.0,100115,101800.0,1.0,68.675214,68.675214,68.675214,0.687496,0.0,68.675214,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4833068992862806,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8974358974358975,0.5042735042735043,0.7777777777777778,0.9316239316239316,0.5042735042735043,0.5213675213675214,0.2692307692307692,1.0
000603.SZ,盛达资源,贵金属,20260723,24.83,10.0133,691703.47,10.3748,,2.1,-20021080.69,1.0,U,24.83,20.31,1.0,239527561.0,100733,101112.0,1.0,67.068376,67.068376,67.068376,0.717192,0.0,67.068376,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6812804607886582,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5042735042735043,0.5042735042735043,0.7863247863247863,0.8034188034188035,0.5042735042735043,0.9743589743589743,0.2692307692307692,1.0
301357.SZ,北方长龙,地面兵装,20260723,86.33,20.0028,70356.08,7.3903,,3.54,32670828.05,1.0,U,86.33,57.55,1.0,38071530.0,134948,141130.0,1.0,66.316239,66.316239,66.316239,0.621249,0.0,66.316239,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.04165855823156667,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9658119658119658,0.5042735042735043,0.6923076923076923,0.9743589743589743,0.5042735042735043,0.3504273504273504,0.2692307692307692,1.0
600219.SH,南山铝业,工业金属,20260723,4.79,10.1149,4040755.97,3.5187,,1.81,168026084.2,1.0,U,4.79,3.92,0.0,143093859.0,104255,104255.0,0.0,66.247863,66.247863,66.247863,0.6825,0.0,66.247863,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.45,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8888888888888888,0.5042735042735043,0.29914529914529914,0.717948717948718,0.5042735042735043,0.905982905982906,0.7136752136752136,1.0
300141.SZ,和顺电气,电网设备,20260723,9.84,20.0,199381.84,7.8306,,3.45,,1.0,U,9.84,6.56,0.0,22772712.0,133715,133715.0,0.0,65.940171,65.940171,65.940171,0.675996,0.0,65.940171,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4066385286572508,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9401709401709402,0.5042735042735043,0.7094017094017094,0.9572649572649573,0.5042735042735043,0.15384615384615385,0.7136752136752136,1.0
002197.SZ,证通电子,计算机设,20260723,7.67,10.043,1087686.32,20.3687,,2.94,,1.0,U,7.67,6.27,6.0,34106956.0,93127,103333.0,6.0,65.760684,65.760684,65.760684,0.686374,0.0,65.760684,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.47582496413199477,0.5,0.5,0.0,missing_stock,ok,9,,A,0.811965811965812,0.5042735042735043,0.9658119658119658,0.9145299145299145,0.5042735042735043,0.29914529914529914,0.017094017094017065,1.0
601678.SH,滨化股份,化学原料,20260723,6.22,10.0885,1321605.95,6.4679,,0.83,90809612.54,1.0,U,6.22,5.09,1.0,129200795.0,93730,103124.0,1.0,64.376068,64.376068,64.376068,0.715951,0.0,64.376068,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6730088495575223,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8760683760683761,0.5042735042735043,0.6239316239316239,0.1452991452991453,0.5042735042735043,0.8888888888888888,0.2692307692307692,1.0
600698.SH,湖南天雁,汽车零部件,20260723,6.22,10.0885,391550.32,4.7149,,3.92,19158886.0,1.0,U,6.22,5.09,0.0,38141910.0,134602,134602.0,0.0,64.239316,64.239316,64.239316,0.666571,0.0,64.239316,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.34380530973451245,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8760683760683761,0.5042735042735043,0.5042735042735043,0.9914529914529915,0.5042735042735043,0.358974358974359,0.7136752136752136,1.0
300214.SZ,日科化学,化学制品,20260723,10.26,20.0,501429.0,10.7857,,1.12,-4336702.0,1.0,U,10.26,6.84,1.0,45167598.0,112339,130000.0,1.0,64.145299,64.145299,64.145299,0.688816,0.0,64.145299,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4921052631578935,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9401709401709402,0.5042735042735043,0.8034188034188035,0.2863247863247863,0.5042735042735043,0.47863247863247865,0.2692307692307692,1.0
000815.SZ,美利云,IT服务Ⅱ,20260723,17.74,9.9814,1225156.44,17.6215,,3.14,211977303.21,1.0,U,17.74,14.52,3.0,222136909.0,93703,94103.0,3.0,63.837607,63.837607,63.837607,0.701471,0.0,63.837607,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5764724116553006,0.5,0.5,0.0,missing_stock,ok,9,,A,0.13675213675213677,0.5042735042735043,1.0,0.9401709401709402,0.5042735042735043,0.9658119658119658,0.02991452991452995,1.0
002879.SZ,长缆科技,电网设备,20260723,16.41,9.9866,262850.15,19.1667,,2.58,-28701937.9,1.0,U,16.41,13.43,2.0,143200224.0,93445,94557.0,2.0,63.598291,63.598291,63.598291,0.69939,0.0,63.598291,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5626005361930296,0.5,0.5,0.0,missing_stock,ok,9,,A,0.18376068376068377,0.5042735042735043,0.9829059829059829,0.8974358974358975,0.5042735042735043,0.9145299145299145,0.0769230769230769,1.0
002240.SZ,盛新锂能,能源金属,20260723,30.42,10.0181,590423.21,6.4675,,1.15,70107265.46,1.0,U,30.42,24.89,0.0,147455170.0,104648,104648.0,0.0,62.897436,62.897436,62.897436,0.693567,0.0,62.897436,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5237793851717901,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5555555555555556,0.5042735042735043,0.6153846153846154,0.3076923076923077,0.5042735042735043,0.9230769230769231,0.7136752136752136,1.0
002546.SZ,新联电子,电网设备,20260723,8.22,10.0402,469345.0,5.8578,,1.11,,1.0,U,8.22,6.72,0.0,62054424.0,130915,130915.0,0.0,62.470085,62.470085,62.470085,0.671657,0.0,62.470085,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3777108433734944,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8034188034188035,0.5042735042735043,0.5982905982905983,0.27350427350427353,0.5042735042735043,0.6153846153846154,0.7136752136752136,1.0
002165.SZ,红 宝 丽,化学制品,20260723,6.49,10.0,825856.45,11.3507,,1.29,,1.0,U,6.49,5.31,0.0,102825794.0,110115,110115.0,0.0,62.282051,62.282051,62.282051,0.664195,0.0,62.282051,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.32796610169491514,0.5,0.5,0.0,missing_stock,ok,9,,A,0.3333333333333333,0.5042735042735043,0.8290598290598291,0.4444444444444444,0.5042735042735043,0.811965811965812,0.7136752136752136,1.0
002606.SZ,大连电瓷,电网设备,20260723,13.61,10.0243,387419.55,9.1993,,1.39,,1.0,U,13.61,11.13,0.0,50019526.0,133554,133554.0,0.0,62.239316,62.239316,62.239316,0.680317,0.0,62.239316,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.43544866612772865,0.5,0.5,0.0,missing_stock,ok,9,,A,0.6111111111111112,0.5042735042735043,0.7435897435897436,0.5299145299145299,0.5042735042735043,0.5128205128205128,0.7136752136752136,1.0
603399.SH,永杉锂业,能源金属,20260723,13.72,10.0241,499866.71,9.7575,,1.01,,1.0,U,13.72,11.22,1.0,106808828.0,94907,101425.0,1.0,62.213675,62.213675,62.213675,0.691161,0.0,62.213675,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.507738572574177,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5982905982905983,0.5042735042735043,0.7692307692307693,0.24786324786324787,0.5042735042735043,0.8461538461538461,0.2692307692307692,1.0
600230.SH,沧州大化,化学制品,20260723,13.49,10.0326,202436.16,4.8902,,1.49,,1.0,U,13.49,11.03,0.0,50808736.0,144301,144301.0,0.0,61.555556,61.555556,61.555556,0.670754,0.0,61.555556,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.37169657422512214,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7393162393162394,0.5042735042735043,0.5384615384615384,0.5726495726495726,0.5042735042735043,0.5384615384615384,0.7136752136752136,1.0
001382.SZ,新亚电缆,电网设备,20260723,16.57,10.0266,66609.77,10.573,,2.45,,1.0,U,16.57,13.55,1.0,35850852.0,95409,95527.0,1.0,61.367521,61.367521,61.367521,0.678317,0.0,61.367521,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.42211155378486054,0.5,0.5,0.0,missing_stock,ok,9,,A,0.6538461538461539,0.5042735042735043,0.7948717948717948,0.8717948717948718,0.5042735042735043,0.3247863247863248,0.2692307692307692,1.0
600396.SH,华电辽能,电力,20260723,16.41,9.9866,3417800.59,23.2076,,1.29,-228219226.19,1.0,U,16.41,13.43,0.0,105174972.0,135334,135334.0,0.0,61.367521,61.367521,61.367521,0.705422,0.0,61.367521,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6028150134048265,0.5,0.5,0.0,missing_stock,ok,9,,A,0.18376068376068377,0.5042735042735043,0.9145299145299145,0.4444444444444444,0.5042735042735043,0.8290598290598291,0.7136752136752136,1.0
003001.SZ,中岩大地,专业工程,20260723,18.54,10.0297,279437.85,24.4335,,1.4,69414095.73,1.0,U,18.54,15.17,1.0,35989866.0,95218,101603.0,1.0,60.965812,60.965812,60.965812,0.669147,0.0,60.965812,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3609792284866472,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7094017094017094,0.5042735042735043,0.8547008547008547,0.5470085470085471,0.5042735042735043,0.3333333333333333,0.2692307692307692,1.0
600844.SH,金煤科技,化学原料,20260723,3.07,10.0358,1021465.51,12.4156,,0.96,,1.0,U,3.07,2.51,1.0,38295794.0,111815,111842.0,1.0,60.649573,60.649573,60.649573,0.666371,0.0,60.649573,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3424731182795702,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7649572649572649,0.5042735042735043,0.8974358974358975,0.2264957264957265,0.5042735042735043,0.36752136752136755,0.2692307692307692,1.0
601606.SH,长城军工,地面兵装,20260723,29.14,10.0038,304654.19,4.2066,,2.39,,1.0,U,29.14,23.84,0.0,134239092.0,131415,131415.0,0.0,60.606838,60.606838,60.606838,0.68284,0.0,60.606838,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.45226500566251404,0.5,0.5,0.0,missing_stock,ok,9,,A,0.41025641025641024,0.5042735042735043,0.41025641025641024,0.8547008547008547,0.5042735042735043,0.8974358974358975,0.7136752136752136,1.0
001388.SZ,信通电子,电网设备,20260723,23.82,10.0231,187407.37,14.9784,,1.61,-539232.26,1.0,U,23.82,19.49,0.0,16294118.0,144236,144236.0,0.0,60.521368,60.521368,60.521368,0.6375,0.0,60.521368,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.15,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5897435897435898,0.5042735042735043,0.9487179487179487,0.6495726495726496,0.5042735042735043,0.08547008547008547,0.7136752136752136,1.0
002900.SZ,哈三联,化学制药,20260723,12.1,10.0,251735.71,15.6239,,1.33,36333155.04,1.0,U,12.1,9.9,0.0,46589840.0,100548,100548.0,0.0,60.316239,60.316239,60.316239,0.758591,0.0,60.316239,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.9572727272727267,0.5,0.5,0.0,missing_stock,ok,9,,A,0.3333333333333333,0.5042735042735043,0.9572649572649573,0.47863247863247865,0.5042735042735043,0.48717948717948717,0.7136752136752136,1.0
000803.SZ,山高环能,电力,20260723,6.8,10.0324,306467.4,6.6654,,2.53,,1.0,U,6.8,5.56,0.0,13302160.0,144406,144406.0,0.0,59.239316,59.239316,59.239316,0.676675,0.0,59.239316,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4111650485436891,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7264957264957265,0.5042735042735043,0.6581196581196581,0.8803418803418803,0.5042735042735043,0.05982905982905983,0.7136752136752136,1.0
