rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002084.SZ,海鸥住工,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.35716714478005845,0.0,0.0,0.0,0.0,0.35469214478005845
2,002918.SZ,蒙娜丽莎,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.426238,0.0,0,0.75,0.0,0.0,0.0,0.5082524271844661,0.0,中,分时缺失|低置信,0.3375751987165254,0.0,0.0,0.0,0.0,0.31365019871652544
3,002742.SZ,冀衡医药,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.3065364667971927,0.0,0.0,0.0,0.0,0.3162614667971927
4,600479.SH,千金药业,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.393738,0.0,0,0.75,0.0,0.0,0.0,0.29158415841584234,0.0,中,分时缺失|低置信,0.2905237762856266,0.0,0.0,0.0,0.0,0.3005237762856266
5,002229.SZ,鸿博股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.32534518845005755,0.0,0.0,0.0,0.0,0.3014201884500576
6,002437.SZ,誉衡药业,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.425645,0.0,0,0.75,0.0,0.0,0.0,0.5042986425339364,0.0,中,分时缺失|低置信,0.26196328971127536,0.0,0.0,0.0,0.0,0.23803828971127536
7,002855.SZ,捷荣技术,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.26185356987176817,0.0,0.0,0.0,0.0,0.27157856987176815
8,600929.SH,雪天盐业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.697254,0.0,0,0.0,0.0,0.5,0.0,0.548360655737705,0.0,中,分时缺失|低置信,0.27752632665972815,0.0,0.0,0.0,0.0,0.2536013266597282
9,002165.SZ,红 宝 丽,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.408039,0.0,0,0.75,0.0,0.0,0.0,0.38692509855453366,0.0,中,分时缺失|低置信,0.3178467569974482,0.0,0.0,0.0,0.0,0.2939217569974482
10,600815.SH,厦工股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.680278,0.0,0,0.0,0.0,0.5,0.0,0.4351851851851854,0.0,中,分时缺失|低置信,0.31269384324211924,0.0,0.0,0.0,0.0,0.28876884324211927
11,002354.SZ,天娱数科,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.260942943074997,0.0,0.0,0.0,0.0,0.237017943074997
12,600540.SH,新赛股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.26586325129126565,0.0,0.0,0.0,0.0,0.2570382512912657
13,600378.SH,昊华科技,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.3013903515801638,0.0,0.0,0.0,0.0,0.29256535158016383
14,001288.SZ,运机集团,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.398366,0.0,0,0.75,0.0,0.0,0.0,0.32243911867027447,0.0,中,分时缺失|低置信,0.3021436883657044,0.0,0.0,0.0,0.0,0.2782186883657044
15,002971.SZ,和远气体,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.433902,0.0,0,0.75,0.0,0.0,0.0,0.5593457943925241,0.0,中,分时缺失|低置信,0.3184340264281813,0.0,0.0,0.0,0.0,0.29450902642818133
16,000712.SZ,锦龙股份,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.24400607861119358,0.0,0.0,0.0,0.0,0.2540060786111936
17,603396.SH,金辰股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.672569,0.0,0,0.0,0.0,0.5,0.0,0.3837931034482756,0.0,中,分时缺失|低置信,0.2775094905662511,0.0,0.0,0.0,0.0,0.25358449056625115
18,603559.SH,中通国脉,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.684567,0.0,0,0.0,0.0,0.5,0.0,0.4637772675086105,0.0,中,分时缺失|低置信,0.24582032374456364,0.0,0.0,0.0,0.0,0.22189532374456364
19,002949.SZ,华阳国际,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.401328,0.0,0,0.75,0.0,0.0,0.0,0.34218750000000014,0.0,中,分时缺失|低置信,0.2600438758130185,0.0,0.0,0.0,0.0,0.23611887581301852
20,000062.SZ,深圳华强,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.423078,0.0,0,0.75,0.0,0.0,0.0,0.4871845949535188,0.0,中,分时缺失|低置信,0.2739542363888432,0.0,0.0,0.0,0.0,0.2500292363888432
21,002915.SZ,中欣氟材,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.43062,0.0,0,0.75,0.0,0.0,0.0,0.5374635568513122,0.0,中,分时缺失|低置信,0.3125990043707776,0.0,0.0,0.0,0.0,0.2886740043707776
22,605566.SH,福莱蒽特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.677986,0.0,0,0.0,0.0,0.5,0.0,0.4199074074074068,0.0,中,分时缺失|低置信,0.30395975874230186,0.0,0.0,0.0,0.0,0.2800347587423019
23,002631.SZ,德尔未来,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.5,0.0,0,0.75,0.0,0.0,0.0,1.0,0.0,中,分时缺失|低置信,0.26180827548409064,0.0,0.0,0.0,0.0,0.23788327548409063
24,000716.SZ,黑芝麻,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.415752,0.0,0,0.75,0.0,0.0,0.0,0.4383495145631063,0.0,中,分时缺失|低置信,0.26678227898457585,0.0,0.0,0.0,0.0,0.24285727898457585
25,000017.SZ,深中华A,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.484071,0.0,0,0.75,0.0,0.0,0.0,0.8938040345821328,0.0,中,分时缺失|低置信,0.23549637426014106,0.0,0.0,0.0,0.0,0.19869637426014106
26,603269.SH,海鸥股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.72,0.0,0,0.0,0.0,0.5,0.0,0.7000000000000004,0.0,中,分时缺失|低置信,0.2430823263248514,0.0,0.0,0.0,0.0,0.2342573263248514
27,002396.SZ,星网锐捷,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.429644,0.0,0,0.75,0.0,0.0,0.0,0.5309595202398792,0.0,中,分时缺失|低置信,0.2680783424211175,0.0,0.0,0.0,0.0,0.2592533424211175
28,600354.SH,敦煌种业,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.436803,0.0,0,0.75,0.0,0.0,0.0,0.578686327077748,0.0,中,分时缺失|低置信,0.2650982172791665,0.0,0.0,0.0,0.0,0.2411732172791665
29,603900.SH,莱绅通灵,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.22756075273534684,0.0,0.0,0.0,0.0,0.21873575273534684
30,603011.SH,合锻智能,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.683932,0.0,0,0.0,0.0,0.5,0.0,0.4595465393794751,0.0,中,分时缺失|低置信,0.2703808548076399,0.0,0.0,0.0,0.0,0.26155585480763993
31,002679.SZ,福建金森,0,degenerate_features,matched intraday row has no non-degenerate feature in candidate intersection,0.0,0.4175,0.0,0,0.75,0.0,0.0,0.0,0.45,0.0,中,分时缺失|低置信,0.23829146405466128,0.0,0.0,0.0,0.0,0.21436646405466128
