ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
600721.SH,百花医药,医疗服务,20260807,10.54,10.0209,600682.52,15.6205,,1.46,-63890335.98,1.0,U,10.54,8.62,1.0,159984499.0,93100,93203.0,1.0,73.813559,73.813559,73.813559,0.745444,0.0,73.813559,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.8696242171189972,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8813559322033898,0.5084745762711864,0.9491525423728814,0.5508474576271186,0.5084745762711864,0.847457627118644,0.38135593220338987,1.0
002428.SZ,云南锗业,小金属,20260807,100.08,10.0022,1193076.96,18.2697,,2.12,-75641946.07,1.0,U,100.08,81.88,1.0,195346152.0,101057,104842.0,1.0,72.322034,72.322034,72.322034,0.742052,0.0,72.322034,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.8470103319410857,0.5,0.5,0.0,missing_stock,ok,9,,A,0.576271186440678,0.5084745762711864,1.0,0.847457627118644,0.5084745762711864,0.8983050847457628,0.38135593220338987,1.0
002900.SZ,哈三联,化学制药,20260807,13.48,10.0408,316626.9,19.6513,,1.29,,1.0,U,13.48,11.03,0.0,77829476.0,94854,94854.0,0.0,72.305085,72.305085,72.305085,0.683235,0.0,72.305085,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4548979591836735,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9322033898305084,0.5084745762711864,0.9661016949152542,0.4745762711864407,0.5084745762711864,0.5254237288135594,0.7796610169491525,1.0
002589.SZ,瑞康医药,医药商业,20260807,3.04,10.1449,1596280.92,11.6893,,6.81,,1.0,U,3.04,2.48,2.0,64612032.0,95130,110503.0,2.0,69.474576,69.474576,69.474576,0.669339,0.0,69.474576,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.36225746214157234,0.5,0.5,0.0,missing_stock,ok,9,,A,1.0,0.5084745762711864,0.8135593220338984,1.0,0.5084745762711864,0.3898305084745763,0.17796610169491528,1.0
600744.SH,华银电力,电力,20260807,7.88,10.0559,2029877.58,9.9939,,1.22,130730919.85,1.0,U,7.88,6.44,0.0,77765411.0,144715,144715.0,0.0,67.220339,67.220339,67.220339,0.6825,0.0,67.220339,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.45,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9661016949152542,0.5084745762711864,0.6779661016949152,0.4406779661016949,0.5084745762711864,0.5084745762711864,0.7796610169491525,1.0
002194.SZ,武汉凡谷,通信设备,20260807,11.1,10.0099,615479.52,12.0475,,3.14,,1.0,U,11.1,9.08,1.0,68393249.0,93206,93409.0,1.0,67.135593,67.135593,67.135593,0.718179,0.0,67.135593,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6878592666005943,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7627118644067796,0.5084745762711864,0.864406779661017,0.9152542372881356,0.5084745762711864,0.423728813559322,0.38135593220338987,1.0
600206.SH,有研新材,半导体,20260807,48.17,10.0023,917104.93,10.8334,,0.95,,1.0,U,48.17,39.41,0.0,254260528.0,100037,100037.0,0.0,66.542373,66.542373,66.542373,0.727921,0.0,66.542373,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.7528088604704266,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5932203389830508,0.5084745762711864,0.7457627118644068,0.2711864406779661,0.5084745762711864,0.9491525423728814,0.7796610169491525,1.0
000603.SZ,盛达资源,贵金属,20260807,34.43,10.0,1127804.9,16.9158,,1.67,84175527.98,1.0,U,34.43,28.17,0.0,76119049.0,145506,145506.0,0.0,64.59322,64.59322,64.59322,0.6848,0.0,64.59322,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4653354632587859,0.5,0.5,0.0,missing_stock,ok,9,,A,0.4152542372881356,0.5084745762711864,0.9830508474576272,0.6949152542372882,0.5084745762711864,0.4915254237288136,0.7796610169491525,1.0
000831.SZ,中国稀土,小金属,20260807,57.19,10.0019,608092.42,5.7301,,2.13,631735592.39,1.0,U,57.19,46.79,0.0,233131889.0,95539,95539.0,0.0,63.728814,63.728814,63.728814,0.674883,0.0,63.728814,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3992210040392375,0.5,0.5,0.0,missing_stock,ok,9,,A,0.5423728813559322,0.5084745762711864,0.3898305084745763,0.864406779661017,0.5084745762711864,0.9322033898305084,0.7796610169491525,1.0
603459.SH,红板科技,元件,20260807,105.58,10.0021,190708.79,24.1245,,1.07,263798858.52,1.0,U,105.58,86.38,1.0,100096491.0,93918,95145.0,1.0,63.033898,63.033898,63.033898,0.675186,0.0,63.033898,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4012398416336736,0.5,0.5,0.0,missing_stock,ok,9,,A,0.559322033898305,0.5084745762711864,0.847457627118644,0.3644067796610169,0.5084745762711864,0.7288135593220338,0.38135593220338987,1.0
