ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
600228.SH,返利科技,数字媒体,数字媒体,1→2,1.0,1→2,20260709,U,7.04,7.04,5.76,0,63588800.0,94101,94101,1/1,4.95,141214309.0,2928901726.08,2933373921.28,63588800.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600353.SH,旭光电子,其他电子,其他电子,1→2,1.0,1→2,20260709,U,40.88,40.88,33.44,1,121050503.0,93535,95838,1/1,3.13,1044180976.0,33881800179.92,33881799893.76,121050503.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600418.SH,江淮汽车,商用车,商用车,1→2,1.0,1→2,20260709,U,24.45,24.45,20.01,1,66889723.0,102825,145034,1/1,6.01,3106435152.0,53399039389.95,55114656794.4,66889723.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600584.SH,长电科技,半导体,半导体,1→2,1.0,1→2,20260709,U,103.52,103.52,84.7,0,833694800.0,130554,130554,1/1,11.53,20497139456.0,185240196286.4,185240196907.52,833694800.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600667.SH,太极实业,工程咨询,工程咨询,1→2,1.0,1→2,20260709,U,26.27,26.27,21.49,2,180787539.0,134208,134529,1/1,16.33,8691822848.0,54944813016.06,54944812963.52,180787539.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600770.SH,综艺股份,综合Ⅱ,综合Ⅱ,1→2,1.0,1→2,20260709,U,6.64,6.64,5.44,3,60557065.0,140802,142708,1/1,6.62,551320240.0,8632000000.0,8632000000.0,60557065.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600909.SH,华安证券,证券Ⅱ,证券Ⅱ,1→2,1.0,1→2,20260709,U,10.1,10.1,8.26,1,157233315.0,93059,133614,1/1,6.38,3173302576.0,50744513707.8,50744515020.8,157233315.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600992.SH,贵绳股份,通用设备,通用设备,1→2,1.0,1→2,20260709,U,9.68,9.68,7.92,0,36495874.0,93016,93016,1/1,1.96,46391173.0,2372471200.0,2372471200.0,36495874.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603005.SH,晶方科技,半导体,半导体,1→2,1.0,1→2,20260709,U,45.19,45.19,36.97,5,102936403.0,135632,140205,1/1,11.33,3211000320.0,29471639394.14,29471639665.28,102936403.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603061.SH,金海通,半导体,半导体,1→2,1.0,1→2,20260709,U,487.54,487.54,398.9,1,106883394.0,141111,141217,1/1,3.93,1588941600.0,42415980000.0,42415980000.0,106883394.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603137.SH,恒尚节能,装修装饰,装修装饰,8→9,8.0,8→9,20260709,U,25.2,25.2,20.62,0,148919198.0,93033,93033,8/8,7.22,327029552.0,4609920016.8,4609920016.8,148919198.0,0.72,0.16,0.35,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603156.SH,养元饮品,饮料乳品,饮料乳品,1→2,1.0,1→2,20260709,U,48.71,48.71,39.85,2,26817777.0,141521,142718,1/1,1.46,862603856.0,61388120239.86,61388120337.28,26817777.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603222.SH,济民健康,医疗器械,医疗器械,1→2,1.0,1→2,20260709,U,10.12,10.12,8.28,10,7186212.0,133440,143528,1/1,10.56,537976528.0,5313917023.8,5313916952.96,7186212.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603329.SH,上海雅仕,物流,物流,1→2,1.0,1→2,20260709,U,10.16,10.16,8.32,0,27177796.0,92503,92503,1/1,2.61,54625443.0,2096851818.48,2540519938.0,27177796.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603666.SH,亿嘉和,自动化设,自动化设,1→2,1.0,1→2,20260709,U,28.45,28.45,23.27,0,117672045.0,94842,94842,1/1,3.31,190049838.0,5847340449.0,5847340449.0,117672045.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603688.SH,石英股份,非金属材,非金属材,1→2,1.0,1→2,20260709,U,67.17,67.17,54.95,3,91267909.0,134251,135154,1/1,5.13,1793955920.0,36384530672.13,36384530604.96,91267909.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603726.SH,朗迪集团,家电零部,家电零部,1→2,1.0,1→2,20260709,U,33.5,33.5,27.41,0,128123430.0,93554,93554,1/1,2.64,161319289.0,6184579050.0,6216236550.0,128123430.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603757.SH,大元泵业,通用设备,通用设备,1→2,1.0,1→2,20260709,U,77.12,77.12,63.1,1,109842632.0,135711,141457,2/4,8.64,1174530400.0,14386524614.08,14386524614.08,109842632.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603813.SH,原尚股份,物流,物流,1→2,1.0,1→2,20260709,U,36.42,36.42,29.8,2,28218216.0,93940,94210,1/1,0.92,34584010.0,3824646300.0,3824646300.0,28218216.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603898.SH,好莱客,家居用品,家居用品,1→2,1.0,1→2,20260709,U,13.88,13.88,11.36,0,67852380.0,102507,102507,1/1,2.63,104973544.0,4167185210.16,4167185293.44,67852380.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603928.SH,兴业股份,塑料,塑料,2→3,2.0,2→3,20260709,U,18.0,18.0,14.72,3,18854676.0,93227,103945,6/10,19.69,1171837360.0,6132672000.0,6132672000.0,18854676.0,0.92,0.015,0.35,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603933.SH,睿能科技,其他电子,其他电子,1→2,1.0,1→2,20260709,U,23.2,23.2,18.98,0,25262480.0,140039,140039,1/1,4.01,183208367.0,4815034140.0,4815034140.0,25262480.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603986.SH,兆易创新,半导体,半导体,1→2,1.0,1→2,20260709,U,663.49,663.49,542.85,2,1183149964.0,134015,134821,1/1,8.84,38185017344.0,443537713289.66,465603842104.0,1183149964.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603991.SH,领先股份,半导体,半导体,1→2,1.0,1→2,20260709,U,167.06,167.06,136.68,0,271713400.0,94617,94617,1/1,4.4,642009104.0,14957967355.88,25511684152.6,271713400.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
605319.SH,无锡振华,汽车零部件,汽车零部件,1→2,1.0,1→2,20260709,U,24.23,24.23,19.83,0,80554743.0,130149,130149,1/1,1.93,157845692.0,8435715618.31,8482867174.08,80554743.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
605358.SH,立昂微,半导体,半导体,1→2,1.0,1→2,20260709,U,63.77,63.77,52.17,2,145620580.0,140519,140722,1/1,8.23,3888881312.0,49243154016.21,49243154207.52,145620580.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688328.SH,深科达,专用设备,专用设备,1→2,1.0,1→2,20260709,U,102.02,102.02,68.02,0,86326263.0,130758,130758,1/1,12.8,1142190928.0,9636431215.9,9636431215.9,86326263.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688333.SH,铂力特,通用设备,通用设备,1→2,1.0,1→2,20260709,U,108.01,108.01,72.01,2,148103203.0,130727,131003,1/1,6.55,1797882288.0,29629538013.74,29629538229.76,148103203.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688371.SH,菲沃泰,电子化学,电子化学,1→2,1.0,1→2,20260709,U,42.01,42.01,28.01,1,41335319.0,142055,142307,1/1,4.48,582047232.0,14093193675.56,14093193507.52,41335319.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688432.SH,有研硅,半导体,半导体,1→2,1.0,1→2,20260709,U,53.77,53.77,35.85,3,46150522.0,134037,140001,2/3,6.75,4284804704.0,67228730904.66,67228730797.12,46150522.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688584.SH,上海合晶,半导体,半导体,1→2,1.0,1→2,20260709,U,40.27,40.27,26.85,1,101409001.0,101313,101452,1/1,8.26,1075829376.0,13824700262.1,26948497147.2,101409001.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688610.SH,埃科光电,通用设备,通用设备,1→2,1.0,1→2,20260709,U,231.5,231.5,154.34,1,104601191.0,132904,133425,1/1,6.28,557042000.0,9475889492.0,15742000000.0,104601191.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
688720.SH,艾森股份,半导体,半导体,1→2,1.0,1→2,20260709,U,105.6,105.6,70.4,0,42164496.0,133641,133641,1/1,14.65,1122672976.0,8256796838.4,12950570793.6,42164496.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
