rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603989.SH,艾华集团,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.736553513788681,0.0,0.0,0.0,0.0,0.736553513788681
2,603380.SH,易德龙,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6668384064910629,0.028125,0.0045,0.0,0.0045,0.6904634064910629
3,603201.SH,常润股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.6416363028061266,0.027375000000000003,0.01075,0.0,0.01075,0.6582613028061266
4,001216.SZ,华瓷股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.628086697765347,0.028125,0.0045,0.0,0.0045,0.651711697765347
5,603211.SH,晋拓股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6275693782260587,0.028125,0.0045,0.0,0.0045,0.6511943782260587
6,603956.SH,威派格,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6501154522607621,0.0,0.0,0.0,0.0,0.6501154522607621
7,600076.SH,康欣新材,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6176564637592368,0.028125,0.0045,0.0,0.0045,0.6412814637592368
8,605376.SH,博迁新材,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6358021470735457,0.0,0.0,0.0,0.0,0.6358021470735457
9,001365.SZ,天海电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6089247588640452,0.028125,0.0045,0.0,0.0045,0.6325497588640452
10,600769.SH,祥龙电业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.60593967870567,0.028125,0.0045,0.0,0.0045,0.62956467870567
