ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,_limitup_quality_score_provided,limitup_quality_is_default,limitup_quality_score_source_raw,limitup_quality_score_raw,_intraday_risk_score_provided,intraday_risk_is_default,intraday_risk_score_source_raw,intraday_risk_score_raw,_late_withdraw_score_provided,late_withdraw_is_default,late_withdraw_score_source_raw,late_withdraw_score_raw,_reseal_score_provided,reseal_is_default,reseal_score_source_raw,reseal_score_raw,reseal_score,_open_board_count_provided,open_board_count_is_default,open_board_count_source_raw,open_board_count_raw,_seal_stability_score_provided,seal_stability_score,_auction_strength_score_provided,auction_strength_is_default,auction_strength_score_source_raw,auction_strength_score_raw,auction_strength_score,_auction_real_volume_score_provided,auction_real_volume_score,_volatility_risk_score_provided,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,_intraday_feature_valid_count,_intraday_code_match,intraday_status,intraday_data_status,intraday_missing_reason,_auction_source_auction_strength_score_provided,_auction_source_auction_real_volume_score_provided,auction_available,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,auction_data_status,risk_level,risk_label,risk_tags,auction_matched_key
000560.SZ,我爱我家,房地产服务,房地产服务,3→4,3.0,3→4,20260923,U,3.86,3.86,3.16,4,73204297.0,93021,103139,3/3,13.45,1210342784.0,9042776139.34,9092233273.28,73204297.0,1.1,0.0,0.43,limit_list_d,1min,241,1,09:31:00,15:00:00,1,1.0,1.5544,1,1.0,100.0,78.6736,3.8403,0.5122,0.014596,0.0,0.0,31,0.0,80.0,0.8460209999999999,0.09265280000000004,healthy_limitup,1,000560.SZ,1,0,84.6021,0.8460209999999999,1,0,10.7,0.107,1,0,0.0,0.0,1,0,78.6736,0.7867359999999999,0.7867359999999999,1,0,1,1,1,0.8,0,0,,,0.843162393162394,0,0.5,0,0.0,0.2,0.21326400000000012,0.0,20260923,intraday_refine_v2,000560.SZ,6,1,ok,ok,,1,0,1,0.857627858974359,0.09265280000000004,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000560.SZ
000850.SZ,华茂股份,纺织制造,纺织制造,1→2,1.0,1→2,20260923,U,4.65,4.65,3.81,0,37428854.0,93136,93136,1/1,2.77,119337289.0,4386690862.35,4388042287.2,37428854.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:32:00,15:00:00,1,0.0,4.7312,0,,0.0,36.6129,4.5691,1.7702,0.045493,0.0,0.0,31,0.0,70.0,0.6748390000000001,0.1267742,neutral_limitup,1,000850.SZ,1,0,67.4839,0.6748390000000001,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,36.6129,0.36612900000000004,0.36612900000000004,1,0,0,0,1,0.7,0,0,,,0.4216312056737581,0,0.5,0,0.0,0.0,0.633871,0.0,20260923,intraday_refine_v2,000850.SZ,6,1,ok,ok,,1,0,1,0.6889221808510638,0.1267742,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000850.SZ
000910.SZ,大亚圣象,家居用品,家居用品,4→5,4.0,4→5,20260923,U,7.58,7.58,6.2,0,70774096.0,93039,93039,4/4,5.51,224213587.0,4148042247.5,4149273080.32,70774096.0,1.1,0.005,0.515,limit_list_d,1min,241,1,09:31:00,15:00:00,1,0.0,6.3325,0,,0.0,27.0053,7.4335,1.9706,0.014253,0.0,0.0,31,0.0,70.0,0.646016,0.14598940000000002,neutral_limitup,1,000910.SZ,1,0,64.6016,0.646016,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,27.0053,0.270053,0.270053,1,0,0,0,1,0.7,0,0,,,0.8070391872278659,0,0.5,0,0.0,0.0,0.729947,0.0,20260923,intraday_refine_v2,000910.SZ,6,1,ok,ok,,1,0,1,0.7188712780841798,0.14598940000000002,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000910.SZ
001234.SZ,泰慕士,服装家纺,服装家纺,3→4,3.0,3→4,20260923,U,32.18,32.18,26.33,0,342947730.0,92500,92500,3/3,3.04,89602957.0,2945805470.0,3494413328.0,342947730.0,1.1,0.0,0.43,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,32.18,-0.0,0.019034,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,001234.SZ,1,0,76.0,0.76,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.7,0,0,,,1.0,0,0.5,0,0.0,0.0,0.35,0.0,20260923,intraday_refine_v2,001234.SZ,6,1,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,001234.SZ
002119.SZ,康强电子,半导体,半导体,1→2,1.0,1→2,20260923,U,26.92,26.92,22.02,0,159401396.0,110703,110703,1/1,15.27,1478905680.0,10102645280.0,10102645280.0,159401396.0,0.78,0.035,0.16,limit_list_d,1min,241,1,11:08:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,25.7989,4.3455,0.017354,0.0,0.0,31,0.0,45.0,0.6475,0.09,neutral_limitup,1,002119.SZ,1,0,64.75,0.6475,1,0,12.0,0.12,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.45,0,0,,,0.548079280751942,0,0.5,0,0.0,0.0,0.35,0.0,20260923,intraday_refine_v2,002119.SZ,6,1,ok,ok,,1,0,1,0.7564618921127914,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002119.SZ
002238.SZ,天威视讯,电视广播,电视广播,2→3,2.0,2→3,20260923,U,7.66,7.66,6.26,0,118000354.0,92500,92500,2/2,1.43,87635096.0,6147603165.6,6147603226.88,118000354.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,7.66,0.0,0.015078,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,002238.SZ,1,0,76.0,0.76,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.7,0,0,,,1.0,0,0.5,0,0.0,0.0,0.35,0.0,20260923,intraday_refine_v2,002238.SZ,6,1,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002238.SZ
002286.SZ,保龄宝,农产品加,农产品加,1→2,1.0,1→2,20260923,U,8.75,8.75,7.16,0,48476732.0,101254,101254,1/1,10.68,335566640.0,3234783720.0,3324802040.0,48476732.0,0.78,0.035,0.16,limit_list_d,1min,241,1,10:13:00,15:00:00,1,0.0,0.5714,0,,0.0,61.5714,8.5007,2.933,0.008398,0.0,0.0,31,0.0,57.0,0.691214,0.07685720000000001,neutral_limitup,1,002286.SZ,1,0,69.1214,0.691214,1,0,10.2,0.102,1,0,0.0,0.0,1,0,61.5714,0.615714,0.615714,1,0,0,0,1,0.57,0,0,,,0.419811320754717,0,0.5,0,0.0,0.0,0.384286,0.0,20260923,intraday_refine_v2,002286.SZ,6,1,ok,ok,,1,0,1,0.7434786981132077,0.07685720000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002286.SZ
002426.SZ,胜利精密,消费电子,消费电子,1→2,1.0,1→2,20260923,U,2.96,2.96,2.42,0,89566640.0,93351,93351,1/1,7.38,687815200.0,9455118409.6,10071772723.2,89566640.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:34:00,15:00:00,1,0.0,2.7027,0,,0.0,48.7838,2.9179,1.4437,0.024941,0.0,0.0,31,0.0,70.0,0.711351,0.1024324,neutral_limitup,1,002426.SZ,1,0,71.1351,0.711351,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,48.7838,0.487838,0.487838,1,0,0,0,1,0.7,0,0,,,0.3607806691449811,0,0.5,0,0.0,0.0,0.512162,0.0,20260923,intraday_refine_v2,002426.SZ,6,1,ok,ok,,1,0,1,0.7150900003717472,0.1024324,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002426.SZ
002541.SZ,鸿路钢构,专业工程,专业工程,1→2,1.0,1→2,20260923,U,19.69,19.69,16.11,0,50874746.0,141251,141251,1/1,5.36,518832944.0,10054496047.42,13871186311.84,50874746.0,0.78,0.035,0.16,limit_list_d,1min,241,1,14:13:00,15:00:00,1,0.0,0.711,0,,0.0,60.7339,18.9649,3.8233,0.01262,0.0,0.0,31,0.0,45.0,0.634702,0.09,neutral_limitup,1,002541.SZ,1,0,63.4702,0.634702,1,0,12.0,0.12,1,0,0.0,0.0,1,0,60.7339,0.607339,0.607339,1,0,0,0,1,0.45,0,0,,,0.4567039106145268,0,0.5,0,0.0,0.0,0.39266100000000004,0.0,20260923,intraday_refine_v2,002541.SZ,6,1,ok,ok,,1,0,1,0.7303839865921791,0.07853220000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002541.SZ
002614.SZ,奥佳华,其他家电,其他家电,3→4,3.0,3→4,20260923,U,7.57,7.57,6.19,7,76508286.0,93109,102051,3/3,29.8,991041808.0,3340454104.27,4721705744.0,76508286.0,1.1,0.0,0.43,limit_list_d,1min,241,1,09:30:00,15:00:00,7,5.0,5.1519,5,6.4,80.4,2.2285,7.5366,0.4435,0.006124,0.0,0.0,31,0.0,36.08,0.41904600000000003,0.445543,high_open_board_risk,1,002614.SZ,1,0,41.9046,0.41904600000000003,1,0,49.488,0.49488,1,0,0.0,0.0,1,0,2.2285,0.022285,0.022285,1,0,5,5,1,0.3608,0,0,,,1.0,0,0.5,0,0.0,1.0,0.977715,0.0,20260923,intraday_refine_v2,002614.SZ,6,1,ok,ok,,1,0,1,0.4801708,0.445543,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002614.SZ
