ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
603488.SH,展鹏科技,运输设备,20260302,U,10.91,10.91,8.93,0.0,50362305.0,92505,92505,50362305.0,9.9798,67982.828,62312.4,3.39,3.39,,318561.57,1.29,,1,50362305.0,50362305.0,0.8977272727272727,0.9886363636363636,0.9545454545454546,0.7215909090909091,0.5056818181818182,0.5056818181818182,0.05,0.0,85.886364
600759.SH,洲际油气,石油开采,20260302,U,6.83,6.83,5.59,0.0,1735517226.0,92502,92502,1735517226.0,9.9839,352246.438,515734.17,1.4187,1.4187,,2833773.3382,0.08,,1,1735517226.0,1735517226.0,0.8806818181818182,0.8409090909090909,1.0,1.0,0.5056818181818182,0.5056818181818182,0.05,0.0,84.875
002207.SZ,准油股份,石油开采,20260302,U,12.42,12.42,10.16,0.0,153245387.0,92500,92500,153245387.0,10.0089,99558.993,80160.22,4.3997,4.3997,,325472.7795,0.18,,1,153245387.0,153245387.0,0.45454545454545453,0.9659090909090909,0.9431818181818182,0.9886363636363636,0.5056818181818182,0.5056818181818182,0.05,0.0,79.227273
002980.SZ,华盛昌,电器仪表,20260302,U,31.87,31.87,26.07,0.0,185396076.0,92500,92500,185396076.0,10.0104,64248.645,20159.6,3.1856,3.1856,,603621.4969,0.32,45225149.6,1,185396076.0,185396076.0,0.38636363636363635,1.0,0.9659090909090909,0.9318181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,78.886364
600714.SH,金瑞矿业,化工原料,20260302,U,19.76,19.76,16.16,0.0,186182612.0,92503,92503,186182612.0,10.0223,81403.355,41196.03,2.2071,2.2071,,569436.3154,0.25,,1,186182612.0,186182612.0,0.26136363636363635,0.9772727272727273,0.9886363636363636,0.9659090909090909,0.5056818181818182,0.5056818181818182,0.05,0.0,76.772727
002667.SZ,威领股份,小金属,20260302,U,23.35,23.35,19.11,0.0,93351665.0,94912,94912,93351665.0,9.9859,408699.727,180921.85,9.7046,9.7046,,608481.1525,1.09,,1,93351665.0,93351665.0,0.8409090909090909,0.8181818181818182,0.7386363636363636,0.7954545454545454,0.5056818181818182,0.5056818181818182,0.05,0.0,76.704545
002490.SZ,山东墨龙,化工机械,20260302,U,9.68,9.68,7.92,1.0,168665278.0,92500,93148,168665278.0,10.0,286076.928,295590.56,9.6565,9.6565,,772317.2512,0.57,,1,168665278.0,168665278.0,0.6079545454545454,0.9090909090909091,0.75,0.9090909090909091,0.5056818181818182,0.5056818181818182,0.05,0.0,76.011364
600871.SH,石化油服,石油开采,20260302,U,3.53,3.53,2.89,3.0,255342550.0,92502,93917,255342550.0,9.9688,838502.891,2380114.37,8.4428,8.4428,,6691837.179,0.62,,1,255342550.0,255342550.0,0.9545454545454546,0.5795454545454546,0.8068181818181818,0.8920454545454546,0.5056818181818182,0.5056818181818182,0.05,0.0,74.681818
000637.SZ,茂化实华,石油加工,20260302,U,5.42,5.42,4.44,0.0,70763059.0,103500,103500,70763059.0,9.9391,221586.12,422556.62,14.6758,14.6758,,281772.443,3.18,,1,70763059.0,70763059.0,0.9772727272727273,0.9318181818181818,0.5795454545454546,0.25,0.5056818181818182,0.5056818181818182,0.05,0.0,74.568182
600722.SH,金牛化工,化工原料,20260302,U,10.32,10.32,8.44,0.0,290624822.0,92502,92502,290624822.0,10.0213,210935.434,204394.8,6.8347,6.8347,,702089.9056,0.24,,1,290624822.0,290624822.0,0.2727272727272727,0.9431818181818182,0.875,0.9772727272727273,0.5056818181818182,0.5056818181818182,0.05,0.0,73.909091
002828.SZ,贝肯能源,石油开采,20260302,U,14.88,14.88,12.18,1.0,58244337.0,93000,93818,58244337.0,9.9778,406168.43,274293.8,16.6111,16.6111,,299069.5488,1.05,,1,58244337.0,58244337.0,0.9090909090909091,0.8295454545454546,0.5,0.8181818181818182,0.5056818181818182,0.5056818181818182,0.05,0.0,73.636364
600367.SH,红星发展,化工原料,20260302,U,23.55,23.55,19.27,2.0,120258075.0,92503,93803,120258075.0,9.9953,601130.131,255518.39,11.7802,11.7802,,803363.2742,0.95,,1,120258075.0,120258075.0,0.7386363636363636,0.7159090909090909,0.6818181818181818,0.8295454545454546,0.5056818181818182,0.5056818181818182,0.05,0.0,71.340909
001400.SZ,江顺科技,专用机械,20260302,U,133.45,133.45,109.19,0.0,25602916.0,100445,100445,25602916.0,9.9984,306483.397,23809.23,15.8728,15.8728,,800700.0,1.13,21107394.93,1,25602916.0,25602916.0,0.6818181818181818,0.875,0.5454545454545454,0.7613636363636364,0.5056818181818182,0.5056818181818182,0.05,0.0,71.181818
600236.SH,桂冠电力,水力发电,20260302,U,9.78,9.78,8.0,1.0,53397900.0,102851,130809,53397900.0,10.0112,245279.157,256877.21,2.4842,2.4842,,7708965.4904,3.29,,1,53397900.0,53397900.0,0.36363636363636365,0.9204545454545454,0.9772727272727273,0.22727272727272727,0.5056818181818182,0.5056818181818182,0.05,0.0,71.0
002545.SZ,东方铁塔,农药化肥,20260302,U,29.96,29.96,24.52,0.0,59773196.0,135306,135306,59773196.0,9.9853,933516.559,324756.77,6.3734,6.3734,,3727210.0007,1.87,,1,59773196.0,59773196.0,0.8636363636363636,0.5454545454545454,0.8863636363636364,0.5113636363636364,0.5056818181818182,0.5056818181818182,0.05,0.0,70.704545
002109.SZ,兴化股份,化工原料,20260302,U,4.84,4.84,3.96,1.0,29581112.0,92500,93742,29581112.0,10.0,301600.159,624583.89,11.4426,11.4426,,617714.6079,2.41,,1,29581112.0,29581112.0,0.6079545454545454,0.8977272727272727,0.6931818181818182,0.36363636363636365,0.5056818181818182,0.5056818181818182,0.05,0.0,70.215909
600301.SH,华锡有色,小金属,20260302,U,71.24,71.24,58.28,5.0,61544236.0,93426,94620,61544236.0,10.0062,703573.229,99731.7,4.9844,4.9844,,4506410.7204,0.83,,1,61544236.0,61544236.0,0.48863636363636365,0.6590909090909091,0.9090909090909091,0.8522727272727273,0.5056818181818182,0.5056818181818182,0.05,0.0,70.090909
600108.SH,亚盛集团,种植业,20260302,U,4.37,4.37,3.57,0.0,207905564.0,92502,92502,207905564.0,10.0756,307450.721,703548.56,5.0248,5.0248,,850801.9079,0.82,36562537.81,1,207905564.0,207905564.0,0.1590909090909091,0.8636363636363636,0.8977272727272727,0.8693181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,69.386364
000554.SZ,泰山石油,石油贸易,20260302,U,9.86,9.86,8.06,1.0,178635375.0,92500,93430,178635375.0,10.0446,301818.437,307565.86,8.481,8.481,,474062.2115,0.62,,1,178635375.0,178635375.0,0.19318181818181818,0.8863636363636364,0.7954545454545454,0.8920454545454546,0.5056818181818182,0.5056818181818182,0.05,0.0,68.727273
000035.SZ,中国天楹,环境保护,20260302,U,7.71,7.71,6.31,1.0,126965581.0,92500,144845,126965581.0,9.9857,963436.194,1253230.96,8.9945,8.9945,,1841173.2649,2.01,-27033833.0,1,126965581.0,126965581.0,0.8522727272727273,0.5113636363636364,0.7727272727272727,0.4772727272727273,0.5056818181818182,0.5056818181818182,0.05,0.0,67.068182
002380.SZ,科远智慧,软件服务,20260302,U,35.74,35.74,29.24,0.0,68198853.0,100300,100300,68198853.0,10.0031,416511.189,120112.16,10.8094,10.8094,,857730.1535,2.32,,1,68198853.0,68198853.0,0.5113636363636364,0.8068181818181818,0.7045454545454546,0.38636363636363635,0.5056818181818182,0.5056818181818182,0.05,0.0,66.522727
301302.SZ,华如科技,软件服务,20260302,U,29.72,29.72,19.82,0.0,313885016.0,92500,92500,313885016.0,19.9839,203468.856,68461.93,8.127,8.127,,463230.78,2.08,,1,313885016.0,313885016.0,0.10227272727272728,0.9545454545454546,0.8181818181818182,0.4431818181818182,0.5056818181818182,0.5056818181818182,0.05,0.0,65.727273
603861.SH,白云电器,电气设备,20260302,U,20.49,20.49,16.77,0.0,102602527.0,132333,132333,102602527.0,9.9839,791624.418,406884.16,16.9132,16.9132,,1107541.7798,1.48,200167482.16,1,102602527.0,102602527.0,0.8806818181818182,0.6022727272727273,0.48863636363636365,0.6363636363636364,0.5056818181818182,0.5056818181818182,0.05,0.0,65.534091
603115.SH,海星股份,铝,20260302,U,30.91,30.91,25.29,0.0,71442283.0,130025,130025,71442283.0,10.0,437802.586,145226.94,17.0473,17.0473,,747683.2264,1.36,,1,71442283.0,71442283.0,0.6079545454545454,0.7954545454545454,0.45454545454545453,0.6818181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,65.329545
603727.SH,博迈科,石油开采,20260302,U,19.81,19.81,16.21,0.0,41910689.0,110256,110256,41910689.0,9.9944,492595.508,256185.09,16.9752,16.9752,,558085.8877,2.78,,1,41910689.0,41910689.0,0.7727272727272727,0.7727272727272727,0.4772727272727273,0.29545454545454547,0.5056818181818182,0.5056818181818182,0.05,0.0,65.068182
002356.SZ,赫美集团,其他商业,20260302,U,4.64,4.64,3.8,0.0,52169840.0,100142,100142,52169840.0,9.9526,764973.928,1697878.55,16.3049,16.3049,,608422.0977,3.52,76685016.55,1,52169840.0,52169840.0,0.9659090909090909,0.625,0.5340909090909091,0.18181818181818182,0.5056818181818182,0.5056818181818182,0.05,0.0,64.931818
000912.SZ,泸天化,农药化肥,20260302,U,5.35,5.35,4.37,0.0,81977381.0,94818,94818,81977381.0,10.0823,335189.187,641403.25,8.1069,8.1069,,838880.0,2.28,,1,81977381.0,81977381.0,0.14772727272727273,0.8522727272727273,0.8295454545454546,0.4034090909090909,0.5056818181818182,0.5056818181818182,0.05,0.0,63.795455
000510.SZ,新金路,化工原料,20260302,U,22.45,22.45,18.37,7.0,91492909.0,94009,102648,91492909.0,9.9951,1447612.285,653265.32,12.0053,12.0053,,1455980.3573,1.08,44621437.41,1,91492909.0,91492909.0,0.75,0.38636363636363635,0.6704545454545454,0.8068181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,62.568182
603619.SH,中曼石油,石油开采,20260302,U,39.99,39.99,32.72,2.0,214318407.0,92502,94747,214318407.0,10.0138,1037814.503,260000.34,6.9438,6.9438,,1848891.5055,0.82,,1,214318407.0,214318407.0,0.3409090909090909,0.48863636363636365,0.8636363636363636,0.8693181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,62.227273
605117.SH,德业股份,电气设备,20260302,U,114.95,114.95,94.05,4.0,1496534.0,143019,145628,1496534.0,10.0,1791963.772,159930.9,4.4326,4.4326,,10447568.0018,1.54,,1,1496534.0,1496534.0,0.6079545454545454,0.32954545454545453,0.9318181818181818,0.6022727272727273,0.5056818181818182,0.5056818181818182,0.05,0.0,62.125
000070.SZ,特发信息,通信设备,20260302,U,19.66,19.66,16.08,1.0,162687541.0,93206,93424,162687541.0,10.0168,948367.182,490239.58,8.8642,8.8642,,1770077.7982,0.31,,1,162687541.0,162687541.0,0.3181818181818182,0.5227272727272727,0.7840909090909091,0.9431818181818182,0.5056818181818182,0.5056818181818182,0.05,0.0,61.704545
002843.SZ,泰嘉股份,钢加工,20260302,U,27.8,27.8,22.74,0.0,184258650.0,93027,93027,184258650.0,10.0119,650418.158,238849.51,16.5978,16.5978,,699830.4224,0.87,,1,184258650.0,184258650.0,0.3522727272727273,0.6931818181818182,0.5113636363636364,0.8409090909090909,0.5056818181818182,0.5056818181818182,0.05,0.0,60.477273
600498.SH,烽火通信,通信设备,20260302,U,56.71,56.71,46.4,0.0,503788388.0,93229,93229,503788388.0,10.0097,1983503.467,354540.84,4.5599,4.5599,,7702167.7904,0.29,,1,503788388.0,503788388.0,0.4034090909090909,0.3068181818181818,0.9204545454545454,0.9545454545454546,0.5056818181818182,0.5056818181818182,0.05,0.0,60.443182
600227.SH,赤天化,农药化肥,20260302,U,3.17,3.17,2.59,0.0,72355367.0,94724,94724,72355367.0,10.0694,470888.031,1503694.37,14.2476,14.2476,,535326.6761,1.26,68345031.35,1,72355367.0,72355367.0,0.17045454545454544,0.7840909090909091,0.5909090909090909,0.7386363636363636,0.5056818181818182,0.5056818181818182,0.05,0.0,60.340909
603897.SH,长城科技,电气设备,20260302,U,33.7,33.7,27.58,5.0,39715450.0,94051,102115,39715450.0,9.9869,622999.676,188816.66,21.9574,21.9574,,695688.245,3.2,127981452.4,1,39715450.0,39715450.0,0.8181818181818182,0.7045454545454546,0.26136363636363635,0.23863636363636365,0.5056818181818182,0.5056818181818182,0.05,0.0,59.340909
000968.SZ,蓝焰控股,石油开采,20260302,U,9.46,9.46,7.74,0.0,67641327.0,102439,102439,67641327.0,10.0,719207.491,772275.99,18.4751,18.4751,,915257.5164,2.03,,1,67641327.0,67641327.0,0.6079545454545454,0.6477272727272727,0.4090909090909091,0.4659090909090909,0.5056818181818182,0.5056818181818182,0.05,0.0,58.852273
600583.SH,海油工程,石油开采,20260302,U,7.93,7.93,6.49,2.0,158341331.0,110229,110644,158341331.0,9.9861,2032613.657,2647200.56,13.4208,13.4208,,3506134.3564,1.84,,1,158341331.0,158341331.0,0.8295454545454546,0.2840909090909091,0.6590909090909091,0.5227272727272727,0.5056818181818182,0.5056818181818182,0.05,0.0,58.840909
002554.SZ,惠博普,石油开采,20260302,U,4.66,4.66,3.82,0.0,147847992.0,105645,105645,147847992.0,9.9057,931172.838,2064218.63,24.3321,24.3321,,621513.5536,2.47,,1,147847992.0,147847992.0,0.9943181818181818,0.5568181818181818,0.20454545454545456,0.3409090909090909,0.5056818181818182,0.5056818181818182,0.05,0.0,58.352273
600339.SH,中油工程,石油开采,20260302,U,4.66,4.66,3.82,2.0,149762879.0,92502,104432,149762879.0,9.9057,1406249.719,3059536.14,19.7112,19.7112,,2601746.7215,2.09,,1,149762879.0,149762879.0,0.9943181818181818,0.42045454545454547,0.32954545454545453,0.4318181818181818,0.5056818181818182,0.5056818181818182,0.05,0.0,58.034091
600452.SH,涪陵电力,水力发电,20260302,U,14.61,14.61,11.95,4.0,38465909.0,93034,94310,38465909.0,10.0151,1215086.109,837761.05,9.3438,9.3438,,2244887.3565,1.31,67093487.53,1,38465909.0,38465909.0,0.32954545454545453,0.4431818181818182,0.7613636363636364,0.7045454545454546,0.5056818181818182,0.5056818181818182,0.05,0.0,57.477273
603318.SH,水发燃气,供气供热,20260302,U,8.82,8.82,7.22,1.0,62985384.0,93209,111215,62985384.0,9.9751,688337.109,801434.17,30.5199,30.5199,,404900.555,4.22,-48977889.68,1,62985384.0,62985384.0,0.9431818181818182,0.6704545454545454,0.13636363636363635,0.07954545454545454,0.5056818181818182,0.5056818181818182,0.05,0.0,56.931818
