ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000509.SZ,华塑控股,元器件,元器件,20260527,U,5.21,5.21,4.27,2,98864386.0,93309,140018,98864386.0
000539.SZ,粤电力Ａ,火力发电,火力发电,20260527,U,7.34,7.34,6.0,0,106222278.0,130515,130515,106222278.0
000601.SZ,韶能股份,水力发电,水力发电,20260527,U,8.04,8.04,6.58,1,61722468.0,100309,132345,61722468.0
000608.SZ,阳光股份,区域地产,区域地产,20260527,U,4.18,4.18,3.42,0,26673357.0,94145,94145,26673357.0
000759.SZ,中百集团,超市连锁,超市连锁,20260527,U,6.07,6.07,4.97,1,18424956.0,112545,134630,18424956.0
000892.SZ,欢瑞世纪,影视音像,影视音像,20260527,U,4.5,4.5,3.68,0,80190900.0,94939,94939,80190900.0
001257.SZ,盛龙股份,小金属,小金属,20260527,U,28.41,28.41,23.25,1,92685579.0,93839,112836,92685579.0
001299.SZ,美能能源,供气供热,供气供热,20260527,U,13.07,13.07,10.69,0,46124552.0,102121,102121,46124552.0
001360.SZ,南矿集团,工程机械,工程机械,20260527,U,23.22,23.22,19.0,0,108807991.0,101509,101509,108807991.0
002012.SZ,凯恩股份,造纸,造纸,20260527,U,9.65,9.65,7.89,1,20825665.0,130712,130742,20825665.0
002072.SZ,凯瑞德,商贸代理,商贸代理,20260527,U,8.53,8.53,6.98,0,20542799.0,93521,93521,20542799.0
002129.SZ,TCL中环,电气设备,电气设备,20260527,U,9.93,9.93,8.13,4,130335251.0,93333,112930,130335251.0
002251.SZ,步步高,超市连锁,超市连锁,20260527,U,4.57,4.57,3.74,0,93316278.0,111842,111842,93316278.0
002484.SZ,江海股份,元器件,元器件,20260527,U,67.6,67.6,55.31,0,605613595.0,92500,92500,605613595.0
002579.SZ,中京电子,元器件,元器件,20260527,U,16.54,16.54,13.54,4,159986838.0,92500,133948,159986838.0
002706.SZ,良信股份,电气设备,电气设备,20260527,U,14.82,14.82,12.12,1,71029296.0,95945,110945,71029296.0
002771.SZ,真视通,软件服务,软件服务,20260527,U,16.49,16.49,13.49,1,35862452.0,93354,131921,35862452.0
002881.SZ,美格智能,元器件,元器件,20260527,U,49.79,49.79,40.73,2,38646998.0,103630,141848,38646998.0
002927.SZ,泰永长征,电气设备,电气设备,20260527,U,23.6,23.6,19.31,1,22117920.0,93345,93806,22117920.0
002971.SZ,和远气体,化工原料,化工原料,20260527,U,35.09,35.09,28.71,0,63856782.0,103257,103257,63856782.0
300291.SZ,百纳千成,影视音像,影视音像,20260527,U,6.71,6.71,4.47,1,44616648.0,94927,100912,44616648.0
600162.SH,香江控股,全国地产,全国地产,20260527,U,2.31,2.31,1.89,1,65597451.0,93041,94808,65597451.0
600353.SH,旭光电子,元器件,元器件,20260527,U,24.76,24.76,20.26,4,101951355.0,110814,134132,101951355.0
600396.SH,华电辽能,火力发电,火力发电,20260527,U,18.57,18.57,15.19,0,224648253.0,130256,130256,224648253.0
600726.SH,华电能源,火力发电,火力发电,20260527,U,8.37,8.37,6.85,0,191259522.0,93554,93554,191259522.0
600744.SH,华银电力,火力发电,火力发电,20260527,U,8.6,8.6,7.04,1,112904635.0,94358,95158,112904635.0
600758.SH,辽宁能源,煤炭开采,煤炭开采,20260527,U,4.64,4.64,3.8,0,55378270.0,102333,102333,55378270.0
600779.SH,水井坊,白酒,白酒,20260527,U,33.94,33.94,27.77,2,40997076.0,131103,133306,40997076.0
600863.SH,华能蒙电,火力发电,火力发电,20260527,U,6.71,6.71,5.49,0,116629106.0,130227,130227,116629106.0
601126.SH,XD四方股,电气设备,电气设备,20260527,U,82.81,82.81,67.75,17,31815602.0,100643,135555,31815602.0
603011.SH,合锻智能,专用机械,专用机械,20260527,U,20.59,20.59,16.85,1,87663963.0,93652,93928,87663963.0
603032.SH,德新科技,专用机械,专用机械,20260527,U,25.17,25.17,20.59,5,17590633.0,131321,135309,17590633.0
603115.SH,海星股份,铝,铝,20260527,U,113.08,113.08,92.52,13,21564356.0,94158,140552,21564356.0
603335.SH,迪生力,汽车配件,汽车配件,20260527,U,7.32,7.32,5.99,0,56227862.0,131939,131939,56227862.0
603533.SH,掌阅科技,互联网,互联网,20260527,U,25.85,25.85,21.15,3,47098441.0,92503,130142,47098441.0
603538.SH,美诺华,化学制药,化学制药,20260527,U,46.46,46.46,38.02,0,100381476.0,130128,130128,100381476.0
603578.SH,三星新材,家用电器,家用电器,20260527,U,16.94,16.94,13.86,0,21108290.0,132216,132216,21108290.0
603633.SH,徕木股份,汽车配件,汽车配件,20260527,U,8.79,8.79,7.19,1,19008076.0,102026,132247,19008076.0
603663.SH,三祥新材,小金属,小金属,20260527,U,64.13,64.13,52.47,0,86427167.0,101629,101629,86427167.0
603895.SH,天永智能,专用机械,专用机械,20260527,U,40.18,40.18,32.88,0,29306488.0,94527,94527,29306488.0
603968.SH,醋化股份,化工原料,化工原料,20260527,U,12.85,12.85,10.51,1,40740925.0,93043,140949,40740925.0
603989.SH,艾华集团,元器件,元器件,20260527,U,34.93,34.93,28.58,15,28391278.0,130429,142602,28391278.0
605055.SH,迎丰股份,纺织,纺织,20260527,U,14.82,14.82,12.12,4,25780872.0,95319,101313,25780872.0
605066.SH,天正电气,电气设备,电气设备,20260527,U,8.01,8.01,6.55,1,23696784.0,101109,102309,23696784.0
605167.SH,利柏特,建筑工程,建筑工程,20260527,U,17.47,17.47,14.29,1,18726093.0,93626,143044,18726093.0
605289.SH,罗曼股份,建筑工程,建筑工程,20260527,U,119.15,119.15,97.49,0,68840104.0,110911,110911,68840104.0
605300.SH,佳禾食品,乳制品,乳制品,20260527,U,10.9,10.9,8.92,2,13683969.0,130856,131132,13683969.0
