rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,600237.SH,铜峰电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6316079510682995,0.028125,0.0045,0.0,0.0045,0.6552329510682995
2,603459.SH,红板科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6275606466734855,0.028125,0.0045,0.0,0.0045,0.6511856466734856
3,603010.SH,万盛股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6454110050008701,0.028125,0.0045,0.0,0.0045,0.6690360050008701
4,688669.SH,聚石化学,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6248899105434955,0.0,0.0,0.0,0.0,0.6248899105434955
5,000823.SZ,超声电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6205793297034642,0.028125,0.0045,0.0,0.0045,0.6442043297034642
6,603065.SH,宿迁联盛,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6256713150694403,0.028125,0.0045,0.0,0.0045,0.6492963150694403
7,605589.SH,圣泉集团,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6325817213502164,0.0,0.0,0.0,0.0,0.6325817213502164
8,603956.SH,威派格,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6438633066896011,0.028125,0.0045,0.0,0.0045,0.6674883066896011
9,600228.SH,返利科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6332783267689083,0.028125,0.0045,0.0,0.0045,0.6569033267689083
10,600667.SH,太极实业,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6304047948776458,0.028125,0.0045,0.0,0.0045,0.6540297948776458
11,605366.SH,宏柏新材,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6236010048649546,0.028125,0.0045,0.0,0.0045,0.6472260048649546
12,300650.SZ,太龙股份,1.0,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.5883130769923453,0.027375000000000003,0.01075,0.0,0.01075,0.6049380769923453
13,002387.SZ,维信诺,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6153440894192416,0.028125,0.0045,0.0,0.0045,0.6389690894192416
14,603989.SH,艾华集团,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6302823525873524,0.028125,0.0045,0.0,0.0045,0.6539073525873524
15,002484.SZ,江海股份,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6080227626694823,0.028125,0.0045,0.0,0.0045,0.6316477626694823
16,603678.SH,火炬电子,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6142708944961127,0.028125,0.0045,0.0,0.0045,0.6378958944961127
17,688093.SH,世华科技,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.6148384069437819,0.0,0.0,0.0,0.0,0.6148384069437819
18,920249.BJ,利尔达,0.0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,中,分时缺失|低置信,0.5942652054060592,0.0,0.0,0.0,0.0,0.5942652054060592
19,600152.SH,维科技术,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5887148739500012,0.028125,0.0045,0.0,0.0045,0.6123398739500012
20,000818.SZ,航锦科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6001069565355821,0.028125,0.0045,0.0,0.0045,0.6237319565355821
21,002674.SZ,兴业科技,1.0,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5978567441643734,0.028125,0.0045,0.0,0.0045,0.6214817441643734
