ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
002350.SZ,北京科锐,电网设备,电网设备,1→2,1.0,1→2,20260708,U,15.07,15.07,12.33,0,50420286.0,102015,102015,1/1,4.23,329238656.0,7995389569.97,8172933354.08,50420286.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,10:21:00,15:00:00,1,0.0,0.929,0,,0.0,59.426,14.6563,2.8225,0.016734,0.0,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,002350.SZ,0,68.4778,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002350.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002396.SZ,星网锐捷,通信设备,通信设备,1→2,1.0,1→2,20260708,U,29.1,29.1,23.81,0,284789128.0,93457,93457,5/7,7.3,1563518112.0,22040779584.6,22132132108.8,284789128.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,09:35:00,15:00:00,1,0.0,2.7148,0,,0.0,48.7113,28.2888,2.8675,0.02552,0.0,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,002396.SZ,0,71.1134,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002396.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002467.SZ,二六三,通信服务,通信服务,1→2,1.0,1→2,20260708,U,4.69,4.69,3.83,1,91072765.0,102412,102545,1/1,6.38,397714768.0,6410332826.45,6450494079.68,91072765.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,10:25:00,15:00:00,1,0.0,2.3454,0,,0.0,50.9275,4.5627,2.7907,0.023565,0.0,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,002467.SZ,0,65.9283,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002467.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002490.SZ,山东墨龙,专用设备,专用设备,1→2,1.0,1→2,20260708,U,6.97,6.97,5.71,0,41433158.0,95215,95215,1/1,9.55,353144400.0,3775802340.0,5561003348.0,41433158.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,09:53:00,15:00:00,1,0.0,0.8608,0,,0.0,59.835,6.8279,2.0811,0.01923,0.0,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,002490.SZ,0,74.4505,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002490.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002546.SZ,新联电子,电网设备,电网设备,1→2,1.0,1→2,20260708,U,7.34,7.34,6.0,3,54564092.0,93048,93621,1/1,3.63,213229442.0,5881043584.64,6121920423.36,54564092.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,09:30:00,15:00:00,1,0.0,2.0436,0,,0.0,52.7384,7.3304,0.1315,0.018423,0.0,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,002546.SZ,0,72.3215,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002546.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002642.SZ,荣联科技,IT服务Ⅱ,IT服务Ⅱ,1→2,1.0,1→2,20260708,U,6.7,6.7,5.48,0,29123821.0,110203,110203,1/1,4.59,196415995.0,4432588097.1,4432588144.0,29123821.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,11:03:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,6.4674,3.5963,0.047224,0.0,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,002642.SZ,0,64.75,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002642.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002674.SZ,兴业科技,纺织制造,纺织制造,1→2,1.0,1→2,20260708,U,29.15,29.15,23.85,1,69814250.0,104606,104645,8/14,9.15,742043936.0,8528230455.8,8615310017.6,69814250.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,10:47:00,15:00:00,1,0.0,0.2744,0,,0.0,63.3533,27.7316,5.1148,0.010038,0.0,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,002674.SZ,0,69.656,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002674.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002677.SZ,浙江美大,厨卫电器,厨卫电器,1→2,1.0,1→2,20260708,U,6.57,6.57,5.37,1,35868501.0,130951,133927,2/4,3.85,132586935.0,3623419714.5,4244559327.36,35868501.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,13:10:00,15:00:00,1,0.0,0.761,0,,0.0,60.4338,6.2486,5.1436,0.009565,0.0,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,002677.SZ,0,63.3801,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002677.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002757.SZ,南兴股份,专用设备,专用设备,1→2,1.0,1→2,20260708,U,18.41,18.41,15.07,0,81904249.0,102754,102754,1/1,5.5,272743136.0,5192599798.61,5439343487.2,81904249.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,10:28:00,15:00:00,1,0.0,1.9555,0,,0.0,53.2672,17.5695,4.7841,0.022604,0.0,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,002757.SZ,0,66.6302,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002757.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002841.SZ,视源股份,消费电子,消费电子,2→3,2.0,2→3,20260708,U,47.39,47.39,38.77,2,34686162.0,93424,135524,2/2,5.53,1348194672.0,24706560685.94,33134450320.16,34686162.0,0.92,0.015,0.35,limit_list_d,20260708,1min,241,1,09:35:00,15:00:00,1,0.0,0.4009,0,,0.0,62.5944,46.7619,1.3432,0.022827,0.0,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,002841.SZ,0,75.2783,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002841.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002910.SZ,庄园牧场,饮料乳品,饮料乳品,1→2,1.0,1→2,20260708,U,12.87,12.87,10.53,0,234620100.0,110436,110436,2/3,18.22,387151648.0,2201567296.5,2516591395.89,234620100.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,11:05:00,15:00:00,1,0.0,0.777,0,,0.0,60.338,12.4209,3.6158,0.004655,0.0,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,002910.SZ,0,63.3514,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002910.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002951.SZ,金时科技,其他电源,其他电源,2→3,2.0,2→3,20260708,U,16.32,16.32,13.36,0,43801248.0,134903,134903,2/2,6.68,407389280.0,6546350616.0,6609600000.0,43801248.0,0.92,0.015,0.35,limit_list_d,20260708,1min,241,1,13:50:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,15.2135,7.2734,0.018638,0.0,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,002951.SZ,0,64.75,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,002951.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300017.SZ,网宿科技,IT服务Ⅱ,IT服务Ⅱ,1→2,1.0,1→2,20260708,U,14.66,14.66,9.78,1,274251715.0,100618,100845,1/1,12.18,4050609648.0,34325497631.14,36586738933.44,274251715.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,10:07:00,15:00:00,1,1.0,0.8186,1,1.0,100.0,83.0887,14.1978,3.2554,0.017031,0.0,0.0,31,0.0,67.0,1.0,1.0,healthy_limitup,1.0,300017.SZ,0,80.0766,0,12.65,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260708,intraday_refine_v2,300017.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300369.SZ,绿盟科技,软件开发,软件开发,1→2,1.0,1→2,20260708,U,6.48,6.48,4.32,2,41913041.0,131212,133339,1/1,11.02,539650864.0,5233914519.84,5252829834.24,41913041.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,13:13:00,15:00:00,1,1.0,0.7716,1,1.0,100.0,83.3704,6.0645,6.8513,0.015928,0.0,0.0,31,0.0,55.0,1.0,1.0,neutral_limitup,1.0,300369.SZ,0,74.7611,0,14.45,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260708,intraday_refine_v2,300369.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300454.SZ,深信服,软件开发,软件开发,1→2,1.0,1→2,20260708,U,106.56,106.56,71.04,1,176987422.0,112042,131518,1/1,9.11,2653158560.0,30689593073.28,45986933007.36,176987422.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,11:21:00,15:00:00,2,1.0,1.8769,1,13.0,58.0,62.0387,101.1642,5.3337,0.019187,0.0,0.0,31,0.0,46.6,1.0,1.0,neutral_limitup,1.0,300454.SZ,0,64.5816,0,26.21,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260708,intraday_refine_v2,300454.SZ,ok,ok,,1.0,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301202.SZ,朗威股份,通信设备,通信设备,1→2,1.0,1→2,20260708,U,39.19,39.19,26.13,0,98147514.0,93824,93824,1/1,5.6,169938662.0,3120209825.0,5345516000.0,98147514.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,09:39:00,15:00:00,1,0.0,2.3731,0,,0.0,50.7617,38.1292,2.782,0.02845,0.0,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,301202.SZ,0,71.7285,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,301202.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301251.SZ,威尔高,元件,元件,2→3,2.0,2→3,20260708,U,60.92,60.92,40.62,9,2435581.0,93033,150000,2/2,29.61,1354131072.0,4604926229.76,11487324119.12,2435581.0,0.92,0.015,0.35,limit_list_d,20260708,1min,241,1,09:31:00,15:00:00,3,3.0,3.3979,3,5.0,86.0,38.7126,60.5056,0.6849,0.560297,0.0,0.0,16,1.0,32.2,1.0,1.0,late_withdraw_risk,1.0,301251.SZ,0,26.1038,0,61.77,0,100.0,1,,0.5,0,3.0,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260708,intraday_refine_v2,301251.SZ,ok,ok,,1.0,ok,0.535,0.5499999999999999,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301321.SZ,翰博高新,光学光电,光学光电,1→2,1.0,1→2,20260708,U,49.81,49.81,33.21,0,108027180.0,131251,131251,1/1,9.59,631378480.0,7352746185.84,9286327350.0,108027180.0,0.78,0.035,0.16,limit_list_d,20260708,1min,241,1,13:08:00,15:00:00,2,0.0,2.2285,0,,0.0,51.6292,44.5846,11.7202,0.010695,0.0,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,301321.SZ,0,60.7388,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,301321.SZ,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600094.SH,大名城,房地产开发,房地产开发,2→3,2.0,2→3,20260708,U,4.22,4.22,3.46,0,71404033.0,93055,93055,2/2,0.83,74426775.0,8972690389.0,9811289202.56,71404033.0,0.92,0.015,0.35,limit_list_d,20260708,1min,241,1,09:31:00,15:00:00,1,0.0,3.7915,0,,0.0,42.2512,4.193,0.6432,0.028343,0.0,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,600094.SH,0,69.1754,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260708,intraday_refine_v2,600094.SH,ok,ok,,1.0,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600129.SH,太极集团,中药Ⅱ,中药Ⅱ,1→2,1.0,1→2,20260708,U,14.96,14.96,12.24,3,77642549.0,93816,94258,1/1,4.09,332982960.0,8249216047.6,8249216152.32,77642549.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600288.SH,大恒科技,软件开发,软件开发,3→4,3.0,3→4,20260708,U,17.11,17.11,14.0,2,59318419.0,111620,130805,3/3,27.93,1953207104.0,7473648000.0,7473648000.0,59318419.0,1.1,0.0,0.43,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600350.SH,山东高速,铁路公路,铁路公路,1→2,1.0,1→2,20260708,U,13.49,13.49,11.03,2,9565516.0,144950,150000,1/1,0.25,152092181.0,65218360429.25,65218359444.48,9565516.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600488.SH,津药药业,化学制药,化学制药,,,,20260708,U,5.49,5.49,4.49,6,,95257,,0/0,16.96,994624816.0,5994457873.2,5994457917.12,,,,,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600602.SH,云赛智联,软件开发,软件开发,1→2,1.0,1→2,20260708,U,16.38,16.38,13.4,1,63724752.0,103155,105710,1/1,3.71,633851664.0,17597082976.2,22402491209.28,63724752.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
