trade_date,verify_date,rank,ts_code,name,Probability,_prob_src,StrengthScore,ThemeBoost,prob_lr,prob_lgbm,prob_rule,final_score_v2,final_score_base,raw_final_score,final_score,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags,intraday_data_status,auction_data_status,seal_amount,open_times,turnover_rate,close,board,run_id,run_attempt,commit_sha,generated_at_utc
20260626,20260629,1,603928.SH,兴业股份,0.7338717610398143,fallback_rule,79.953334,0.415,,,0.7338717610398143,0.729164977650947,0.705539977650947,0.705539977650947,0.705539977650947,79.953334,1,ok,,20260626,intraday_refine_v2,603928.SH,0.825,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.028125,0.0045,0.0,0.0045,0.0045,低,分时高风险,分时高风险,ok,ok,30711132.0,0.0,3.5311,12.23,化工原料,28241413804,1,ffd0c44914cbaed05857d6971221c9ecb407b62a,2026-06-26T13:33:49Z
20260626,20260629,2,603956.SH,威派格,0.6940970960509267,fallback_rule,78.606666,0.2729465641132242,,,0.6940970960509267,0.6877021887828199,0.6640771887828198,0.6640771887828198,0.6640771887828198,78.606666,1,ok,,20260626,intraday_refine_v2,603956.SH,0.825,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.028125,0.0045,0.0,0.0045,0.0045,低,分时高风险,分时高风险,ok,ok,48799432.0,0.0,1.4188,5.83,专用机械,28241413804,1,ffd0c44914cbaed05857d6971221c9ecb407b62a,2026-06-26T13:33:49Z
20260626,20260629,3,603155.SH,新亚强,0.6895858946604034,fallback_rule,65.126666,0.41819999999999996,,,0.6895858946604034,0.6687576890315132,0.6451326890315132,0.6451326890315132,0.6451326890315132,65.126666,1,ok,,20260626,intraday_refine_v2,603155.SH,0.825,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.028125,0.0045,0.0,0.0045,0.0045,低,分时高风险,分时高风险,ok,ok,72171740.0,0.0,6.6346,25.34,化工原料,28241413804,1,ffd0c44914cbaed05857d6971221c9ecb407b62a,2026-06-26T13:33:49Z
