ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000062.SZ,深圳华强,元器件,元器件,20260427,U,37.77,37.77,30.91,11,113563436.0,93748,111030,113563436.0
000565.SZ,渝三峡Ａ,染料涂料,染料涂料,20260427,U,8.02,8.02,6.56,0,103018504.0,101554,101554,103018504.0
000593.SZ,德龙汇能,供气供热,供气供热,20260427,U,23.13,23.13,18.93,0,53929121.0,93557,93557,53929121.0
000925.SZ,众合科技,运输设备,运输设备,20260427,U,10.12,10.12,8.28,0,382488203.0,92500,92500,382488203.0
000952.SZ,广济药业,化学制药,化学制药,20260427,U,7.35,7.35,6.01,0,94466808.0,135109,135109,94466808.0
001211.SZ,双枪科技,家居用品,家居用品,20260427,U,38.01,38.01,31.1,2,21201978.0,103736,110957,21201978.0
001332.SZ,锡装股份,专用机械,专用机械,20260427,U,62.83,62.83,51.41,2,65167276.0,93000,93145,65167276.0
002029.SZ,七 匹 狼,服饰,服饰,20260427,U,11.13,11.13,9.11,0,131185726.0,101945,101945,131185726.0
002115.SZ,三维通信,互联网,互联网,20260427,U,13.33,13.33,10.91,1,164992501.0,93130,93503,164992501.0
002120.SZ,韵达股份,仓储物流,仓储物流,20260427,U,8.13,8.13,6.65,2,43236331.0,93515,130130,43236331.0
002134.SZ,天津普林,元器件,元器件,20260427,U,24.98,24.98,20.44,0,112316075.0,110200,110200,112316075.0
002154.SZ,报 喜 鸟,服饰,服饰,20260427,U,3.99,3.99,3.27,1,37901979.0,93000,93142,37901979.0
002175.SZ,东方智造,电器仪表,电器仪表,20260427,U,2.63,2.63,2.15,3,2674184.0,140830,142903,2674184.0
002181.SZ,粤 传 媒,出版业,出版业,20260427,U,14.34,14.34,11.74,0,152841111.0,95239,95239,152841111.0
002210.SZ,飞马国际,环境保护,环境保护,20260427,U,2.74,2.74,2.24,0,69935113.0,93203,93203,69935113.0
002217.SZ,合力泰,元器件,元器件,20260427,U,2.96,2.96,2.42,3,358394136.0,93312,94121,358394136.0
002484.SZ,江海股份,元器件,元器件,20260427,U,37.64,37.64,30.8,1,156205284.0,100118,100224,156205284.0
