ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603880.SH,南卫股份,医疗保健,20260617,8.06,9.9591,57982.902,75641.82,2.617,,232967.852,1.38,,1.0,U,8.06,6.6,0.0,15954890.0,11:02:00,15:00:00,0.0,83.159091,83.159091,83.159091,0.825,-0.131818,83.027273,1.0,ok,,20260617,intraday_refine_v2,603880.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,1.0,1.0,0.8863636363636364,0.4602272727272727,0.5056818181818182,0.8522727272727273,0.25,1.0
600579.SH,中化装备,化工机械,20260617,7.5,9.9707,141947.735,205245.76,4.1581,,370200.6,0.96,26752954.49,1.0,U,7.5,6.14,0.0,27926985.0,14:06:00,15:00:00,0.0,80.113636,80.113636,80.113636,0.825,0.477273,80.590909,1.0,ok,,20260617,intraday_refine_v2,600579.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9545454545454546,0.9431818181818182,0.7613636363636364,0.7045454545454546,0.5056818181818182,0.7954545454545454,0.25,1.0
002404.SZ,嘉欣丝绸,纺织,20260617,6.84,9.9678,176257.66844,266460.24,5.8493,,383075.226,1.27,,1.0,U,6.84,5.6,1.0,29195842.0,09:45:00,15:00:00,1.0,77.113636,77.113636,77.113636,0.795,0.477273,77.590909,1.0,ok,,20260617,intraday_refine_v2,002404.SZ,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9772727272727273,0.8863636363636364,0.6363636363636364,0.5227272727272727,0.5056818181818182,0.7613636363636364,0.5681818181818182,1.0
603115.SH,海星股份,铝,20260617,119.94,9.9963,531354.651,45333.0,1.8741,,2901233.4576,0.7,-21791662.3,1.0,U,119.94,98.14,0.0,27466260.0,09:37:00,15:00:00,0.0,74.727273,74.727273,74.727273,0.825,1.554545,76.281818,1.0,ok,,20260617,intraday_refine_v2,603115.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7613636363636364,0.625,0.9545454545454546,0.8068181818181818,0.5056818181818182,0.8068181818181818,0.25,1.0
603637.SH,镇海股份,建筑工程,20260617,18.27,9.994,162183.395,91602.83,3.8378,,436079.1393,0.8,,1.0,U,18.27,14.95,0.0,55076321.0,09:54:00,15:00:00,0.0,74.681818,74.681818,74.681818,0.825,1.563636,76.245454,1.0,ok,,20260617,intraday_refine_v2,603637.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8181818181818182,0.8977272727272727,0.7840909090909091,0.7727272727272727,0.5056818181818182,0.5795454545454546,0.25,1.0
600676.SH,交运股份,汽车配件,20260617,7.03,10.0156,126086.049,182012.82,1.7697,,723030.5087,1.41,,1.0,U,7.03,5.75,1.0,24671292.0,09:37:00,15:00:00,1.0,74.068182,74.068182,74.068182,0.825,1.686364,75.754546,1.0,ok,,20260617,intraday_refine_v2,600676.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.375,0.9545454545454546,0.9772727272727273,0.42045454545454547,0.5056818181818182,0.8409090909090909,0.5681818181818182,1.0
603139.SH,康惠股份,中成药,20260617,44.13,9.995,228514.57,53450.44,5.3515,,440770.44,0.75,,1.0,U,44.13,36.11,1.0,41852892.0,11:22:00,15:00:00,1.0,73.727273,73.727273,73.727273,0.825,1.754545,75.481818,1.0,ok,,20260617,intraday_refine_v2,603139.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7727272727272727,0.8295454545454546,0.6477272727272727,0.7954545454545454,0.5056818181818182,0.6931818181818182,0.5681818181818182,1.0
603261.SH,立航科技,航空,20260617,40.7,10.0,89424.929,22480.08,2.9005,,315445.35,2.72,,1.0,U,40.7,33.3,1.0,41786690.0,09:40:00,15:00:00,1.0,73.159091,73.159091,73.159091,0.765,0.668182,73.827273,1.0,ok,,20260617,intraday_refine_v2,603261.SH,1,1.0,0.2,0,1.0,0.0,0.5,2.0,0.4,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6590909090909091,0.9659090909090909,0.8522727272727273,0.1590909090909091,0.5056818181818182,0.7045454545454546,0.5681818181818182,1.0
603020.SH,爱普股份,食品,20260617,13.89,9.9762,413910.144,303851.5,8.0889,,521760.9042,1.36,,1.0,U,13.89,11.37,1.0,2562705.0,10:59:00,15:00:00,1.0,71.443182,71.443182,71.443182,0.795,1.611364,73.054546,1.0,ok,,20260617,intraday_refine_v2,603020.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9261363636363636,0.6931818181818182,0.4659090909090909,0.4772727272727273,0.5056818181818182,0.9431818181818182,0.5681818181818182,1.0
000050.SZ,深天马Ａ,元器件,20260617,9.14,9.988,520988.41243,576327.55,2.3661,,2226298.8984,1.01,,1.0,U,9.14,7.48,0.0,63469942.0,09:34:00,15:00:00,0.0,70.681818,70.681818,70.681818,0.825,2.363636,73.045454,1.0,ok,,20260617,intraday_refine_v2,000050.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.875,0.6477272727272727,0.9090909090909091,0.6477272727272727,0.5056818181818182,0.48863636363636365,0.25,1.0
