ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000068.SZ,华控赛格,环境保护,环境保护,20260608,U,3.92,3.92,3.2,0,53700472.0,93745,93745,53700472.0
000517.SZ,荣安地产,区域地产,区域地产,20260608,U,2.33,2.33,1.91,0,55423570.0,93321,93321,55423570.0
000620.SZ,盈新发展,全国地产,全国地产,20260608,U,3.17,3.17,2.59,3,71280020.0,93824,140206,71280020.0
000759.SZ,中百集团,超市连锁,超市连锁,20260608,U,6.27,6.27,5.13,5,15543330.0,93333,104703,15543330.0
000785.SZ,居然智家,百货,百货,20260608,U,2.72,2.72,2.22,4,39660320.0,101648,135039,39660320.0
000833.SZ,粤桂股份,综合类,综合类,20260608,U,23.68,23.68,19.38,0,163108337.0,93148,93148,163108337.0
000970.SZ,中科三环,矿物制品,矿物制品,20260608,U,12.63,12.63,10.33,0,368171572.0,93103,93103,368171572.0
001238.SZ,浙江正特,家居用品,家居用品,20260608,U,31.12,31.12,25.46,0,30829339.0,130548,130548,30829339.0
001317.SZ,三羊马,铁路,铁路,20260608,U,56.86,56.86,46.52,0,103360108.0,100257,100257,103360108.0
001696.SZ,宗申动力,摩托车,摩托车,20260608,U,15.95,15.95,13.05,0,91289474.0,94021,94021,91289474.0
002046.SZ,国机精工,机械基件,机械基件,20260608,U,60.37,60.37,49.39,1,79566452.0,105639,135751,79566452.0
002164.SZ,宁波东力,机械基件,机械基件,20260608,U,14.66,14.66,12.0,6,60185354.0,95433,134815,60185354.0
002254.SZ,泰和新材,化纤,化纤,20260608,U,17.08,17.08,13.98,1,150485543.0,93903,133333,150485543.0
002354.SZ,天娱数科,互联网,互联网,20260608,U,7.33,7.33,5.99,0,255142705.0,93045,93045,255142705.0
002361.SZ,神剑股份,化工原料,化工原料,20260608,U,18.49,18.49,15.13,4,295191315.0,93236,133057,295191315.0
002362.SZ,汉王科技,软件服务,软件服务,20260608,U,17.89,17.89,14.63,0,44302438.0,110533,110533,44302438.0
002421.SZ,达实智能,软件服务,软件服务,20260608,U,5.73,5.73,4.69,4,135352283.0,93557,94824,135352283.0
002490.SZ,山东墨龙,化工机械,化工机械,20260608,U,8.23,8.23,6.73,0,167815461.0,93303,93303,167815461.0
002613.SZ,北玻股份,专用机械,专用机械,20260608,U,5.46,5.46,4.46,0,136041032.0,93018,93018,136041032.0
002636.SZ,金安国纪,元器件,元器件,20260608,U,63.98,63.98,52.34,1,195435483.0,94242,94354,195435483.0
002747.SZ,埃斯顿,机械基件,机械基件,20260608,U,34.12,34.12,27.92,3,229276232.0,101406,130230,229276232.0
002931.SZ,锋龙股份,机械基件,机械基件,20260608,U,65.6,65.6,53.68,0,81035680.0,95936,95936,81035680.0
002963.SZ,豪尔赛,装修装饰,装修装饰,20260608,U,17.74,17.74,14.52,0,25465770.0,93639,93639,25465770.0
002982.SZ,湘佳股份,农业综合,农业综合,20260608,U,13.48,13.48,11.03,0,27747353.0,93424,93424,27747353.0
003009.SZ,中天火箭,航空,航空,20260608,U,60.94,60.94,49.86,0,95906396.0,143127,143127,95906396.0
300105.SZ,龙源技术,环境保护,环境保护,20260608,U,7.18,7.18,4.78,0,97958161.0,93227,93227,97958161.0
300197.SZ,节能铁汉,环境保护,环境保护,20260608,U,3.02,3.02,2.02,3,26618884.0,95730,145612,26618884.0
300376.SZ,易事特,电气设备,电气设备,20260608,U,5.94,5.94,3.96,0,120126063.0,143836,143836,120126063.0
301195.SZ,北路智控,软件服务,软件服务,20260608,U,33.13,33.13,22.09,1,55459553.0,100957,102424,55459553.0
301302.SZ,华如科技,软件服务,软件服务,20260608,U,30.12,30.12,20.08,0,50198293.0,102654,102654,50198293.0
301313.SZ,凡拓数创,文教休闲,文教休闲,20260608,U,59.0,59.0,39.34,15,90010223.0,93615,101133,90010223.0
600280.SH,中央商场,百货,百货,20260608,U,3.74,3.74,3.06,0,70154583.0,94654,94654,70154583.0
600403.SH,大有能源,煤炭开采,煤炭开采,20260608,U,8.95,8.95,7.33,3,58826613.0,93234,143843,58826613.0
600488.SH,津药药业,化学制药,化学制药,20260608,U,5.69,5.69,4.65,1,68182695.0,93944,94229,68182695.0
600505.SH,西昌电力,水力发电,水力发电,20260608,U,14.92,14.92,12.2,0,43894640.0,94109,94109,43894640.0
600539.SH,狮头股份,互联网,互联网,20260608,U,15.4,15.4,12.6,0,49415520.0,104116,104116,49415520.0
600721.SH,百花医药,生物制药,生物制药,20260608,U,7.79,7.79,6.37,1,28694465.0,100658,143834,28694465.0
600825.SH,新华传媒,出版业,出版业,20260608,U,5.45,5.45,4.46,0,29398651.0,132800,132800,29398651.0
601588.SH,北辰实业,区域地产,区域地产,20260608,U,2.22,2.22,1.82,0,29282244.0,95735,95735,29282244.0
603135.SH,中重科技,专用机械,专用机械,20260608,U,15.43,15.43,12.63,3,42036411.0,94832,135905,42036411.0
603186.SH,华正新材,元器件,元器件,20260608,U,136.03,136.03,111.29,6,35721478.0,101652,142119,35721478.0
603203.SH,DR快克智,专用机械,专用机械,20260608,U,55.86,55.86,45.7,0,115956645.0,95819,95819,115956645.0
603206.SH,嘉环科技,通信设备,通信设备,20260608,U,17.0,17.0,13.91,0,104346000.0,93530,93530,104346000.0
603278.SH,大业股份,钢加工,钢加工,20260608,U,14.14,14.14,11.57,1,50949248.0,131649,131855,50949248.0
603500.SH,祥和实业,运输设备,运输设备,20260608,U,13.45,13.45,11.01,2,70169806.0,93009,145251,70169806.0
603616.SH,韩建河山,水泥,水泥,20260608,U,6.63,6.63,5.43,0,169728430.0,92505,92505,169728430.0
603669.SH,灵康药业,化学制药,化学制药,20260608,U,4.48,4.48,3.66,0,30309354.0,105730,105730,30309354.0
603778.SH,国晟科技,电气设备,电气设备,20260608,U,18.95,18.95,15.51,0,96091660.0,93833,93833,96091660.0
603823.SH,百合花,染料涂料,染料涂料,20260608,U,32.58,32.58,26.66,4,23111176.0,105357,132557,23111176.0
603859.SH,能科科技,软件服务,软件服务,20260608,U,49.87,49.87,40.81,2,58008784.0,100838,103544,58008784.0
603877.SH,太平鸟,服饰,服饰,20260608,U,14.06,14.06,11.5,0,47647934.0,102539,102539,47647934.0
603929.SH,亚翔集成,装修装饰,装修装饰,20260608,U,187.1,187.1,153.08,2,136770100.0,94632,134644,136770100.0
688083.SH,中望软件,软件服务,软件服务,20260608,U,66.71,66.71,44.47,2,62141165.0,130930,140518,62141165.0
688207.SH,格灵深瞳,软件服务,软件服务,20260608,U,17.44,17.44,11.62,0,34985965.0,101309,101309,34985965.0
688549.SH,中巨芯-U,元器件,元器件,20260608,U,19.19,19.19,12.79,0,107933214.0,142706,142706,107933214.0
920510.BJ,丰光精密,机械基件,机械基件,20260608,U,25.54,25.54,13.76,0,58830087.0,100101,100101,58830087.0
920578.BJ,巨能股份,专用机械,专用机械,20260608,U,22.75,22.75,12.25,0,46749475.0,100731,100731,46749475.0
