rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,600127.SH,金健米业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.736834,0.0,0,0.0,0.0,0.5,0.0,0.8122291021671828,0.0,中,分时缺失|低置信,0.3709867035245193,0.0,0.0,0.0,0.0,0.3621617035245193
2,603221.SH,爱丽家居,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.68415,0.0,0,0.0,0.0,0.5,0.0,0.4610011001100112,0.0,中,分时缺失|低置信,0.30396619026559535,0.0,0.0,0.0,0.0,0.2951411902655954
3,000620.SZ,盈新发展,1,ok,,0.811464,0.850749,0.112691,0,0.112691,0.0,0.686547,1.0,1.0,1.0,低,健康涨停,0.30123462828304204,0.031268725000000004,0.009071095,0.0,0.009071095,0.2995072582830421
4,000998.SZ,隆平高科,1,ok,,0.487595,0.661806,0.108603,0,0.14400000000000002,0.12,0.636985,0.0,0.4142004773269686,1.0,低,健康涨停,0.3803665469579367,0.026545150000000003,0.009087135,0.0,0.009087135,0.3738995619579367
5,002041.SZ,登海种业,1,ok,,0.74898,0.764847,0.077347,0,0.077347,0.0,0.6132650000000001,0.0,0.45,1.0,低,健康涨停,0.3465853394540733,0.029121175000000006,0.003480615,0.0,0.003480615,0.34830089945407333
6,002515.SZ,金字火腿,1,ok,,0.62707,0.70091,0.19062,0,0.24825000000000003,0.0,0.2969,1.0,0.88939393939394,1.0,低,回封偏弱,0.29920884644165596,0.02752275,0.0125779,0.0,0.0125779,0.290228696441656
7,600613.SH,神奇制药,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.3349099241559672,0.0,0.0,0.0,0.0,0.3446349241559672
8,600536.SH,中国软件,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.677615,0.0,0,0.0,0.0,0.5,0.0,0.4174329501915708,0.0,中,分时缺失|低置信,0.2794185028224722,0.0,0.0,0.0,0.0,0.25549350282247224
9,600353.SH,旭光电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.731811,0.0,0,0.0,0.0,0.5,0.0,0.7787430413126277,0.0,中,分时缺失|低置信,0.260933303106012,0.0,0.0,0.0,0.0,0.270933303106012
10,002025.SZ,航天电器,1,ok,,0.471411,0.654569,0.119393,0,0.14400000000000002,0.12,0.583036,0.0,0.47025782688766143,1.0,低,健康涨停,0.28263560305146457,0.026364224999999998,0.009572685000000001,0.0,0.009572685000000001,0.2755021430514646
11,603071.SH,物产环能,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.7335,0.0,0,0.0,0.0,0.5,0.0,0.7899999999999998,0.0,中,分时缺失|低置信,0.2506924890881043,0.0,0.0,0.0,0.0,0.22676748908810432
12,600598.SH,北大荒,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.317580619855789,0.0,0.0,0.0,0.0,0.29365561985578903
13,600313.SH,农发种业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.702955,0.0,0,0.0,0.0,0.5,0.0,0.5863636363636363,0.0,中,分时缺失|低置信,0.3539448169363497,0.0,0.0,0.0,0.0,0.34511981693634974
14,600371.SH,万向德农,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.676419,0.0,0,0.0,0.0,0.5,0.0,0.4094594594594592,0.0,中,分时缺失|低置信,0.2971699772561591,0.0,0.0,0.0,0.0,0.27324497725615915
15,600367.SH,红星发展,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.701924,0.0,0,0.0,0.0,0.5,0.0,0.5794964028776984,0.0,中,分时缺失|低置信,0.28307223368030976,0.0,0.0,0.0,0.0,0.2591472336803098
16,002284.SZ,亚太股份,1,ok,,0.64728,0.725633,0.145147,0,0.145147,0.0,0.274266,0.0,0.8439720129171161,1.0,低,回封偏弱,0.3257588346237079,0.028140825,0.006531614999999999,0.0,0.006531614999999999,0.32344304462370793
17,600354.SH,敦煌种业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.689587,0.0,0,0.0,0.0,0.5,0.0,0.49724409448819024,0.0,中,分时缺失|低置信,0.35290042284242373,0.0,0.0,0.0,0.0,0.32897542284242376
18,600227.SH,赤天化,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.666664,0.0,0,0.0,0.0,0.5,0.0,0.3444281524926687,0.0,中,分时缺失|低置信,0.24843467088721016,0.0,0.0,0.0,0.0,0.22450967088721016
19,603823.SH,百合花,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.726411,0.0,0,0.0,0.0,0.5,0.0,0.7427391471379184,0.0,中,分时缺失|低置信,0.2344277545554706,0.0,0.0,0.0,0.0,0.2256027545554706
20,002553.SZ,南方精工,1,ok,,0.600213,0.690386,0.101525,0,0.101525,0.0,0.492376,0.0,0.41231155778894485,1.0,低,健康涨停,0.317375753957143,0.027259650000000003,0.004568625,0.0,0.004568625,0.31614177895714307
21,002365.SZ,永安药业,1,ok,,0.7437940000000001,0.782748,0.080804,0,0.080804,0.0,0.595981,0.0,0.6027581329561528,1.0,低,健康涨停,0.28360764826857854,0.029568700000000003,0.0036361799999999997,0.0,0.0036361799999999997,0.2856151682685786
22,002385.SZ,大北农,1,ok,,0.46600499999999995,0.647399,0.124528,0,0.14966174999999998,0.146258,0.596746,0.0,0.45,1.0,低,健康涨停,0.27003257415375465,0.026184975,0.01072279,0.0,0.01072279,0.2615697591537547
23,603936.SH,博敏电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.745158,0.0,0,0.0,0.0,0.5,0.0,0.8677215189873426,0.0,中,分时缺失|低置信,0.2560902263556643,0.0,0.0,0.0,0.0,0.2472652263556643
