rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002384.SZ,东山精密,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700827,0.0,0,0.0,0.0,0.5,0.0,0.5721799746514578,0.0,中,分时缺失|低置信,0.41052059759750237,0.0,0.0,0.0,0.0,0.3865955975975024
2,600183.SH,生益科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.719451,0.0,0,0.0,0.0,0.5,0.0,0.6963369282261066,0.0,中,分时缺失|低置信,0.35830498239204056,0.0,0.0,0.0,0.0,0.3343799823920406
3,001389.SZ,广合科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.690111,0.0,0,0.0,0.0,0.5,0.0,0.5007392075694861,0.0,中,分时缺失|低置信,0.363746175935156,0.0,0.0,0.0,0.0,0.33982117593515604
4,002463.SZ,沪电股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.710584,0.0,0,0.0,0.0,0.5,0.0,0.637229263596985,0.0,中,分时缺失|低置信,0.3496114746699093,0.0,0.0,0.0,0.0,0.3256864746699093
5,002245.SZ,蔚蓝锂芯,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.687713,0.0,0,0.0,0.0,0.5,0.0,0.48475513428120137,0.0,中,分时缺失|低置信,0.29060194488015356,0.0,0.0,0.0,0.0,0.2666769448801536
6,300209.SZ,行云科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.703844,0.0,0,0.0,0.0,0.5,0.0,0.5922924901185762,0.0,中,分时缺失|低置信,0.3129644862295629,0.0,0.0,0.0,0.0,0.28903948622956294
7,002379.SZ,宏桥控股,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.675142,0.0,0,0.0,0.0,0.5,0.0,0.4009433962264151,0.0,中,分时缺失|低置信,0.3270430396342846,0.0,0.0,0.0,0.0,0.31821803963428463
8,001283.SZ,豪鹏科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.678453,0.0,0,0.0,0.0,0.5,0.0,0.42301775147929005,0.0,中,分时缺失|低置信,0.2531622404175073,0.0,0.0,0.0,0.0,0.2292372404175073
9,002484.SZ,江海股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.698697,0.0,0,0.0,0.0,0.5,0.0,0.557977026164646,0.0,中,分时缺失|低置信,0.32166209392406797,0.0,0.0,0.0,0.0,0.297737093924068
10,300566.SZ,激智科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.707401,0.0,0,0.0,0.0,0.5,0.0,0.6160079051383403,0.0,中,分时缺失|低置信,0.29165806066807903,0.0,0.0,0.0,0.0,0.26773306066807906
