ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
603162.SH,海通发展,水运,20260129,U,14.36,14.36,11.75,4,32628763.0,130741,132411,32628763.0
603172.SH,万丰股份,染料涂料,20260129,U,23.39,23.39,19.13,1,93972038.0,100648,100706,93972038.0
603198.SH,迎驾贡酒,白酒,20260129,U,42.63,42.63,34.88,2,21199899.0,144615,145021,21199899.0
603369.SH,今世缘,白酒,20260129,U,35.44,35.44,29.0,0,39320786.0,144656,144656,39320786.0
603589.SH,口子窖,白酒,20260129,U,31.34,31.34,25.64,1,18052435.0,144706,145009,18052435.0
603599.SH,广信股份,农药化肥,20260129,U,15.5,15.5,12.68,13,6191692.0,132351,142442,6191692.0
603619.SH,中曼石油,石油开采,20260129,U,37.27,37.27,30.49,8,27918957.0,130357,143142,27918957.0
603876.SH,鼎胜新材,铝,20260129,U,17.23,17.23,14.09,1,93110144.0,93258,93346,93110144.0
603916.SH,苏博特,化工原料,20260129,U,14.31,14.31,11.71,0,50769933.0,110356,110356,50769933.0
603919.SH,金徽酒,白酒,20260129,U,21.54,21.54,17.62,2,46779710.0,135338,135541,46779710.0
603958.SH,哈森股份,服饰,20260129,U,17.38,17.38,14.22,13,9623306.0,93125,145219,9623306.0
603980.SH,吉华集团,染料涂料,20260129,U,6.44,6.44,5.27,1,9429319.0,144340,150000,9429319.0
605080.SH,浙江自然,文教休闲,20260129,U,26.9,26.9,22.01,0,50564548.0,101940,101940,50564548.0
605099.SH,共创草坪,文教休闲,20260129,U,43.05,43.05,35.23,0,69301890.0,105231,105231,69301890.0
920088.BJ,科力股份,石油开采,20260129,U,60.51,60.51,32.59,1,,145600,,
