ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
001216.SZ,华瓷股份,家居用品,20260618,17.4,9.9874,48044.88,27612.0,2.0989,,508007.5081,0.64,,1.0,U,17.4,14.24,0.0,44213400.0,09:30:00,15:00:00,0.0,81.849462,81.849462,81.849462,0.825,0.130108,81.97957,1.0,ok,,20260618,intraday_refine_v2,001216.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9032258064516129,1.0,0.956989247311828,0.8655913978494624,0.5053763440860215,0.5806451612903226,0.20430107526881722,1.0
600076.SH,康欣新材,广告包装,20260618,3.67,9.8802,105794.663,296112.71,2.2023,,493447.4278,1.13,,1.0,U,3.67,3.01,0.0,50226625.0,09:40:00,15:00:00,0.0,79.139785,79.139785,79.139785,0.825,0.672043,79.811828,1.0,ok,,20260618,intraday_refine_v2,600076.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,1.0,0.978494623655914,0.9247311827956989,0.5483870967741935,0.5053763440860215,0.5161290322580645,0.20430107526881722,1.0
603223.SH,恒通股份,公路,20260618,10.16,9.9567,153506.811,154586.41,2.1902,,717115.3552,1.34,,1.0,U,10.16,8.32,1.0,49959422.0,09:42:00,15:00:00,1.0,78.924731,78.924731,78.924731,0.825,0.715054,79.639785,1.0,ok,,20260618,intraday_refine_v2,603223.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.978494623655914,0.9032258064516129,0.9354838709677419,0.489247311827957,0.5053763440860215,0.5268817204301075,0.5053763440860215,1.0
603956.SH,威派格,专用机械,20260618,4.98,9.9338,107852.165,224743.0,3.9435,,283813.3374,1.34,,1.0,U,4.98,4.08,0.0,32640912.0,101902,101902.0,0.0,78.365591,78.365591,78.365591,0.69,0.0,78.365591,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.989247311827957,0.967741935483871,0.7634408602150538,0.489247311827957,0.5053763440860215,0.7311827956989247,0.20430107526881722,1.0
600769.SH,祥龙电业,水务,20260618,19.16,9.9885,103592.372,54067.0,1.4419,,718456.3152,0.23,,1.0,U,19.16,15.68,0.0,147585648.0,09:30:00,15:00:00,0.0,76.666667,76.666667,76.666667,0.825,1.166667,77.833334,1.0,ok,,20260618,intraday_refine_v2,600769.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8817204301075269,0.989247311827957,0.978494623655914,0.978494623655914,0.5053763440860215,0.16129032258064516,0.20430107526881722,1.0
603261.SH,立航科技,航空,20260618,44.77,10.0,116578.928,26263.0,3.3886,,346989.885,2.15,-5500311.0,1.0,U,44.77,36.63,4.0,16197786.0,09:31:00,15:00:00,4.0,76.580645,76.580645,76.580645,0.825,1.183871,77.764516,1.0,ok,,20260618,intraday_refine_v2,603261.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6236559139784946,0.9354838709677419,0.8602150537634409,0.24731182795698925,0.5053763440860215,0.8709677419354839,0.8172043010752689,1.0
600671.SH,天目药业,中成药,20260618,17.96,9.9816,123486.008,71114.0,5.84,,218714.9044,3.83,,1.0,U,17.96,14.7,2.0,5716668.0,14:05:00,15:00:00,2.0,75.053763,75.053763,75.053763,0.825,1.489247,76.54301,1.0,ok,,20260618,intraday_refine_v2,600671.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.946236559139785,0.9247311827956989,0.5483870967741935,0.03225806451612903,0.5053763440860215,0.946236559139785,0.6774193548387096,1.0
600851.SH,海欣股份,化学制药,20260618,8.04,9.9863,133772.695,168074.31,2.2768,,970473.5868,2.76,,1.0,U,8.04,6.58,2.0,72708936.0,09:36:00,15:00:00,2.0,73.16129,73.16129,73.16129,0.795,1.267742,74.429032,1.0,ok,,20260618,intraday_refine_v2,600851.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9139784946236559,0.9139784946236559,0.9139784946236559,0.10752688172043011,0.5053763440860215,0.3548387096774194,0.6774193548387096,1.0
603201.SH,常润股份,汽车配件,20260618,19.28,9.9829,181808.012,96579.67,5.1275,,366280.8616,2.47,,1.0,U,19.28,15.78,1.0,21573066.0,10:24:00,15:00:00,1.0,72.989247,72.989247,72.989247,0.795,1.302151,74.291398,1.0,ok,,20260618,intraday_refine_v2,603201.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9354838709677419,0.8172043010752689,0.6344086021505376,0.17204301075268819,0.5053763440860215,0.8494623655913979,0.5053763440860215,1.0
603380.SH,易德龙,元器件,20260618,41.03,10.0,161238.431,41077.0,2.5603,,658290.2436,1.3,,1.0,U,41.03,33.57,0.0,41834188.0,13:01:00,15:00:00,0.0,70.27957,70.27957,70.27957,0.825,2.444086,72.723656,1.0,ok,,20260618,intraday_refine_v2,603380.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6236559139784946,0.8602150537634409,0.8924731182795699,0.5053763440860215,0.5053763440860215,0.6021505376344086,0.20430107526881722,1.0
000811.SZ,冰轮环境,工程机械,20260618,40.17,9.9945,170190.28767,42367.51,0.433,,3986784.126,0.13,,1.0,U,40.17,32.87,0.0,341234067.0,09:30:00,15:00:00,0.0,70.236559,70.236559,70.236559,0.825,2.452688,72.689247,1.0,ok,,20260618,intraday_refine_v2,000811.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7526881720430108,0.8387096774193549,1.0,1.0,0.5053763440860215,0.043010752688172046,0.20430107526881722,1.0
605086.SH,龙高股份,矿物制品,20260618,30.17,9.9891,112378.921,38059.8,2.1239,,540646.4,1.85,,1.0,U,30.17,24.69,0.0,78508374.0,95626,95626.0,0.0,72.301075,72.301075,72.301075,0.69,0.0,72.301075,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8709677419354839,0.956989247311828,0.946236559139785,0.2903225806451613,0.5053763440860215,0.34408602150537637,0.20430107526881722,1.0
002317.SZ,众生药业,中成药,20260618,22.9,9.9904,678129.8009,309314.3,4.0613,,1946340.845,0.89,,1.0,U,22.9,18.74,0.0,24560250.0,11:05:00,15:00:00,0.0,69.666667,69.666667,69.666667,0.825,2.566667,72.233334,1.0,ok,,20260618,intraday_refine_v2,002317.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8333333333333334,0.5483870967741935,0.7311827956989247,0.7043010752688172,0.5053763440860215,0.8279569892473119,0.20430107526881722,1.0
002392.SZ,北京利尔,其他建材,20260618,8.81,9.9875,310591.65348,360221.02,3.1119,,1048822.4829,1.55,,1.0,U,8.81,7.21,0.0,68192924.0,10:00:00,15:00:00,0.0,67.763441,67.763441,67.763441,0.825,2.947312,70.710753,1.0,ok,,20260618,intraday_refine_v2,002392.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8924731182795699,0.6989247311827957,0.8817204301075269,0.40860215053763443,0.5053763440860215,0.3763440860215054,0.20430107526881722,1.0
603989.SH,艾华集团,元器件,20260618,41.5,9.992,220419.394,53717.23,1.347,,1654936.585,0.26,,1.0,U,41.5,33.96,0.0,127836351.0,93047,93047.0,0.0,70.430108,70.430108,70.430108,0.69,0.0,70.430108,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7956989247311828,0.7419354838709677,0.989247311827957,0.967741935483871,0.5053763440860215,0.17204301075268819,0.20430107526881722,1.0
603211.SH,晋拓股份,汽车配件,20260618,36.44,9.9909,325167.866,91703.0,3.3738,,990468.352,0.65,86205818.0,1.0,U,36.44,29.82,0.0,109057632.0,09:50:00,15:00:00,0.0,67.010753,67.010753,67.010753,0.825,3.097849,70.108602,1.0,ok,,20260618,intraday_refine_v2,603211.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8064516129032258,0.6774193548387096,0.8709677419354839,0.8494623655913979,0.5053763440860215,0.22580645161290322,0.20430107526881722,1.0
002907.SZ,华森制药,中成药,20260618,13.3,10.0083,153717.96,118190.34,3.5195,,555403.079,3.16,,1.0,U,13.3,10.88,1.0,27442368.0,10:23:00,15:00:00,1.0,67.172043,67.172043,67.172043,0.795,2.465591,69.637634,1.0,ok,,20260618,intraday_refine_v2,002907.SZ,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.41397849462365593,0.8924731182795699,0.8387096774193549,0.06451612903225806,0.5053763440860215,0.7956989247311828,0.5053763440860215,1.0
603313.SH,梦百合,家居用品,20260618,5.56,10.099,113236.551,211699.28,3.7102,,317246.3164,2.29,9397550.6,1.0,U,5.56,4.55,0.0,24453747.0,10:45:00,15:00:00,0.0,63.913978,63.913978,63.913978,0.825,3.717204,67.631182,1.0,ok,,20260618,intraday_refine_v2,603313.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.20430107526881722,0.946236559139785,0.8172043010752689,0.1935483870967742,0.5053763440860215,0.8387096774193549,0.20430107526881722,1.0
000534.SZ,万泽股份,生物制药,20260618,32.36,9.9932,648667.85652,204945.72,4.0915,,1648898.946,0.92,,1.0,U,32.36,26.48,1.0,63414888.0,10:02:00,15:00:00,1.0,64.473118,64.473118,64.473118,0.795,3.005376,67.478494,1.0,ok,,20260618,intraday_refine_v2,000534.SZ,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7849462365591398,0.5591397849462365,0.7204301075268817,0.6881720430107527,0.5053763440860215,0.3978494623655914,0.5053763440860215,1.0
002805.SZ,丰元股份,电气设备,20260618,26.88,9.9836,828417.9073,310097.96,11.122,,752808.0,1.08,,1.0,U,26.88,22.0,7.0,29230360.0,09:31:00,15:00:00,7.0,64.817204,64.817204,64.817204,0.765,2.336559,67.153763,1.0,ok,,20260618,intraday_refine_v2,002805.SZ,1,1.0,0.2,0,1.0,0.0,0.5,2.0,0.4,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9247311827956989,0.4946236559139785,0.2903225806451613,0.5967741935483871,0.5053763440860215,0.7741935483870968,0.8924731182795699,1.0
603001.SH,奥康国际,服饰,20260618,11.89,9.9907,474165.413,406653.26,10.1415,,476765.22,2.14,,1.0,U,11.89,9.73,12.0,3983150.0,09:51:00,15:00:00,12.0,65.806452,65.806452,65.806452,0.675,0.33871,66.145162,1.0,ok,,20260618,intraday_refine_v2,603001.SH,1,1.0,0.35,0,1.0,0.0,0.5,10.0,1.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8172043010752689,0.5806451612903226,0.3548387096774194,0.25806451612903225,0.5053763440860215,0.956989247311828,0.9247311827956989,1.0
603663.SH,三祥新材,小金属,20260618,87.49,9.995,1624257.923,186814.0,4.4168,,3703449.0753,0.73,,1.0,U,87.49,71.59,2.0,36515088.0,09:31:00,15:00:00,2.0,62.494624,62.494624,62.494624,0.795,3.401075,65.895699,1.0,ok,,20260618,intraday_refine_v2,603663.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7419354838709677,0.26881720430107525,0.6881720430107527,0.7741935483870968,0.5053763440860215,0.6451612903225806,0.6774193548387096,1.0
002950.SZ,奥美医疗,医疗保健,20260618,9.82,9.9664,210473.41462,222880.48,5.1878,,621866.721,3.09,,1.0,U,9.82,8.04,0.0,92703746.0,13:25:00,15:00:00,0.0,61.698925,61.698925,61.698925,0.825,4.160215,65.85914,1.0,ok,,20260618,intraday_refine_v2,002950.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.956989247311828,0.7634408602150538,0.6236559139784946,0.07526881720430108,0.5053763440860215,0.2903225806451613,0.20430107526881722,1.0
000608.SZ,阳光股份,区域地产,20260618,7.59,10.0,301289.51544,409854.54,5.4982,,569184.2706,0.6,,1.0,U,7.59,6.21,0.0,78859318.0,10:37:00,15:00:00,0.0,60.989247,60.989247,60.989247,0.825,4.302151,65.291398,1.0,ok,,20260618,intraday_refine_v2,000608.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6236559139784946,0.7096774193548387,0.5806451612903226,0.8924731182795699,0.5053763440860215,0.3333333333333333,0.20430107526881722,1.0
000839.SZ,国安股份,综合类,20260618,2.85,10.0386,251251.8481,903661.84,2.3054,,1117150.524,1.82,,1.0,U,2.85,2.33,0.0,34604272.0,09:59:00,15:00:00,0.0,60.924731,60.924731,60.924731,0.825,4.315054,65.239785,1.0,ok,,20260618,intraday_refine_v2,000839.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.26881720430107525,0.7311827956989247,0.9032258064516129,0.3010752688172043,0.5053763440860215,0.6774193548387096,0.20430107526881722,1.0
603124.SH,江南新材,铜,20260618,211.31,10.0,896857.16,43408.89,5.5933,,3079741.8212,0.72,,1.0,U,211.31,172.89,1.0,41522415.0,10:05:00,15:00:00,1.0,60.537634,60.537634,60.537634,0.825,4.392473,64.930107,1.0,ok,,20260618,intraday_refine_v2,603124.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6236559139784946,0.45161290322580644,0.5698924731182796,0.7903225806451613,0.5053763440860215,0.6129032258064516,0.5053763440860215,1.0
002158.SZ,汉钟精机,工程机械,20260618,34.35,9.9904,700657.06462,211468.3,3.9633,,1836777.2835,1.71,,1.0,U,34.35,28.11,1.0,104650710.0,11:07:00,15:00:00,1.0,60.483871,60.483871,60.483871,0.825,4.403226,64.887097,1.0,ok,,20260618,intraday_refine_v2,002158.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8333333333333334,0.5376344086021505,0.7526881720430108,0.34408602150537637,0.5053763440860215,0.23655913978494625,0.5053763440860215,1.0
603679.SH,华体科技,电气设备,20260618,21.43,10.0103,204122.961,99693.88,5.6107,,380781.5266,1.1,,1.0,U,21.43,17.53,0.0,32702930.0,13:58:00,15:00:00,0.0,60.451613,60.451613,60.451613,0.825,4.409677,64.86129,1.0,ok,,20260618,intraday_refine_v2,603679.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.3763440860215054,0.7849462365591398,0.5591397849462365,0.5645161290322581,0.5053763440860215,0.7204301075268817,0.20430107526881722,1.0
600835.SH,上海机电,运输设备,20260618,22.4,10.0196,318206.477,148472.24,1.8409,,2256340.128,2.81,,1.0,U,22.4,18.32,1.0,25497942.0,14:42:00,15:00:00,1.0,64.322581,64.322581,64.322581,0.595,-0.964516,63.358065,1.0,ok,,20260618,intraday_refine_v2,600835.SH,1,1.0,0.45,0,1.0,1.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.3225806451612903,0.6881720430107527,0.967741935483871,0.0967741935483871,0.5053763440860215,0.8172043010752689,0.5053763440860215,1.0
