rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,688002.SH,睿创微纳,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.3470310036069291,0.0,0.0,0.0,0.0,0.32310600360692915
2,002851.SZ,麦格米特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700437,0.0,0,0.0,0.0,0.5,0.0,0.569580248922151,0.0,中,分时缺失|低置信,0.315846857522732,0.0,0.0,0.0,0.0,0.29192185752273203
3,600584.SH,长电科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.67911,0.0,0,0.0,0.0,0.5,0.0,0.4273996622938048,0.0,中,分时缺失|低置信,0.3747629093111807,0.0,0.0,0.0,0.0,0.35083790931118075
4,300285.SZ,国瓷材料,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.758221,0.0,0,0.0,0.0,0.5,0.0,0.9548076923076912,0.0,中,分时缺失|低置信,0.33550332656850723,0.0,0.0,0.0,0.0,0.31157832656850726
5,603986.SH,兆易创新,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.711022,0.0,0,0.0,0.0,0.5,0.0,0.6401457321304649,0.0,中,分时缺失|低置信,0.3614243343889715,0.0,0.0,0.0,0.0,0.3374993343889715
6,603256.SH,宏和科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.731665,0.0,0,0.0,0.0,0.5,0.0,0.7777642980935873,0.0,中,分时缺失|低置信,0.2652321466000707,0.0,0.0,0.0,0.0,0.24130714660007072
7,002156.SZ,通富微电,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.7005,0.0,0,0.0,0.0,0.5,0.0,0.5700000000000002,0.0,中,分时缺失|低置信,0.3485757606465282,0.0,0.0,0.0,0.0,0.3246507606465282
8,301583.SZ,托伦斯,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.672293,0.0,0,0.0,0.0,0.5,0.0,0.3819542732716384,0.0,中,分时缺失|低置信,0.3301914938422117,0.0,0.0,0.0,0.0,0.3062664938422117
9,688809.SH,强一股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.709499,0.0,0,0.0,0.0,0.5,0.0,0.6299949722074805,0.0,中,分时缺失|低置信,0.3644125994718663,0.0,0.0,0.0,0.0,0.34048759947186635
10,600988.SH,赤峰黄金,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.706221,0.0,0,0.0,0.0,0.5,0.0,0.6081395348837206,0.0,中,分时缺失|低置信,0.2675701964418582,0.0,0.0,0.0,0.0,0.2436451964418582
11,603629.SH,利通电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.702745,0.0,0,0.0,0.0,0.5,0.0,0.5849693251533744,0.0,中,分时缺失|低置信,0.2835630613331067,0.0,0.0,0.0,0.0,0.25963806133310674
12,002432.SZ,九安医疗,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.714155,0.0,0,0.0,0.0,0.5,0.0,0.66103448275862,0.0,中,分时缺失|低置信,0.26554039107819927,0.0,0.0,0.0,0.0,0.24161539107819927
13,603407.SH,长裕集团,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.732942,0.0,0,0.0,0.0,0.5,0.0,0.7862798570622525,0.0,中,分时缺失|低置信,0.26537745737854457,0.0,0.0,0.0,0.0,0.24145245737854457
14,002167.SZ,东方锆业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.755346,0.0,0,0.0,0.0,0.5,0.0,0.9356396866840724,0.0,中,分时缺失|低置信,0.26265549265201904,0.0,0.0,0.0,0.0,0.23873049265201904
15,688797.SH,臻宝科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.674991,0.0,0,0.0,0.0,0.5,0.0,0.39994040524433855,0.0,中,分时缺失|低置信,0.34582865133265184,0.0,0.0,0.0,0.0,0.32190365133265186
16,000510.SZ,新金路,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.695914,0.0,0,0.0,0.0,0.5,0.0,0.5394251242015613,0.0,中,分时缺失|低置信,0.2489896787544986,0.0,0.0,0.0,0.0,0.2250646787544986
17,603221.SH,爱丽家居,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2357308903238572,0.0,0.0,0.0,0.0,0.2118058903238572
18,603123.SH,翠微股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.683642,0.0,0,0.0,0.0,0.5,0.0,0.45761421319796974,0.0,中,分时缺失|低置信,0.24531819263933277,0.0,0.0,0.0,0.0,0.22139319263933277
19,688110.SH,东芯股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.3308759391315532,0.0,0.0,0.0,0.0,0.30695093913155325
20,002371.SZ,北方华创,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.71187,0.0,0,0.0,0.0,0.5,0.0,0.6458015098018939,0.0,中,分时缺失|低置信,0.2820314321131626,0.0,0.0,0.0,0.0,0.25810643211316264
21,002197.SZ,证通电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.67625,0.0,0,0.0,0.0,0.5,0.0,0.4083333333333335,0.0,中,分时缺失|低置信,0.2483732439243538,0.0,0.0,0.0,0.0,0.2244482439243538
22,002008.SZ,大族激光,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.698004,0.0,0,0.0,0.0,0.5,0.0,0.5533580462276497,0.0,中,分时缺失|低置信,0.222053258436664,0.0,0.0,0.0,0.0,0.198128258436664
23,301580.SZ,爱迪特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.723783,0.0,0,0.0,0.0,0.5,0.0,0.7252173913043477,0.0,中,分时缺失|低置信,0.2575029917907008,0.0,0.0,0.0,0.0,0.2335779917907008
24,603118.SH,共进股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.653318,0.0,0,0.0,0.0,0.5,0.0,0.2554532056005901,0.0,中,分时缺失|低置信,0.266693714532661,0.0,0.0,0.0,0.0,0.242768714532661
25,688361.SH,中科飞测,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.704987,0.0,0,0.0,0.0,0.5,0.0,0.5999115855655244,0.0,中,分时缺失|低置信,0.3116791013026614,0.0,0.0,0.0,0.0,0.28775410130266144
26,600667.SH,太极实业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.688433,0.0,0,0.0,0.0,0.5,0.0,0.4895517468688196,0.0,中,分时缺失|低置信,0.2435903033859623,0.0,0.0,0.0,0.0,0.2196653033859623
27,301012.SZ,扬电科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.26387818563419446,0.0,0.0,0.0,0.0,0.23995318563419446
28,000938.SZ,紫光股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.682739,0.0,0,0.0,0.0,0.5,0.0,0.4515919342000532,0.0,中,分时缺失|低置信,0.24941037291648932,0.0,0.0,0.0,0.0,0.22548537291648932
29,300604.SZ,长川科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.716462,0.0,0,0.0,0.0,0.5,0.0,0.6764150943396225,0.0,中,分时缺失|低置信,0.3123892404468936,0.0,0.0,0.0,0.0,0.2884642404468936
30,002396.SZ,星网锐捷,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.658074,0.0,0,0.0,0.0,0.5,0.0,0.28716075156576265,0.0,中,分时缺失|低置信,0.21516341462415411,0.0,0.0,0.0,0.0,0.1912384146241541
31,000889.SZ,中嘉博创,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.70337,0.0,0,0.0,0.0,0.5,0.0,0.5891304347826075,0.0,中,分时缺失|低置信,0.23091092581789419,0.0,0.0,0.0,0.0,0.2220859258178942
32,000526.SZ,学大教育,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.677386,0.0,0,0.0,0.0,0.5,0.0,0.41590909090909056,0.0,中,分时缺失|低置信,0.22273806516300929,0.0,0.0,0.0,0.0,0.19881306516300928
33,001258.SZ,立新能源,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.23162521662735308,0.0,0.0,0.0,0.0,0.2413502166273531
34,300093.SZ,金刚光伏,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700801,0.0,0,0.0,0.0,0.5,0.0,0.57200956937799,0.0,中,分时缺失|低置信,0.23745567785637955,0.0,0.0,0.0,0.0,0.21353067785637955
35,301205.SZ,联特科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.708944,0.0,0,0.0,0.0,0.5,0.0,0.6262921348314608,0.0,中,分时缺失|低置信,0.26085493701903834,0.0,0.0,0.0,0.0,0.23692993701903833
36,688141.SH,杰华特,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.725979,0.0,0,0.0,0.0,0.5,0.0,0.7398576046125627,0.0,中,分时缺失|低置信,0.28189214865943324,0.0,0.0,0.0,0.0,0.25796714865943327
37,603005.SH,晶方科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.697484,0.0,0,0.0,0.0,0.5,0.0,0.5498937300743882,0.0,中,分时缺失|低置信,0.27551516205418114,0.0,0.0,0.0,0.0,0.25159016205418117
