ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000066.SZ,中国长城,IT设备,IT设备,20260507,U,23.98,23.98,19.62,0,580596446.0,104657,104657,580596446.0
000070.SZ,特发信息,通信设备,通信设备,20260507,U,20.11,20.11,16.45,0,173091274.0,103930,103930,173091274.0
000509.SZ,华塑控股,元器件,元器件,20260507,U,3.93,3.93,3.21,0,50385351.0,110524,110524,50385351.0
000697.SZ,炼石航空,航空,航空,20260507,U,11.76,11.76,9.62,2,35996501.0,93500,93645,35996501.0
000700.SZ,模塑科技,汽车配件,汽车配件,20260507,U,13.56,13.56,11.1,4,44412240.0,110236,112418,44412240.0
000720.SZ,新能泰山,电气设备,电气设备,20260507,U,5.17,5.17,4.23,0,110992372.0,93145,93145,110992372.0
000818.SZ,航锦科技,化工原料,化工原料,20260507,U,18.54,18.54,15.17,3,87622821.0,94854,95439,87622821.0
000823.SZ,超声电子,元器件,元器件,20260507,U,17.31,17.31,14.17,2,92024581.0,105327,131703,92024581.0
000889.SZ,中嘉博创,通信设备,通信设备,20260507,U,5.35,5.35,4.37,0,131753380.0,93003,93003,131753380.0
000967.SZ,盈峰环境,环境保护,环境保护,20260507,U,16.42,16.42,13.44,3,81678006.0,142148,142912,81678006.0
002008.SZ,大族激光,专用机械,专用机械,20260507,U,112.41,112.41,91.97,0,234587642.0,103318,103318,234587642.0
002031.SZ,巨轮智能,汽车配件,汽车配件,20260507,U,6.42,6.42,5.26,0,164123961.0,95127,95127,164123961.0
002051.SZ,中工国际,建筑工程,建筑工程,20260507,U,11.68,11.68,9.56,9,50088512.0,93103,95103,50088512.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260507,U,7.14,7.14,5.84,4,126548931.0,93648,102842,126548931.0
002183.SZ,怡 亚 通,仓储物流,仓储物流,20260507,U,6.5,6.5,5.32,2,184143700.0,93327,93548,184143700.0
002194.SZ,武汉凡谷,通信设备,通信设备,20260507,U,12.5,12.5,10.22,0,65035125.0,95006,95006,65035125.0
002217.SZ,合力泰,元器件,元器件,20260507,U,3.5,3.5,2.86,0,287407109.0,94518,94518,287407109.0
002298.SZ,中电鑫龙,电气设备,电气设备,20260507,U,11.11,11.11,9.09,0,110266694.0,104454,104454,110266694.0
002317.SZ,众生药业,中成药,中成药,20260507,U,20.49,20.49,16.77,1,92628446.0,130421,140439,92628446.0
002335.SZ,科华数据,电气设备,电气设备,20260507,U,69.16,69.16,56.58,1,79492504.0,140506,141509,79492504.0
002342.SZ,巨力索具,机械基件,机械基件,20260507,U,22.12,22.12,18.1,0,271704295.0,144900,144900,271704295.0
002350.SZ,北京科锐,电气设备,电气设备,20260507,U,15.95,15.95,13.05,1,119877648.0,95915,102939,119877648.0
