ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
002638.SZ,勤上股份,家用电器,20260630,4.42,9.9502,95437.82084,217721.27,1.6096,,634974.7023,0.44,,1.0,U,4.42,3.62,0.0,55816635.0,09:31:00,15:00:00,0.0,82.978417,82.978417,82.978417,0.825,-0.095683,82.882734,1.0,ok,,20260630,intraday_refine_v2,002638.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9928057553956835,0.9712230215827338,0.9568345323741008,0.9712230215827338,0.5035971223021583,0.49640287769784175,0.2805755395683453,1.0
603366.SH,日出东方,家用电器,20260630,7.27,9.9849,104923.29,145495.32,1.7895,,591085.9687,0.99,,1.0,U,7.27,5.95,0.0,34166092.0,93118,93118.0,0.0,80.359712,80.359712,80.359712,0.69,0.0,80.359712,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8920863309352518,0.9496402877697842,0.9424460431654677,0.60431654676259,0.5035971223021583,0.697841726618705,0.2805755395683453,1.0
600405.SH,动力源,电气设备,20260630,4.52,9.9757,98772.194,227876.59,3.7184,,276998.9792,0.68,,1.0,U,4.52,3.7,0.0,37496473.0,112250,112250.0,0.0,79.942446,79.942446,79.942446,0.69,0.0,79.942446,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9496402877697842,0.9640287769784173,0.762589928057554,0.841726618705036,0.5035971223021583,0.6690647482014388,0.2805755395683453,1.0
002053.SZ,云南能投,新型电力,20260630,9.83,9.9553,149395.96471,156370.66,1.6983,,905077.0002,1.25,,1.0,U,9.83,8.05,0.0,45797970.0,10:04:00,15:00:00,0.0,76.863309,76.863309,76.863309,0.825,1.127338,77.990647,1.0,ok,,20260630,intraday_refine_v2,002053.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9856115107913669,0.8776978417266187,0.9496402877697842,0.3597122302158273,0.5035971223021583,0.5611510791366906,0.2805755395683453,1.0
002833.SZ,弘亚数控,专用机械,20260630,19.29,9.9772,222461.38614,117627.03,4.081,,818344.1067,0.96,,1.0,U,19.29,15.79,0.0,20239068.0,09:45:00,15:00:00,0.0,76.690647,76.690647,76.690647,0.825,1.161871,77.852518,1.0,ok,,20260630,intraday_refine_v2,002833.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9424460431654677,0.7913669064748201,0.6834532374100719,0.658273381294964,0.5035971223021583,0.8992805755395683,0.2805755395683453,1.0
600076.SH,康欣新材,广告包装,20260630,3.31,9.9668,137161.271,428260.59,3.1852,,445043.8654,1.0,,1.0,U,3.31,2.71,0.0,36644679.0,102625,102625.0,0.0,77.683453,77.683453,77.683453,0.69,0.0,77.683453,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9712230215827338,0.8992805755395683,0.7985611510791367,0.579136690647482,0.5035971223021583,0.6762589928057554,0.2805755395683453,1.0
002396.SZ,星网锐捷,通信设备,20260630,19.17,9.9828,400242.1027,213083.39,2.8133,,1457982.7848,0.85,,1.0,U,19.17,15.69,0.0,25982059.0,09:44:00,15:00:00,0.0,74.47482,74.47482,74.47482,0.825,1.605036,76.079856,1.0,ok,,20260630,intraday_refine_v2,002396.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9064748201438849,0.60431654676259,0.841726618705036,0.7122302158273381,0.5035971223021583,0.8201438848920863,0.2805755395683453,1.0
002830.SZ,名雕股份,装修装饰,20260630,17.29,9.9873,134434.47938,81215.79,8.7484,,321414.184,0.62,,1.0,U,17.29,14.15,0.0,17146838.0,10:36:00,15:00:00,0.0,73.179856,73.179856,73.179856,0.825,1.864029,75.043885,1.0,ok,,20260630,intraday_refine_v2,002830.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8776978417266187,0.9136690647482014,0.302158273381295,0.8920863309352518,0.5035971223021583,0.9136690647482014,0.2805755395683453,1.0
003009.SZ,中天火箭,航空,20260630,59.96,9.9982,388216.53567,66026.95,4.0092,,987645.5304,0.84,,1.0,U,59.96,49.06,1.0,25896724.0,09:41:00,15:00:00,1.0,71.395683,71.395683,71.395683,0.825,2.220863,73.616546,1.0,ok,,20260630,intraday_refine_v2,003009.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7194244604316546,0.6258992805755396,0.697841726618705,0.7194244604316546,0.5035971223021583,0.8273381294964028,0.6618705035971223,1.0
603033.SH,三维股份,橡胶,20260630,10.04,9.9671,129215.391,130787.13,1.2917,,1035288.154,1.36,,1.0,U,10.04,8.22,0.0,89234646.0,93801,93801.0,0.0,73.438849,73.438849,73.438849,0.69,0.0,73.438849,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9640287769784173,0.920863309352518,0.9856115107913669,0.2949640287769784,0.5035971223021583,0.2733812949640288,0.2805755395683453,1.0
603222.SH,济民健康,医疗保健,20260630,8.45,10.026,80712.17,96479.8,1.8374,,443701.557,0.65,31647915.0,1.0,U,8.45,6.91,0.0,29199989.0,93051,93051.0,0.0,73.208633,73.208633,73.208633,0.69,0.0,73.208633,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.2949640287769784,0.9856115107913669,0.9280575539568345,0.8705035971223022,0.5035971223021583,0.7697841726618705,0.2805755395683453,1.0
