ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
001896.SZ,豫能控股,火力发电,20260224,U,10.03,10.03,8.21,0.0,354441724.0,92500,92500,354441724.0,9.9781,41605.303,41480.86,0.7126,0.7126,,1530358.674,0.12,75136425.96,1,354441724.0,354441724.0,0.8387096774193549,1.0,1.0,1.0,0.5053763440860215,0.5053763440860215,0.05,0.0,88.247312
600078.SH,澄星股份,化工原料,20260224,U,12.24,12.24,10.02,0.0,141348903.0,93317,93317,141348903.0,9.973,181017.245,149969.87,3.8889,3.8889,,828418.9419,0.63,,1,141348903.0,141348903.0,0.8924731182795699,0.8709677419354839,0.956989247311828,0.8440860215053764,0.5053763440860215,0.5053763440860215,0.05,0.0,83.752688
603959.SH,百利科技,建筑工程,20260224,U,6.71,6.71,5.49,1.0,33304306.0,93106,93139,33304306.0,10.0,105738.844,158736.12,4.2421,4.2421,,328990.6236,0.25,,1,33304306.0,33304306.0,0.6344086021505376,0.956989247311828,0.946236559139785,0.989247311827957,0.5053763440860215,0.5053763440860215,0.05,0.0,82.290323
603727.SH,博迈科,石油开采,20260224,U,17.86,17.86,14.62,0.0,93778555.0,94226,94226,93778555.0,9.9754,119582.28,68005.33,4.5061,4.5061,,503150.6287,1.52,,1,93778555.0,93778555.0,0.8709677419354839,0.946236559139785,0.9139784946236559,0.41397849462365593,0.5053763440860215,0.5053763440860215,0.05,0.0,81.021505
603124.SH,江南新材,铜,20260224,U,109.99,109.99,89.99,0.0,32571448.0,93147,93147,32571448.0,10.001,102307.417,9377.77,3.2087,3.2087,,1603051.4438,0.51,-8649363.0,1,32571448.0,32571448.0,0.5591397849462365,0.967741935483871,0.978494623655914,0.8817204301075269,0.5053763440860215,0.5053763440860215,0.05,0.0,81.0
000554.SZ,泰山石油,石油贸易,20260224,U,8.72,8.72,7.14,0.0,124914619.0,93336,93336,124914619.0,9.9622,199048.077,231588.13,6.3859,6.3859,,419251.7733,0.69,,1,124914619.0,124914619.0,0.9139784946236559,0.8387096774193549,0.8064516129032258,0.7580645161290323,0.5053763440860215,0.5053763440860215,0.05,0.0,79.602151
000890.SZ,法尔胜,环境保护,20260224,U,6.63,6.63,5.43,0.0,78450801.0,93024,93024,78450801.0,9.9502,152599.241,232512.72,9.2989,9.2989,,278131.1308,0.75,34410949.46,1,78450801.0,78450801.0,0.9354838709677419,0.8817204301075269,0.6021505376344086,0.7419354838709677,0.5053763440860215,0.5053763440860215,0.05,0.0,76.892473
002207.SZ,准油股份,石油开采,20260224,U,11.1,11.1,9.08,0.0,104663853.0,93121,93121,104663853.0,10.0099,124986.569,114286.24,6.2727,6.2727,,290881.4696,0.26,,1,104663853.0,104663853.0,0.44086021505376344,0.9247311827956989,0.8279569892473119,0.978494623655914,0.5053763440860215,0.5053763440860215,0.05,0.0,75.516129
605006.SH,山东玻纤,玻璃,20260224,U,10.38,10.38,8.5,0.0,141526110.0,93124,93124,141526110.0,9.9576,207299.28,204640.1,10.5778,10.5778,,622818.5594,0.5,,1,141526110.0,141526110.0,0.9247311827956989,0.8279569892473119,0.5161290322580645,0.8978494623655914,0.5053763440860215,0.5053763440860215,0.05,0.0,74.827957
002490.SZ,山东墨龙,化工机械,20260224,U,8.47,8.47,6.93,0.0,126831431.0,93136,93136,126831431.0,10.0,189197.234,226410.25,7.3965,7.3965,,675777.5948,0.65,,1,126831431.0,126831431.0,0.6344086021505376,0.8494623655913979,0.6989247311827957,0.8172043010752689,0.5053763440860215,0.5053763440860215,0.05,0.0,73.172043
000545.SZ,金浦钛业,化工原料,20260224,U,3.11,3.11,2.55,0.0,45749623.0,94903,94903,45749623.0,9.894,236421.076,775758.43,9.2344,9.2344,,306905.0929,1.57,,1,45749623.0,45749623.0,0.989247311827957,0.7956989247311828,0.6236559139784946,0.3763440860215054,0.5053763440860215,0.5053763440860215,0.05,0.0,73.129032
000635.SZ,英 力 特,化工原料,20260224,U,10.69,10.69,8.75,0.0,45406085.0,103706,103706,45406085.0,9.9794,142662.181,137291.71,9.2912,9.2912,,421328.843,1.84,,1,45406085.0,45406085.0,0.8279569892473119,0.9139784946236559,0.6129032258064516,0.2956989247311828,0.5053763440860215,0.5053763440860215,0.05,0.0,72.44086
600714.SH,金瑞矿业,化工原料,20260224,U,16.8,16.8,13.74,0.0,25425120.0,93724,93724,25425120.0,10.0196,150900.733,91074.0,4.8793,4.8793,,484136.1386,0.79,,1,25425120.0,25425120.0,0.3333333333333333,0.8924731182795699,0.9032258064516129,0.7204301075268817,0.5053763440860215,0.5053763440860215,0.05,0.0,72.182796
603619.SH,中曼石油,石油开采,20260224,U,36.61,36.61,29.95,0.0,78566268.0,93237,93237,78566268.0,10.006,411696.638,113524.88,3.0319,3.0319,,1692621.1057,0.35,,1,78566268.0,78566268.0,0.5053763440860215,0.6236559139784946,0.989247311827957,0.9516129032258065,0.5053763440860215,0.5053763440860215,0.05,0.0,71.860215
