ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000006.SZ,深振业Ａ,区域地产,区域地产,20260512,U,10.45,10.45,8.55,4,43662043.0,100024,104333,43662043.0
000029.SZ,深深房Ａ,区域地产,区域地产,20260512,U,26.49,26.49,21.67,26,14487381.0,101054,142009,14487381.0
000591.SZ,太阳能,新型电力,新型电力,20260512,U,5.85,5.85,4.79,2,112873059.0,95015,95618,112873059.0
000601.SZ,韶能股份,水力发电,水力发电,20260512,U,8.09,8.09,6.62,1,124588402.0,93457,93527,124588402.0
000672.SZ,上峰水泥,水泥,水泥,20260512,U,17.18,17.18,14.06,3,75571452.0,105930,110457,75571452.0
000767.SZ,晋控电力,火力发电,火力发电,20260512,U,4.65,4.65,3.81,1,87737218.0,101106,101342,87737218.0
000925.SZ,众合科技,运输设备,运输设备,20260512,U,10.76,10.76,8.8,1,163457408.0,93154,95206,163457408.0
000950.SZ,重药控股,医药商业,医药商业,20260512,U,6.81,6.81,5.57,0,72080601.0,101212,101212,72080601.0
001211.SZ,双枪科技,家居用品,家居用品,20260512,U,53.55,53.55,43.81,8,35289450.0,93309,131427,35289450.0
001259.SZ,利仁科技,家用电器,家用电器,20260512,U,45.45,45.45,37.19,0,76846860.0,92500,92500,76846860.0
001359.SZ,平安电工,矿物制品,矿物制品,20260512,U,108.52,108.52,88.79,0,62789672.0,144706,144706,62789672.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260512,U,7.98,7.98,6.53,7,56567028.0,140839,143457,56567028.0
002190.SZ,成飞集成,汽车配件,汽车配件,20260512,U,33.2,33.2,27.16,0,131993240.0,135012,135012,131993240.0
002208.SZ,合肥城建,区域地产,区域地产,20260512,U,16.36,16.36,13.38,0,71581871.0,135106,135106,71581871.0
002254.SZ,泰和新材,化纤,化纤,20260512,U,13.23,13.23,10.83,0,89821856.0,131657,131657,89821856.0
002300.SZ,太阳电缆,电气设备,电气设备,20260512,U,10.67,10.67,8.73,0,123361663.0,95115,95115,123361663.0
002346.SZ,柘中股份,电气设备,电气设备,20260512,U,20.37,20.37,16.67,0,69249852.0,94830,94830,69249852.0
002428.SZ,云南锗业,小金属,小金属,20260512,U,101.42,101.42,82.98,0,434888047.0,145130,145130,434888047.0
002491.SZ,通鼎互联,通信设备,通信设备,20260512,U,25.0,25.0,20.46,2,152252750.0,93954,130409,152252750.0
002498.SZ,汉缆股份,电气设备,电气设备,20260512,U,10.01,10.01,8.19,0,237914006.0,101700,101700,237914006.0
002522.SZ,浙江众成,塑料,塑料,20260512,U,7.73,7.73,6.33,1,56957732.0,94321,94615,56957732.0
002552.SZ,宝鼎科技,元器件,元器件,20260512,U,33.46,33.46,27.38,1,53540483.0,140754,140936,53540483.0
002560.SZ,通达股份,电气设备,电气设备,20260512,U,16.5,16.5,13.5,4,83603074.0,100009,130021,83603074.0
002606.SZ,大连电瓷,电气设备,电气设备,20260512,U,16.94,16.94,13.86,0,143720654.0,101706,101706,143720654.0
002787.SZ,华源控股,广告包装,广告包装,20260512,U,25.55,25.55,20.91,3,59360315.0,93827,132354,59360315.0
002918.SZ,蒙娜丽莎,陶瓷,陶瓷,20260512,U,14.0,14.0,11.46,0,94192910.0,92500,92500,94192910.0
300004.SZ,南风股份,电气设备,电气设备,20260512,U,16.22,16.22,10.82,0,123356311.0,142930,142930,123356311.0
300265.SZ,通光线缆,电气设备,电气设备,20260512,U,23.22,23.22,15.48,1,144399003.0,95333,95642,144399003.0
300449.SZ,汉邦高科,IT设备,IT设备,20260512,U,11.47,11.47,7.65,0,270630853.0,92500,92500,270630853.0
300959.SZ,线上线下,电信运营,电信运营,20260512,U,111.49,111.49,74.33,0,218242678.0,92500,92500,218242678.0
301196.SZ,唯科科技,专用机械,专用机械,20260512,U,152.69,152.69,101.79,9,6489325.0,100900,145630,6489325.0
301197.SZ,工大科雅,软件服务,软件服务,20260512,U,40.64,40.64,27.1,0,73623342.0,94003,94003,73623342.0
600076.SH,康欣新材,广告包装,广告包装,20260512,U,4.36,4.36,3.56,0,84595911.0,93101,93101,84595911.0
600172.SH,黄河旋风,矿物制品,矿物制品,20260512,U,10.76,10.76,8.8,0,171512506.0,141214,141214,171512506.0
600396.SH,华电辽能,火力发电,火力发电,20260512,U,15.05,15.05,12.31,0,90233780.0,144235,144235,90233780.0
600488.SH,津药药业,化学制药,化学制药,20260512,U,7.26,7.26,5.94,0,46803042.0,130316,130316,46803042.0
600530.SH,交大昂立,医疗保健,医疗保健,20260512,U,7.21,7.21,5.9,10,25622898.0,92502,132135,25622898.0
600667.SH,太极实业,半导体,半导体,20260512,U,12.27,12.27,10.04,0,148045562.0,142829,142829,148045562.0
600683.SH,京投发展,区域地产,区域地产,20260512,U,20.85,20.85,17.06,4,10675241.0,133551,135106,10675241.0
600719.SH,大连热电,供气供热,供气供热,20260512,U,10.62,10.62,8.69,4,55233834.0,102918,134233,55233834.0
600869.SH,远东股份,电气设备,电气设备,20260512,U,22.9,22.9,18.74,1,167079842.0,93857,93954,167079842.0
601991.SH,大唐发电,火力发电,火力发电,20260512,U,6.7,6.7,5.48,3,500834802.0,93402,94605,500834802.0
603007.SH,花王股份,建筑工程,建筑工程,20260512,U,7.65,7.65,6.26,2,79071899.0,92501,100628,79071899.0
603037.SH,凯众股份,汽车配件,汽车配件,20260512,U,15.62,15.62,12.78,0,43591218.0,93105,93105,43591218.0
603052.SH,可川科技,元器件,元器件,20260512,U,95.35,95.35,78.01,0,257053111.0,92501,92501,257053111.0
603061.SH,金海通,半导体,半导体,20260512,U,313.49,313.49,256.49,4,48611640.0,105532,131420,48611640.0
603070.SH,万控智造,电气设备,电气设备,20260512,U,15.46,15.46,12.65,0,119853650.0,94141,94141,119853650.0
603186.SH,华正新材,元器件,元器件,20260512,U,97.91,97.91,80.11,1,18456035.0,105212,144106,18456035.0
603203.SH,快克智能,专用机械,专用机械,20260512,U,55.94,55.94,45.77,1,58380326.0,142910,143001,58380326.0
603211.SH,晋拓股份,汽车配件,汽车配件,20260512,U,30.89,30.89,25.27,0,80953423.0,94658,94658,80953423.0
603269.SH,海鸥股份,机械基件,机械基件,20260512,U,20.42,20.42,16.7,0,73612997.0,93144,93144,73612997.0
603320.SH,迪贝电气,电气设备,电气设备,20260512,U,26.29,26.29,21.51,0,16454911.0,94942,94942,16454911.0
603331.SH,百达精工,专用机械,专用机械,20260512,U,16.28,16.28,13.32,0,61829649.0,93910,93910,61829649.0
603682.SH,锦和商管,房产服务,房产服务,20260512,U,9.56,9.56,7.82,2,26317724.0,93111,132656,26317724.0
603688.SH,石英股份,矿物制品,矿物制品,20260512,U,73.26,73.26,59.94,1,119285595.0,132113,135446,119285595.0
603895.SH,天永智能,专用机械,专用机械,20260512,U,36.5,36.5,29.86,0,37343880.0,101311,101311,37343880.0
605198.SH,安德利,软饮料,软饮料,20260512,U,53.11,53.11,43.45,0,139822697.0,132403,132403,139822697.0
