ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603682.SH,锦和商管,房产服务,20260413,6.94,9.9842,77032.251,116191.0,2.4591,,327915.0,1.53,,1.0,U,6.94,5.68,0.0,72591012.0,130301,130301,0.0,77.881356,77.881356,9,,A,0.8983050847457628,1.0,0.8813559322033898,0.5254237288135594,0.5084745762711864,0.559322033898305,0.2796610169491525,1.0
600299.SH,安迪苏,饲料,20260413,15.18,10.0,521288.916,361363.53,1.3474,,4675104.9121,1.12,,1.0,U,15.18,12.42,0.0,40217983.0,132409,132409,0.0,74.050847,74.050847,9,,A,0.6779661016949152,0.6440677966101694,1.0,0.6610169491525424,0.5084745762711864,0.847457627118644,0.2796610169491525,1.0
603177.SH,德创环保,环境保护,20260413,12.1,10.0,82353.112,71179.0,3.4859,,247072.32,1.33,,1.0,U,12.1,9.9,0.0,72393090.0,111635,111635,0.0,72.525424,72.525424,9,,A,0.6779661016949152,0.9830508474576272,0.7796610169491526,0.5932203389830508,0.5084745762711864,0.576271186440678,0.2796610169491525,1.0
000026.SZ,飞亚达,服饰,20260413,16.41,9.9866,179274.295,112227.37,3.0784,,665858.7355,2.57,,1.0,U,16.41,13.43,0.0,121481392.0,94103,94103,0.0,69.372881,69.372881,9,,A,0.8813559322033898,0.8983050847457628,0.8305084745762712,0.2542372881355932,0.5084745762711864,0.3389830508474576,0.2796610169491525,1.0
002943.SZ,宇晶股份,机床制造,20260413,51.26,10.0,298779.299,59034.28,4.0542,,1053503.3935,1.0,,1.0,U,51.26,41.94,0.0,81665945.0,93112,93112,0.0,68.152542,68.152542,9,,A,0.6779661016949152,0.8135593220338984,0.711864406779661,0.711864406779661,0.5084745762711864,0.5254237288135594,0.2796610169491525,1.0
000688.SZ,国城矿业,铅锌,20260413,45.13,9.9927,1174148.712,268558.38,2.2662,,5348210.5572,1.14,,1.0,U,45.13,36.93,1.0,52283105.0,130318,131221,1.0,67.915254,67.915254,9,,A,0.847457627118644,0.2542372881355932,0.8983050847457628,0.6440677966101694,0.5084745762711864,0.7288135593220338,0.652542372881356,1.0
605255.SH,天普股份,汽车配件,20260413,115.84,9.9991,561332.727,51013.69,3.8047,,1553182.72,3.54,-29590867.0,1.0,U,115.84,94.78,0.0,37485824.0,144841,144841,0.0,66.389831,66.389831,9,,A,0.7457627118644068,0.6101694915254238,0.7457627118644068,0.11864406779661017,0.5084745762711864,0.8983050847457628,0.2796610169491525,1.0
600337.SH,美克家居,家居用品,20260413,3.22,9.8976,569830.319,1801527.7,12.5367,,462713.4001,2.02,2004626.55,1.0,U,3.22,2.64,3.0,40005421.0,94019,100143,3.0,65.677966,65.677966,9,,A,0.9830508474576272,0.576271186440678,0.2033898305084746,0.3898305084745763,0.5084745762711864,0.864406779661017,0.9067796610169492,1.0
600815.SH,厦工股份,工程机械,20260413,4.08,9.973,506804.468,1306805.58,7.366,,723830.5478,1.72,,1.0,U,4.08,3.34,0.0,66035061.0,105032,105032,0.0,65.610169,65.610169,9,,A,0.9322033898305084,0.6779661016949152,0.5084745762711864,0.4406779661016949,0.5084745762711864,0.6271186440677966,0.2796610169491525,1.0
002297.SZ,博云新材,航空,20260413,12.08,10.0182,117103.327,96939.84,1.6915,,692310.6214,0.59,,1.0,U,12.08,9.88,0.0,659582689.0,92500,92500,0.0,65.40678,65.40678,9,,A,0.3728813559322034,0.9491525423728814,0.9830508474576272,0.9661016949152542,0.5084745762711864,0.03389830508474576,0.2796610169491525,1.0
002678.SZ,珠江钢琴,文教休闲,20260413,5.8,10.0569,164606.77,293926.64,2.1651,,787825.7873,0.53,,1.0,U,5.8,4.74,0.0,124797596.0,94103,94103,0.0,65.305085,65.305085,9,,A,0.2542372881355932,0.9152542372881356,0.9152542372881356,0.9830508474576272,0.5084745762711864,0.3050847457627119,0.2796610169491525,1.0
603897.SH,长城科技,电气设备,20260413,40.87,10.0135,562516.266,140614.14,6.8115,,843702.6282,0.93,,1.0,U,40.87,33.44,4.0,50469954.0,94324,100300,4.0,64.627119,64.627119,9,,A,0.4406779661016949,0.5932203389830508,0.5423728813559322,0.8135593220338984,0.5084745762711864,0.7627118644067796,0.9576271186440678,1.0
002980.SZ,华盛昌,电器仪表,20260413,58.31,9.9981,503949.744,88470.61,8.7258,,1104398.164,0.47,,1.0,U,58.31,47.71,0.0,97982899.0,94048,94048,0.0,63.169492,63.169492,9,,A,0.7627118644067796,0.6949152542372882,0.4067796610169492,1.0,0.5084745762711864,0.4576271186440678,0.2796610169491525,1.0
003018.SZ,金富科技,塑料,20260413,35.48,10.0155,470033.662,137480.11,5.7914,,922480.0,0.98,,1.0,U,35.48,29.03,0.0,50441916.0,102012,102012,0.0,63.169492,63.169492,9,,A,0.423728813559322,0.711864406779661,0.5932203389830508,0.7372881355932204,0.5084745762711864,0.7796610169491526,0.2796610169491525,1.0
002364.SZ,中恒电气,电气设备,20260413,38.63,9.9943,579812.774,150093.91,2.6894,,2177051.4405,0.63,,1.0,U,38.63,31.61,0.0,720067410.0,92500,92500,0.0,62.559322,62.559322,9,,A,0.8135593220338984,0.5423728813559322,0.864406779661017,0.9322033898305084,0.5084745762711864,0.01694915254237288,0.2796610169491525,1.0
000791.SZ,甘肃能源,水力发电,20260413,8.0,10.0413,317743.326,397380.96,2.053,,2595071.7936,0.98,,1.0,U,8.0,6.54,0.0,128860832.0,93000,93000,0.0,62.084746,62.084746,9,,A,0.3220338983050847,0.7966101694915254,0.9491525423728814,0.7372881355932204,0.5084745762711864,0.2542372881355932,0.2796610169491525,1.0
600743.SH,华远控股,区域地产,20260413,2.92,10.1887,236109.21,810128.89,3.4531,,685061.4552,0.72,-25622175.5,1.0,U,2.92,2.39,0.0,105208800.0,93024,93024,0.0,61.440678,61.440678,9,,A,0.15254237288135594,0.864406779661017,0.7966101694915254,0.9152542372881356,0.5084745762711864,0.423728813559322,0.2796610169491525,1.0
600773.SH,西藏城投,区域地产,20260413,19.36,10.0,839997.23,442099.46,4.6459,,1842272.1706,1.88,,1.0,U,19.36,15.84,1.0,69396326.0,95119,95947,1.0,61.20339,61.20339,9,,A,0.6779661016949152,0.4406779661016949,0.6779661016949152,0.423728813559322,0.5084745762711864,0.6101694915254238,0.652542372881356,1.0
002321.SZ,华英农业,农业综合,20260413,2.27,10.1942,85425.441,384454.0,1.8099,,484166.0461,1.2,,1.0,U,2.27,1.85,0.0,130413089.0,93218,93218,0.0,61.067797,61.067797,9,,A,0.13559322033898305,0.9661016949152542,0.9661016949152542,0.6271186440677966,0.5084745762711864,0.22033898305084745,0.2796610169491525,1.0
000402.SZ,金 融 街,全国地产,20260413,3.06,10.0719,437293.647,1466659.25,4.9074,,914612.5515,6.78,,1.0,U,3.06,2.5,1.0,28033896.0,94257,94342,1.0,59.949153,59.949153,9,,A,0.22033898305084745,0.7457627118644068,0.6440677966101694,0.01694915254237288,0.5084745762711864,0.9491525423728814,0.652542372881356,1.0
002124.SZ,天邦食品,农业综合,20260413,2.59,10.2128,241672.545,952264.7,4.8281,,575480.8625,2.89,,1.0,U,2.59,2.12,2.0,51532564.0,94309,94900,2.0,59.762712,59.762712,9,,A,0.1016949152542373,0.847457627118644,0.6610169491525424,0.2033898305084746,0.5084745762711864,0.7457627118644068,0.8135593220338984,1.0
