ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
301231.SZ,荣信文化,出版业,20260210,U,50.69,50.69,33.79,0,166493433.0,92500,92500,166493433.0
600088.SH,中视传媒,影视音像,20260210,U,20.01,20.01,16.37,1,25084315.0,112202,112950,25084315.0
600207.SH,安彩高科,电气设备,20260210,U,5.61,5.61,4.59,0,135476630.0,105141,105141,135476630.0
600482.SH,中国动力,船舶,20260210,U,29.85,29.85,24.43,0,131267434.0,134523,134523,131267434.0
600589.SH,大位科技,软件服务,20260210,U,11.45,11.45,9.37,0,487744214.0,92502,92502,487744214.0
600715.SH,文投控股,影视音像,20260210,U,2.61,2.61,2.13,0,61432875.0,93519,93519,61432875.0
600977.SH,中国电影,影视音像,20260210,U,20.74,20.74,16.97,0,295087869.0,105813,105813,295087869.0
601595.SH,上海电影,影视音像,20260210,U,35.78,35.78,29.28,3,225177351.0,93007,94810,225177351.0
601599.SH,浙文影业,纺织,20260210,U,5.64,5.64,4.62,2,126296395.0,93614,93859,126296395.0
601869.SH,长飞光纤,通信设备,20260210,U,211.48,211.48,173.03,2,154813088.0,95811,133450,154813088.0
603000.SH,人民网,互联网,20260210,U,26.27,26.27,21.49,0,349783867.0,93013,93013,349783867.0
603058.SH,永吉股份,广告包装,20260210,U,13.53,13.53,11.07,0,60161145.0,100648,100648,60161145.0
603103.SH,横店影视,影视音像,20260210,U,40.41,40.41,33.07,1,94671739.0,93606,93657,94671739.0
603115.SH,海星股份,铝,20260210,U,25.43,25.43,20.81,0,158721345.0,95246,95246,158721345.0
603301.SH,振德医疗,医疗保健,20260210,U,88.76,88.76,72.62,1,48470060.0,95801,95825,48470060.0
603320.SH,迪贝电气,电气设备,20260210,U,25.26,25.26,20.66,0,108328747.0,100117,100117,108328747.0
603466.SH,风语筑,文教休闲,20260210,U,10.96,10.96,8.96,0,139504458.0,93204,93204,139504458.0
603533.SH,掌阅科技,互联网,20260210,U,28.26,28.26,23.12,0,835283165.0,92501,92501,835283165.0
603598.SH,引力传媒,互联网,20260210,U,31.3,31.3,25.61,0,53641001.0,112126,112126,53641001.0
603729.SH,龙韵股份,广告包装,20260210,U,21.6,21.6,17.68,0,143082741.0,92501,92501,143082741.0
603888.SH,新华网,互联网,20260210,U,27.23,27.23,22.28,1,59944394.0,95359,112314,59944394.0
603960.SH,克来机电,汽车配件,20260210,U,24.55,24.55,20.09,1,43516691.0,102217,103859,43516691.0
603968.SH,醋化股份,化工原料,20260210,U,14.25,14.25,11.66,0,32937450.0,112022,112022,32937450.0
603980.SH,吉华集团,染料涂料,20260210,U,7.93,7.93,6.49,0,228866072.0,92502,92502,228866072.0
603999.SH,读者传媒,出版业,20260210,U,8.87,8.87,7.25,0,47205785.0,102051,102051,47205785.0
605060.SH,联德股份,机械基件,20260210,U,58.03,58.03,47.48,2,9116513.0,95331,145319,9116513.0
605287.SH,德才股份,装修装饰,20260210,U,55.67,55.67,45.55,0,303458283.0,92501,92501,303458283.0
