rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,600371.SH,万向德农,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.747748,0.0,0,0.0,0.0,0.5,0.0,0.8849881796690313,0.0,中,分时缺失|低置信,0.4564554065540153,0.0,0.0,0.0,0.0,0.4392304065540153
2,600127.SH,金健米业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.683248,0.0,0,0.0,0.0,0.5,0.0,0.4549833887043192,0.0,中,分时缺失|低置信,0.3716941235818352,0.0,0.0,0.0,0.0,0.3477691235818352
3,600354.SH,敦煌种业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.39213838958970915,0.0,0.0,0.0,0.0,0.3682133895897092
4,002015.SZ,协鑫能科,1,ok,,0.6601680000000001,0.717996,0.097555,0,0.097555,0.0,0.512227,0.0,0.45,1.0,低,健康涨停,0.31276752772268146,0.0279499,0.004389975,0.0,0.004389975,0.31240245272268147
5,002041.SZ,登海种业,1,ok,,0.734242,0.748101,0.087172,0,0.087172,0.0,0.564141,0.0,0.43333333333333274,1.0,低,健康涨停,0.38798676603424864,0.028702525,0.00392274,0.0,0.00392274,0.38884155103424867
6,600551.SH,时代出版,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.734864,0.0,0,0.0,0.0,0.5,0.0,0.79909090909091,0.0,中,分时缺失|低置信,0.34640948218962087,0.0,0.0,0.0,0.0,0.3564094821896209
7,000560.SZ,我爱我家,1,ok,,0.34765,0.418347,0.45,1,0.45,0.0,0.0,6.0,0.7603448275862068,1.0,高,多次炸板,0.2730565160758382,0.020458675000000003,0.04025,0.08,0.12025,0.18326519107583816
8,000892.SZ,欢瑞世纪,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.30656779170909865,0.03145,0.00315,0.0,0.00315,0.32604279170909867
9,600540.SH,新赛股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.39879759500016154,0.0,0.0,0.0,0.0,0.4085225950001615
10,002181.SZ,粤 传 媒,1,ok,,0.76,0.793066,0.07,0,0.07,0.0,0.65,0.0,0.5671067738231915,1.0,低,健康涨停,0.3065489390742915,0.029826650000000003,0.00315,0.0,0.00315,0.30930058907429153
