ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000021.SZ,深科技,元器件,元器件,20260624,U,50.27,50.27,41.13,0,354857035.0,130806,130806,354857035.0,20260624,1min,241,1,13:08:00,15:00:00,1,0.0,0.6366,0,,0.0,61.1806,0.00789,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000021.SZ,0,63.6042,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260624,intraday_refine_v2,000021.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000032.SZ,深桑达Ａ,建筑工程,建筑工程,20260624,U,25.34,25.34,20.74,9,22613416.0,95457,102536,22613416.0,20260624,1min,241,1,09:55:00,15:00:00,5,3.0,2.7624,3,8.6667,71.0,37.2754,0.011254,0.0,31,0.0,54.2,1.0,1.0,high_open_board_risk,1.0,000032.SZ,0,60.5726,0,37.22,0,0.0,1,,0.5,0,3.0,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260624,intraday_refine_v2,000032.SZ,ok,ok,,1,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000566.SZ,海南海药,化学制药,化学制药,20260624,U,4.49,4.49,3.67,0,179376649.0,93206,93206,179376649.0,20260624,1min,241,1,09:31:00,15:00:00,2,0.0,2.8953,0,,0.0,47.6281,0.015039,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000566.SZ,0,70.7884,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260624,intraday_refine_v2,000566.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000818.SZ,航锦科技,化工原料,化工原料,20260624,U,13.46,13.46,11.02,10,13892066.0,132606,141227,13892066.0,20260624,1min,241,1,13:27:00,15:00:00,1,2.0,0.4458,2,1.5,97.5,72.4504,0.019117,0.0,31,0.0,44.5,1.0,1.0,neutral_limitup,1.0,000818.SZ,0,66.7601,0,24.35,0,0.0,1,,0.5,0,2.0,0.5,1,,0.5,0.5,0.0,0.4,0.5,0.0,20260624,intraday_refine_v2,000818.SZ,ok,ok,,1,ok,0.765,0.2,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000823.SZ,超声电子,元器件,元器件,20260624,U,23.52,23.52,19.24,4,33762960.0,143642,144445,33762960.0,20260624,1min,241,1,14:37:00,15:00:00,2,1.0,2.551,1,3.0,90.0,69.1939,0.208645,0.0,21,1.0,20.711,1.0,1.0,weak_limitup,1.0,000823.SZ,0,47.7891,0,29.3824,0,29.1562,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260624,intraday_refine_v2,000823.SZ,ok,ok,,1,ok,0.595,0.44999999999999996,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000908.SZ,景峰医药,化学制药,化学制药,20260624,U,6.05,6.05,4.95,2,36495415.0,93342,94533,36495415.0,20260624,1min,241,1,09:34:00,15:00:00,3,1.0,3.6364,1,11.0,64.0,53.5818,0.008462,0.0,31,0.0,72.8,1.0,1.0,neutral_limitup,1.0,000908.SZ,0,73.8345,0,20.78,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260624,intraday_refine_v2,000908.SZ,ok,ok,,1,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000925.SZ,众合科技,运输设备,运输设备,20260624,U,9.09,9.09,7.43,7,32466571.0,112954,131227,32466571.0,20260624,1min,241,1,11:30:00,15:00:00,1,3.0,1.4301,3,1.0,100.0,55.4191,0.010431,0.0,31,0.0,35.0,1.0,1.0,high_open_board_risk,1.0,000925.SZ,0,57.3757,0,32.85,0,0.0,1,,0.5,0,3.0,0.5,1,,0.5,0.5,0.0,0.6,0.5,0.0,20260624,intraday_refine_v2,000925.SZ,ok,ok,,1,ok,0.7350000000000001,0.25,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000967.SZ,盈峰环境,环境保护,环境保护,20260624,U,11.02,11.02,9.02,1,120158774.0,105703,110836,120158774.0,20260624,1min,241,1,10:58:00,15:00:00,2,0.0,1.5426,0,,0.0,55.7441,0.005699,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000967.SZ,0,67.3732,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260624,intraday_refine_v2,000967.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001339.SZ,智微智能,IT设备,IT设备,20260624,U,136.95,136.95,112.05,9,8929140.0,104303,144627,8929140.0,20260624,1min,241,1,10:44:00,15:00:00,3,2.0,4.257,2,1.5,97.5,49.5828,0.034895,0.0,29,1.0,53.5,1.0,1.0,neutral_limitup,1.0,001339.SZ,0,60.9498,0,26.0,0,12.0,1,,0.5,0,2.0,0.5,1,,0.5,0.5,0.0,0.4,0.5,0.0,20260624,intraday_refine_v2,001339.SZ,ok,ok,,1,ok,0.5650000000000001,0.5,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001359.SZ,平安电工,矿物制品,矿物制品,20260624,U,129.03,129.03,105.57,0,66494707.0,101733,101733,66494707.0,20260624,1min,241,1,10:18:00,15:00:00,1,0.0,0.4883,0,,0.0,62.0704,0.012771,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,001359.SZ,0,69.2711,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260624,intraday_refine_v2,001359.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
