rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002379.SZ,宏桥控股,1,ok,,0.625057,0.682539,0.202962,0,0.226875,0.0,0.48518900000000004,2.0,0.7198961937716264,1.0,低,健康涨停,0.25579909847547394,0.027063475000000004,0.017133290000000002,0.0,0.017133290000000002,0.24180428347547392
2,600664.SH,哈药股份,1,ok,,0.840038,0.830259,0.096642,0,0.096642,0.0,0.7667919999999999,1.0,0.6992581602373881,1.0,低,健康涨停,0.34132137960374687,0.030756475,0.008348890000000001,0.0,0.008348890000000001,0.3549039646037469
3,603313.SH,梦百合,1,ok,,0.486994,0.657917,0.109004,0,0.14400000000000002,0.12,0.634981,0.0,0.3921487603305789,1.0,低,健康涨停,0.26568959546172494,0.026447924999999997,0.009105180000000001,0.0,0.009105180000000001,0.25910734046172496
4,003020.SZ,立方制药,1,ok,,0.825092,0.840855,0.106606,0,0.106606,0.0,0.7169719999999999,1.0,0.8662219850586983,1.0,低,健康涨停,0.3076236120024747,0.031021375000000004,0.00879727,0.0,0.00879727,0.3398477170024747
5,600536.SH,中国软件,1,ok,,0.51872,0.606983,0.199053,0,0.28755000000000003,0.12,0.43473300000000004,1.0,0.4561391541609828,1.0,低,健康涨停,0.26912095176059986,0.025174575000000005,0.017157385,0.0,0.017157385,0.2532131417605999
6,000989.SZ,九芝堂,1,ok,,0.529357,0.570913,0.282762,0,0.343125,0.12,0.266192,2.0,0.6191176470588242,1.0,低,回封偏弱,0.3108036913651794,0.024272825,0.02492429,0.0,0.02492429,0.2862272263651794
7,603137.SH,恒尚节能,1,ok,,0.752324,0.671833,0.170318,0,0.170318,0.0,0.648412,2.0,0.17635514018691592,1.0,低,健康涨停,0.2398394131139079,0.026795825000000002,0.01566431,0.0,0.01566431,0.22704592811390792
8,300214.SZ,日科化学,1,ok,,0.76,0.783,0.07,0,0.07,0.0,0.65,0.0,0.5,0.75,低,健康涨停,0.2858941367076206,0.027075000000000002,0.00315,0.0,0.00315,0.28589413670762065
9,000920.SZ,沃顿科技,1,ok,,0.668813,0.671647,0.185791,0,0.18579120000000002,0.0,0.571044,2.0,0.4452941176470591,1.0,低,健康涨停,0.23770686084569911,0.026791175,0.016360595,0.0,0.016360595,0.23931244084569908
10,603065.SH,宿迁联盛,1,ok,,0.7448600000000001,0.740505,0.080093,0,0.08009340000000001,0.0,0.599533,0.0,0.3142673521850908,1.0,低,健康涨停,0.2672758738081248,0.028512625,0.0036041849999999998,0.0,0.0036041849999999998,0.26825931380812484
11,600629.SH,华建集团,1,ok,,0.717624,0.732948,0.097251,0,0.129375,0.0,0.763746,1.0,0.2994117647058821,1.0,低,健康涨停,0.23361725909535838,0.0283237,0.008376294999999999,0.0,0.008376294999999999,0.24473966409535838
12,605090.SH,九丰能源,1,ok,,0.7324269999999999,0.831346,0.088382,0,0.08838200000000002,0.0,0.55809,0.0,1.0,1.0,低,健康涨停,0.24762474910776766,0.030783650000000003,0.00397719,0.0,0.00397719,0.26560620910776767
13,600992.SH,贵绳股份,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.24223106940017156,0.03145,0.00315,0.0,0.00315,0.2805310694001716
14,603318.SH,水发燃气,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.24448944425003755,0.03145,0.00315,0.0,0.00315,0.24886444425003754
15,601608.SH,中信重工,1,ok,,0.597047,0.676779,0.242336,0,0.27630000000000005,0.0,0.288322,2.0,1.0,1.0,低,回封偏弱,0.22745674316960254,0.026919475,0.018905119999999997,0.0,0.018905119999999997,0.22664609816960254
