ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000037.SZ,深南电A,火力发电,火力发电,20260326,U,11.99,11.99,9.81,0,86494361.0,111500,111500,86494361.0
000692.SZ,惠天热电,供气供热,供气供热,20260326,U,4.9,4.9,4.01,0,55081037.0,94436,94436,55081037.0
000720.SZ,新能泰山,电气设备,电气设备,20260326,U,5.01,5.01,4.1,0,237765221.0,92500,92500,237765221.0
000722.SZ,湖南发展,水力发电,水力发电,20260326,U,18.28,18.28,14.96,13,71769016.0,93018,105418,71769016.0
000767.SZ,晋控电力,火力发电,火力发电,20260326,U,4.63,4.63,3.79,2,160492560.0,93054,93524,160492560.0
000927.SZ,中国铁物,仓储物流,仓储物流,20260326,U,3.34,3.34,2.74,12,7951538.0,93203,145336,7951538.0
000965.SZ,天保基建,区域地产,区域地产,20260326,U,4.18,4.18,3.42,2,30367031.0,92500,101133,30367031.0
000968.SZ,蓝焰控股,石油开采,石油开采,20260326,U,10.93,10.93,8.95,0,134359615.0,131951,131951,134359615.0
001367.SZ,海森药业,化学制药,化学制药,20260326,U,24.12,24.12,19.74,1,35083866.0,93012,93545,35083866.0
002082.SZ,万邦德,中成药,中成药,20260326,U,23.67,23.67,19.37,4,2755188.0,143518,144345,2755188.0
002109.SZ,兴化股份,化工原料,化工原料,20260326,U,4.94,4.94,4.04,0,122102474.0,95824,95824,122102474.0
002149.SZ,西部材料,小金属,小金属,20260326,U,46.74,46.74,38.24,0,304461181.0,143606,143606,304461181.0
002192.SZ,融捷股份,小金属,小金属,20260326,U,70.91,70.91,58.01,9,23520847.0,94833,141042,23520847.0
002263.SZ,大东南,塑料,塑料,20260326,U,3.7,3.7,3.02,0,77871310.0,94018,94018,77871310.0
002361.SZ,神剑股份,化工原料,化工原料,20260326,U,12.4,12.4,10.14,0,169305111.0,140151,140151,169305111.0
002471.SZ,中超控股,电气设备,电气设备,20260326,U,8.76,8.76,7.16,0,330617537.0,92500,92500,330617537.0
002692.SZ,远程股份,电气设备,电气设备,20260326,U,5.98,5.98,4.9,0,101739534.0,93909,93909,101739534.0
002705.SZ,新宝股份,家用电器,家用电器,20260326,U,14.77,14.77,12.09,3,37214492.0,93003,144648,37214492.0
002782.SZ,可立克,元器件,元器件,20260326,U,26.16,26.16,21.4,4,20066995.0,105800,142518,20066995.0
002902.SZ,铭普光磁,通信设备,通信设备,20260326,U,28.55,28.55,23.36,1,163227487.0,93024,93103,163227487.0
003018.SZ,金富科技,塑料,塑料,20260326,U,28.22,28.22,23.09,0,75121640.0,93418,93418,75121640.0
600163.SH,中闽能源,新型电力,新型电力,20260326,U,8.29,8.29,6.79,1,170917383.0,92502,101238,170917383.0
600207.SH,安彩高科,电气设备,电气设备,20260326,U,6.58,6.58,5.38,0,44996790.0,100449,100449,44996790.0
600310.SH,广西能源,水力发电,水力发电,20260326,U,6.0,6.0,4.91,0,120797076.0,103105,103105,120797076.0
600682.SH,南京新百,生物制药,生物制药,20260326,U,7.06,7.06,5.78,0,100472497.0,94511,94511,100472497.0
600726.SH,华电能源,火力发电,火力发电,20260326,U,6.77,6.77,5.54,0,12801684.0,145559,145559,12801684.0
600800.SH,渤海化学,化工原料,化工原料,20260326,U,5.21,5.21,4.27,2,34701726.0,93105,93347,34701726.0
600844.SH,金煤科技,化工原料,化工原料,20260326,U,4.54,4.54,3.72,0,143217932.0,134523,134523,143217932.0
601515.SH,衢州东峰,广告包装,广告包装,20260326,U,4.41,4.41,3.61,0,20895462.0,93521,93521,20895462.0
601908.SH,京运通,电气设备,电气设备,20260326,U,5.03,5.03,4.11,0,152601649.0,103924,103924,152601649.0
603026.SH,石大胜华,化工原料,化工原料,20260326,U,85.32,85.32,69.8,2,103451865.0,95239,132451,103451865.0
603217.SH,元利科技,化工原料,化工原料,20260326,U,24.68,24.68,20.2,0,99626545.0,94658,94658,99626545.0
603272.SH,联翔股份,家居用品,家居用品,20260326,U,29.38,29.38,24.04,0,10779522.0,101251,101251,10779522.0
603520.SH,司太立,化学制药,化学制药,20260326,U,10.3,10.3,8.42,1,23185300.0,94325,95855,23185300.0
603538.SH,美诺华,化学制药,化学制药,20260326,U,35.62,35.62,29.14,7,139466334.0,93342,94318,139466334.0
603601.SH,再升科技,玻璃,玻璃,20260326,U,13.44,13.44,11.0,5,192672574.0,93004,140225,192672574.0
603687.SH,大胜达,广告包装,广告包装,20260326,U,16.5,16.5,13.5,1,128378250.0,101944,102811,128378250.0
603937.SH,丽岛新材,铝,铝,20260326,U,14.32,14.32,11.72,0,28764584.0,93905,93905,28764584.0
605555.SH,德昌股份,家用电器,家用电器,20260326,U,16.81,16.81,13.75,0,120440725.0,135527,135527,120440725.0
