ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,_limitup_quality_score_provided,limitup_quality_is_default,limitup_quality_score_source_raw,limitup_quality_score_raw,_intraday_risk_score_provided,intraday_risk_is_default,intraday_risk_score_source_raw,intraday_risk_score_raw,_late_withdraw_score_provided,late_withdraw_is_default,late_withdraw_score_source_raw,late_withdraw_score_raw,_reseal_score_provided,reseal_is_default,reseal_score_source_raw,reseal_score_raw,reseal_score,_open_board_count_provided,open_board_count_is_default,open_board_count_source_raw,open_board_count_raw,_seal_stability_score_provided,seal_stability_score,_auction_strength_score_provided,auction_strength_is_default,auction_strength_score_source_raw,auction_strength_score_raw,auction_strength_score,_auction_real_volume_score_provided,auction_real_volume_score,_volatility_risk_score_provided,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,_intraday_feature_valid_count,_intraday_code_match,intraday_status,intraday_data_status,intraday_missing_reason,_auction_source_auction_strength_score_provided,_auction_source_auction_real_volume_score_provided,auction_available,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,auction_data_status,risk_level,risk_label,risk_tags,auction_matched_key
000007.SZ,全新好,一般零售,一般零售,1→2,1.0,1→2,20260818,U,11.69,11.69,9.57,0,19618169.0,130045,130045,1/1,3.29,126807213.0,4049977634.36,4049977681.12,19618169.0,0.78,0.035,0.16,limit_list_d,1min,241,1,13:01:00,15:00:00,1,0.0,3.3362,0,,0.0,44.9829,11.134,4.9938,0.011327,0.0,0.0,31,0.0,45.0,0.587449,0.1100342,neutral_limitup,1,000007.SZ,1.0,0,58.7449,0.587449,1.0,0,12.0,0.12,1.0,0,0.0,0.0,1.0,0,44.9829,0.44982900000000003,0.44982900000000003,1.0,0,0.0,0.0,1.0,0.45,0.0,0,,,0.4612888052681086,0.0,0.5,0.0,0.0,0.0,0.550171,0.0,20260818,intraday_refine_v2,000007.SZ,6.0,1.0,ok,ok,,1,0,1,0.6853938207902163,0.1100342,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000007.SZ
000019.SZ,深粮控股,农产品加,农产品加,1→2,1.0,1→2,20260818,U,6.96,6.96,5.7,2,12345306.0,100406,130009,1/1,13.11,370254384.0,2896796592.72,8021645326.08,12345306.0,0.78,0.035,0.16,limit_list_d,1min,241,1,10:05:00,15:00:00,2,2.0,2.5862,2,57.5,20.0,32.4828,6.7854,2.5732,0.014905,0.0,0.0,31,0.0,41.0,0.531948,0.33187500000000003,weak_limitup,1,000019.SZ,1.0,0,53.1948,0.531948,1.0,0,44.25,0.4425,1.0,0,0.0,0.0,1.0,0,32.4828,0.32482799999999995,0.32482799999999995,1.0,0,2.0,2.0,1.0,0.41,0.0,0,,,0.4594786729857823,0.0,0.5,0.0,0.0,0.4,0.6751720000000001,0.0,20260818,intraday_refine_v2,000019.SZ,6.0,1.0,ok,ok,,1,0,1,0.5834718009478673,0.23503440000000003,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000019.SZ
000020.SZ,深华发Ａ,光学光电,光学光电,1→2,1.0,1→2,20260818,U,12.49,12.49,10.22,0,104071651.0,101739,101739,1/1,3.71,81038091.0,2262755733.59,3536683787.68,104071651.0,0.78,0.035,0.16,limit_list_d,1min,241,1,10:18:00,15:00:00,1,0.0,9.2874,0,,0.0,9.2754,12.0564,3.5967,0.009551,0.0,0.0,31,0.0,57.0,0.534326,0.1814492,weak_limitup,1,000020.SZ,1.0,0,53.4326,0.534326,1.0,0,10.2,0.102,1.0,0,0.0,0.0,1.0,0,9.2754,0.09275399999999999,0.09275399999999999,1.0,0,0.0,0.0,1.0,0.57,0.0,0,,,0.455286343612334,0.0,0.5,0.0,0.0,0.0,0.907246,0.0,20260818,intraday_refine_v2,000020.SZ,6.0,1.0,ok,ok,,1,0,1,0.5971415515418501,0.1814492,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000020.SZ
000153.SZ,丰原药业,化学制药,化学制药,1→2,1.0,1→2,20260818,U,6.68,6.68,5.46,0,109721939.0,92500,92500,1/1,2.3,70646077.0,3065241559.96,3104099273.6,109721939.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,6.68,0.0,0.023081,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,000153.SZ,1.0,0,76.0,0.76,1.0,0,8.25,0.0825,1.0,0,0.0,0.0,1.0,0,65.0,0.65,0.65,1.0,0,0.0,0.0,1.0,0.7,0.0,0,,,1.0,0.0,0.5,0.0,0.0,0.0,0.35,0.0,20260818,intraday_refine_v2,000153.SZ,6.0,1.0,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000153.SZ
000505.SZ,京粮控股,农产品加,农产品加,2→3,2.0,2→3,20260818,U,6.79,6.79,5.55,1,30318708.0,101933,105236,2/2,12.21,508426816.0,4293862481.44,4935992238.24,30318708.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:50:00,15:00:00,2,0.0,4.1237,0,,0.0,40.2577,6.5832,3.1408,0.006184,0.0,0.0,31,0.0,70.0,0.685773,0.11948460000000001,neutral_limitup,1,000505.SZ,1.0,0,68.5773,0.685773,1.0,0,8.25,0.0825,1.0,0,0.0,0.0,1.0,0,40.2577,0.402577,0.402577,1.0,0,0.0,0.0,1.0,0.7,0.0,0,,,0.4986223662884919,0.0,0.5,0.0,0.0,0.0,0.597423,0.0,20260818,intraday_refine_v2,000505.SZ,6.0,1.0,ok,ok,,1,0,1,0.7110406549432738,0.11948460000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000505.SZ
000526.SZ,学大教育,教育,教育,1→2,1.0,1→2,20260818,U,35.54,35.54,29.08,0,329441584.0,92500,92500,1/1,2.64,113823958.0,4317168509.86,4330943813.86,329441584.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,35.54,0.0,0.005714,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,000526.SZ,1.0,0,76.0,0.76,1.0,0,8.25,0.0825,1.0,0,0.0,0.0,1.0,0,65.0,0.65,0.65,1.0,0,0.0,0.0,1.0,0.7,0.0,0,,,1.0,0.0,0.5,0.0,0.0,0.0,0.35,0.0,20260818,intraday_refine_v2,000526.SZ,6.0,1.0,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000526.SZ
000597.SZ,东北制药,化学制药,化学制药,1→2,1.0,1→2,20260818,U,5.51,5.51,4.51,0,62369546.0,112418,112418,1/1,5.85,441210320.0,7764712590.87,7862374778.72,62369546.0,0.78,0.035,0.16,limit_list_d,1min,241,1,11:25:00,15:00:00,1,0.0,3.6298,0,,0.0,43.2214,5.3543,2.9081,0.018922,0.0,0.0,31,0.0,45.0,0.582164,0.11355719999999998,neutral_limitup,1,000597.SZ,1.0,0,58.2164,0.582164,1.0,0,12.0,0.12,1.0,0,0.0,0.0,1.0,0,43.2214,0.43221400000000004,0.43221400000000004,1.0,0,0.0,0.0,1.0,0.45,0.0,0,,,0.41407185628742615,0.0,0.5,0.0,0.0,0.0,0.5677859999999999,0.0,20260818,intraday_refine_v2,000597.SZ,6.0,1.0,ok,ok,,1,0,1,0.6732027784431139,0.11355719999999998,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000597.SZ
000620.SZ,盈新发展,房地产开发,房地产开发,1→2,1.0,1→2,20260818,U,3.41,3.41,2.79,1,184542611.0,92500,93221,2/3,7.65,1213375824.0,15930663459.15,20022889722.88,184542611.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:30:00,15:00:00,2,1.0,2.9326,1,2.0,95.0,68.6547,3.3946,0.4522,0.01245,0.0,0.0,31,0.0,79.0,0.811464,0.1126906,healthy_limitup,1,000620.SZ,1.0,0,81.1464,0.811464,1.0,0,12.1,0.121,1.0,0,0.0,0.0,1.0,0,68.6547,0.686547,0.686547,1.0,0,1.0,1.0,1.0,0.79,0.0,0,,,1.0,0.0,0.5,0.0,0.0,0.2,0.313453,0.0,20260818,intraday_refine_v2,000620.SZ,6.0,1.0,ok,ok,,1,0,1,0.8507486000000001,0.1126906,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000620.SZ
000678.SZ,襄阳轴承,汽车零部件,汽车零部件,1→2,1.0,1→2,20260818,U,10.51,10.51,8.6,1,35890788.0,103857,103939,1/1,9.99,454335968.0,4830519986.47,4830519933.92,35890788.0,0.78,0.035,0.16,limit_list_d,1min,241,1,10:39:00,15:00:00,1,0.0,6.5652,0,,0.0,25.6089,9.8922,6.2455,0.016188,0.0,0.0,31,0.0,57.0,0.583327,0.1487822,neutral_limitup,1,000678.SZ,1.0,0,58.3327,0.583327,1.0,0,10.2,0.102,1.0,0,0.0,0.0,1.0,0,25.6089,0.256089,0.256089,1.0,0,0.0,0.0,1.0,0.57,0.0,0,,,0.4562827225130895,0.0,0.5,0.0,0.0,0.0,0.743911,0.0,20260818,intraday_refine_v2,000678.SZ,6.0,1.0,ok,ok,,1,0,1,0.6446583083769635,0.1487822,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000678.SZ
000713.SZ,国投丰乐,种植业,种植业,1→2,1.0,1→2,20260818,U,6.5,6.5,5.32,0,3598140.0,145600,145600,1/1,7.72,297375904.0,3991097370.0,5188426568.0,3598140.0,0.78,0.035,0.16,limit_list_d,1min,241,1,14:56:00,15:00:00,1,0.0,1.8462,0,,0.0,53.9231,6.2771,3.5513,0.352308,3.0111,0.0,5,0.430154,9.2462,0.345838,0.2212,weak_limitup,1,000713.SZ,1.0,0,34.5838,0.345838,1.0,0,28.1169,0.281169,1.0,0,43.0154,0.430154,1.0,0,53.9231,0.539231,0.539231,1.0,0,0.0,0.0,1.0,0.092462,0.0,0,,,0.39923857868020335,0.0,0.5,0.0,0.0,0.0,0.460769,0.0,20260818,intraday_refine_v2,000713.SZ,6.0,1.0,ok,ok,,1,0,1,0.5354525868020306,0.2212,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000713.SZ
