ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,_limitup_quality_score_provided,limitup_quality_is_default,limitup_quality_score_source_raw,limitup_quality_score_raw,_intraday_risk_score_provided,intraday_risk_is_default,intraday_risk_score_source_raw,intraday_risk_score_raw,_late_withdraw_score_provided,late_withdraw_is_default,late_withdraw_score_source_raw,late_withdraw_score_raw,_reseal_score_provided,reseal_is_default,reseal_score_source_raw,reseal_score_raw,reseal_score,_open_board_count_provided,open_board_count_is_default,open_board_count_source_raw,open_board_count_raw,_seal_stability_score_provided,seal_stability_score,_auction_strength_score_provided,auction_strength_is_default,auction_strength_score_source_raw,auction_strength_score_raw,auction_strength_score,_auction_real_volume_score_provided,auction_real_volume_score,_volatility_risk_score_provided,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,_intraday_feature_valid_count,_intraday_code_match,intraday_status,intraday_data_status,intraday_missing_reason,_auction_source_auction_strength_score_provided,_auction_source_auction_real_volume_score_provided,auction_available,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,auction_data_status,risk_level,risk_label,risk_tags,auction_matched_key
000048.SZ,京基智农,养殖业,养殖业,1→2,1.0,1→2,20260910,U,23.2,23.2,18.98,2,22317564.0,142045,143245,1/1,5.39,624024576.0,12279823800.0,12300703846.4,22317564.0,0.78,0.035,0.16,limit_list_d,1min,241,1,14:21:00,15:00:00,2,0.0,0.8621,0,,0.0,59.8276,21.8931,5.9694,0.095171,0.0,0.0,31,0.0,45.0,0.6319830000000001,0.09,neutral_limitup,1,000048.SZ,1,0,63.1983,0.6319830000000001,1,0,12.0,0.12,1,0,0.0,0.0,1,0,59.8276,0.5982759999999999,0.5982759999999999,1,0,0,0,1,0.45,0,0,,,0.29068278805120934,0,0.5,0,0.0,0.0,0.4017240000000001,0.0,20260910,intraday_refine_v2,000048.SZ,6,1,ok,ok,,1,0,1,0.7028525182076814,0.08034480000000002,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000048.SZ
000532.SZ,华金资本,多元金融,多元金融,1→2,1.0,1→2,20260910,U,12.43,12.43,10.17,0,30885094.0,144703,144703,1/1,3.63,148934013.0,4270323342.78,4284724616.48,30885094.0,0.78,0.035,0.16,limit_list_d,1min,241,1,14:48:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,11.9412,4.0934,0.718848,10.6857,0.0,13,1.0,0.0,0.195,0.37,late_withdraw_risk,1,000532.SZ,1,0,19.5,0.195,1,0,43.75,0.4375,1,0,100.0,1.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.0,0,0,,,0.4340707964601767,0,0.5,0,0.0,0.0,0.35,0.0,20260910,intraday_refine_v2,000532.SZ,6,1,ok,ok,,1,0,1,0.40361061946902654,0.37,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000532.SZ
000565.SZ,渝三峡Ａ,化学制品,化学制品,2→3,2.0,2→3,20260910,U,7.91,7.91,6.47,0,48895103.0,94139,94139,2/2,7.47,238039702.0,3429714460.2,3429714491.84,48895103.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:42:00,15:00:00,1,0.0,6.4475,0,,0.0,26.3148,7.3536,7.5667,0.033147,0.0,0.0,31,0.0,70.0,0.6439440000000001,0.1473704,neutral_limitup,1,000565.SZ,1,0,64.3944,0.6439440000000001,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,26.3148,0.263148,0.263148,1,0,0,0,1,0.7,0,0,,,0.30813630041724577,0,0.5,0,0.0,0.0,0.7368520000000001,0.0,20260910,intraday_refine_v2,000565.SZ,6,1,ok,ok,,1,0,1,0.6420332450625869,0.1473704,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000565.SZ
000722.SZ,湖南发展,电力,电力,1→2,1.0,1→2,20260910,U,14.74,14.74,12.06,1,69183678.0,95048,95106,1/1,6.88,455220144.0,6841693076.68,9430494930.56,69183678.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:51:00,15:00:00,1,0.0,0.6784,0,,0.0,60.9294,14.2554,3.3991,0.014759,0.0,0.0,31,0.0,70.0,0.747788,0.07814120000000001,neutral_limitup,1,000722.SZ,1,0,74.7788,0.747788,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,60.9294,0.609294,0.609294,1,0,0,0,1,0.7,0,0,,,0.4276119402985071,0,0.5,0,0.0,0.0,0.390706,0.0,20260910,intraday_refine_v2,000722.SZ,6,1,ok,ok,,1,0,1,0.760336991044776,0.07814120000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000722.SZ
000823.SZ,超声电子,元件,元件,1→2,1.0,1→2,20260910,U,18.7,18.7,15.3,1,65195025.0,102854,135036,2/4,25.93,2769778928.0,11125231522.9,11125656854.4,65195025.0,0.78,0.035,0.16,limit_list_d,1min,241,1,10:29:00,15:00:00,2,1.0,3.9572,1,23.0,42.0,43.9567,17.9536,4.1576,0.025784,0.0,0.0,31,0.0,55.4,0.63117,0.216675,neutral_limitup,1,000823.SZ,1,0,63.117,0.63117,1,0,28.89,0.2889,1,0,0.0,0.0,1,0,43.9567,0.439567,0.439567,1,0,1,1,1,0.5539999999999999,0,0,,,0.3794117647058826,0,0.5,0,0.0,0.2,0.560433,0.0,20260910,intraday_refine_v2,000823.SZ,6,1,ok,ok,,1,0,1,0.6541761647058824,0.1620866,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000823.SZ
000978.SZ,桂林旅游,旅游及景,旅游及景,4→5,4.0,4→5,20260910,U,9.69,9.69,7.93,1,70007963.0,92500,93803,4/4,17.27,771858384.0,4536097945.47,4536179700.0,70007963.0,1.1,0.005,0.515,limit_list_d,1min,241,1,09:30:00,15:00:00,2,1.0,5.7792,1,6.0,82.0,47.0251,9.5479,1.4884,0.023782,0.0,0.0,31,0.0,76.4,0.734875,0.15594980000000003,neutral_limitup,1,000978.SZ,1,0,73.4875,0.734875,1,0,15.74,0.1574,1,0,0.0,0.0,1,0,47.0251,0.47025100000000003,0.47025100000000003,1,0,1,1,1,0.764,0,0,,,1.0,0,0.5,0,0.0,0.2,0.529749,0.0,20260910,intraday_refine_v2,000978.SZ,6,1,ok,ok,,1,0,1,0.7845127,0.15594980000000003,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000978.SZ
000993.SZ,闽东电力,电力,电力,2→3,2.0,2→3,20260910,U,12.62,12.62,10.32,1,122261941.0,93351,94742,2/2,12.12,678574304.0,5779347362.1,5779347374.72,122261941.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:34:00,15:00:00,2,0.0,6.1014,0,,0.0,28.3914,12.2269,3.2147,0.007206,0.0,0.0,31,0.0,70.0,0.6501739999999999,0.14321720000000002,neutral_limitup,1,000993.SZ,1,0,65.0174,0.6501739999999999,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,28.3914,0.283914,0.283914,1,0,0,0,1,0.7,0,0,,,0.6069311246730595,0,0.5,0,0.0,0.0,0.716086,0.0,20260910,intraday_refine_v2,000993.SZ,6,1,ok,ok,,1,0,1,0.6928746687009589,0.14321720000000002,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000993.SZ
001299.SZ,美能能源,燃气Ⅱ,燃气Ⅱ,1→2,1.0,1→2,20260910,U,11.83,11.83,9.68,5,9034854.0,94903,144409,1/1,13.93,455520992.0,3340054730.74,3717165626.72,9034854.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:50:00,15:00:00,5,3.0,4.142,3,95.6667,20.0,11.1479,11.5826,2.1362,0.074385,2.9591,0.0,18,0.12,41.0,0.43794400000000006,0.41212499999999996,high_open_board_risk,1,001299.SZ,1,0,43.7944,0.43794400000000006,1,0,54.95,0.5495,1,0,12.0,0.12,1,0,11.1479,0.111479,0.111479,1,0,3,3,1,0.41,0,0,,,0.5169767441860461,0,0.5,0,0.0,0.6,0.888521,0.0,20260910,intraday_refine_v2,001299.SZ,6,1,ok,ok,,1,0,1,0.467225511627907,0.36370420000000003,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,001299.SZ
002174.SZ,游族网络,游戏Ⅱ,游戏Ⅱ,1→2,1.0,1→2,20260910,U,13.64,13.64,11.16,2,23844084.0,130103,144915,1/1,9.97,1298613680.0,13357093332.88,13364621494.4,23844084.0,0.78,0.035,0.16,limit_list_d,1min,241,1,13:01:00,15:00:00,1,1.0,0.8798,1,1.0,100.0,82.7214,13.2984,2.5687,0.097866,0.0,0.0,31,0.0,55.0,0.745664,0.108375,neutral_limitup,1,002174.SZ,1,0,74.5664,0.745664,1,0,14.45,0.1445,1,0,0.0,0.0,1,0,82.7214,0.827214,0.827214,1,0,1,1,1,0.55,0,0,,,0.4306451612903222,0,0.5,0,0.0,0.2,0.172786,0.0,20260910,intraday_refine_v2,002174.SZ,6,1,ok,ok,,1,0,1,0.7737387741935483,0.0845572,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002174.SZ
002201.SZ,九鼎新材,玻璃玻纤,玻璃玻纤,1→2,1.0,1→2,20260910,U,10.08,10.08,8.24,2,73920036.0,93836,135106,1/1,9.85,589175792.0,6068396073.6,6568493299.2,73920036.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:38:00,15:00:00,1,1.0,2.9762,1,1.0,100.0,70.1429,9.9306,1.5042,0.033149,0.0,0.0,31,0.0,80.0,0.8204290000000001,0.10971420000000001,healthy_limitup,1,002201.SZ,1,0,82.0429,0.8204290000000001,1,0,10.7,0.107,1,0,0.0,0.0,1,0,70.1429,0.701429,0.701429,1,0,1,1,1,0.8,0,0,,,0.4368995633187776,0,0.5,0,0.0,0.2,0.29857100000000003,0.0,20260910,intraday_refine_v2,002201.SZ,6,1,ok,ok,,1,0,1,0.7719494344978167,0.10971420000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,002201.SZ
