ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
605118.SH,力鼎光电,计算机设,20260707,38.08,9.9942,54491.26,1.3327,,0.95,,1.0,U,38.08,31.16,2.0,34679456.0,09:38:00,15:00:00,2.0,70.090909,70.090909,70.090909,0.795,1.881818,71.972727,1,ok,,20260707,intraday_refine_v2,605118.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.696969696969697,0.5151515151515151,0.8787878787878788,0.5151515151515151,0.5151515151515151,0.7575757575757576,0.7424242424242424,1.0
600120.SH,浙江东方,多元金融,20260707,4.88,9.9099,290674.6,0.8511,,0.83,,1.0,U,4.88,4.0,0.0,151725612.0,09:30:00,15:00:00,0.0,68.272727,68.272727,68.272727,0.825,2.845455,71.118182,1,ok,,20260707,intraday_refine_v2,600120.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,1.0,0.5151515151515151,0.9696969696969697,0.696969696969697,0.5151515151515151,0.21212121212121213,0.2878787878787879,1.0
001230.SZ,劲旅环境,环境治理,20260707,17.42,9.9747,58541.52,5.323,,1.74,,1.0,U,17.42,14.26,1.0,30203980.0,13:11:00,15:00:00,1.0,66.363636,66.363636,66.363636,0.795,2.627273,68.990909,1,ok,,20260707,intraday_refine_v2,001230.SZ,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9090909090909091,0.5151515151515151,0.5454545454545454,0.24242424242424243,0.5151515151515151,0.8484848484848485,0.6363636363636364,1.0
603137.SH,恒尚节能,装修装饰,20260707,20.83,9.9789,7289.47,0.3985,,0.74,,1.0,U,20.83,17.05,0.0,385095728.0,09:30:00,15:00:00,0.0,65.121212,65.121212,65.121212,0.825,3.475758,68.59697,1,ok,,20260707,intraday_refine_v2,603137.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8484848484848485,0.5151515151515151,1.0,0.7878787878787878,0.5151515151515151,0.09090909090909091,0.2878787878787879,1.0
002585.SZ,双星新材,塑料,20260707,11.37,9.9613,436255.62,4.9197,,0.48,198715860.35,1.0,U,11.37,9.31,0.0,146700992.0,09:44:00,15:00:00,0.0,63.424242,63.424242,63.424242,0.825,3.815152,67.239394,1,ok,,20260707,intraday_refine_v2,002585.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9696969696969697,0.5151515151515151,0.5757575757575758,0.9393939393939394,0.5151515151515151,0.2727272727272727,0.2878787878787879,1.0
603861.SH,白云电器,电网设备,20260707,15.2,9.9855,449843.55,8.5103,,2.48,152915175.61,1.0,U,15.2,12.44,5.0,36992240.0,09:52:00,15:00:00,5.0,59.69697,59.69697,59.69697,0.795,3.960606,63.657576,1,ok,,20260707,intraday_refine_v2,603861.SH,1,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7575757575757576,0.5151515151515151,0.3939393939393939,0.12121212121212122,0.5151515151515151,0.7272727272727273,0.8787878787878788,1.0
001229.SZ,魅视科技,计算机设,20260707,38.82,10.0028,18214.81,2.4698,,0.21,,1.0,U,38.82,31.76,0.0,119577983.0,09:31:00,15:00:00,0.0,58.909091,58.909091,58.909091,0.825,4.718182,63.627273,1,ok,,20260707,intraday_refine_v2,001229.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.4696969696969697,0.5151515151515151,0.7272727272727273,1.0,0.5151515151515151,0.36363636363636365,0.2878787878787879,1.0
002497.SZ,雅化集团,化学制品,20260707,24.65,9.9955,177467.37,1.6749,,0.29,,1.0,U,24.65,20.17,0.0,370881435.0,09:30:00,15:00:00,0.0,58.818182,58.818182,58.818182,0.825,4.736364,63.554546,1,ok,,20260707,intraday_refine_v2,002497.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.6060606060606061,0.5151515151515151,0.7878787878787878,0.9696969696969697,0.5151515151515151,0.12121212121212122,0.2878787878787879,1.0
001311.SZ,多利科技,汽车零部件,20260707,19.67,10.0112,34369.99,1.9404,,0.62,12127815.97,1.0,U,19.67,16.09,0.0,58479736.0,09:32:00,15:00:00,0.0,58.212121,58.212121,58.212121,0.825,4.857576,63.069697,1,ok,,20260707,intraday_refine_v2,001311.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.2727272727272727,0.5151515151515151,0.7575757575757576,0.8636363636363636,0.5151515151515151,0.6060606060606061,0.2878787878787879,1.0
002951.SZ,金时科技,其他电源,20260707,14.84,10.0074,60303.0,1.5033,,0.86,,1.0,U,14.84,12.14,0.0,95367776.0,09:36:00,15:00:00,0.0,57.787879,57.787879,57.787879,0.825,4.942424,62.730303,1,ok,,20260707,intraday_refine_v2,002951.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.3939393939393939,0.5151515151515151,0.8484848484848485,0.6515151515151515,0.5151515151515151,0.42424242424242425,0.2878787878787879,1.0
