ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,_limitup_quality_score_provided,limitup_quality_is_default,limitup_quality_score_source_raw,limitup_quality_score_raw,_intraday_risk_score_provided,intraday_risk_is_default,intraday_risk_score_source_raw,intraday_risk_score_raw,_late_withdraw_score_provided,late_withdraw_is_default,late_withdraw_score_source_raw,late_withdraw_score_raw,_reseal_score_provided,reseal_is_default,reseal_score_source_raw,reseal_score_raw,reseal_score,_open_board_count_provided,open_board_count_is_default,open_board_count_source_raw,open_board_count_raw,_seal_stability_score_provided,seal_stability_score,_auction_strength_score_provided,auction_strength_is_default,auction_strength_score_source_raw,auction_strength_score_raw,auction_strength_score,_auction_real_volume_score_provided,auction_real_volume_score,_volatility_risk_score_provided,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,_intraday_feature_valid_count,_intraday_code_match,intraday_status,intraday_data_status,intraday_missing_reason,_auction_source_auction_strength_score_provided,_auction_source_auction_real_volume_score_provided,auction_available,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,auction_data_status,risk_level,risk_label,risk_tags,auction_matched_key
000504.SZ,南华生物,医疗服务,医疗服务,4→5,4.0,4→5,20260922,U,12.11,12.11,9.91,0,272598522.0,92500,92500,4/4,1.79,71297625.0,3985672239.78,3996579789.44,272598522.0,1.1,0.005,0.515,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,12.11,0.0,0.036875,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,000504.SZ,1,0,76.0,0.76,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.7,0,0,,,1.0,0,0.5,0,0.0,0.0,0.35,0.0,20260922,intraday_refine_v2,000504.SZ,6,1,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000504.SZ
000560.SZ,我爱我家,房地产服务,房地产服务,2→3,2.0,2→3,20260922,U,3.51,3.51,2.87,6,51987599.0,93203,130015,2/2,17.42,1412921344.0,8222835297.69,8267807976.48,51987599.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:33:00,15:00:00,1,1.0,1.1396,1,1.0,100.0,81.1624,3.4623,1.379,0.007793,0.0,0.0,31,0.0,80.0,0.8534869999999999,0.08767520000000001,healthy_limitup,1,000560.SZ,1,0,85.3487,0.8534869999999999,1,0,10.7,0.107,1,0,0.0,0.0,1,0,81.1624,0.811624,0.811624,1,0,1,1,1,0.8,0,0,,,0.6568965517241384,0,0.5,0,0.0,0.2,0.188376,0.0,20260922,intraday_refine_v2,000560.SZ,6,1,ok,ok,,1,0,1,0.8369053827586207,0.08767520000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000560.SZ
000595.SZ,新能股份,电力,电力,1→2,1.0,1→2,20260922,U,5.85,5.85,4.79,0,15753465.0,135203,135203,1/1,4.54,292121520.0,6661139741.1,6661139752.8,15753465.0,0.78,0.035,0.16,limit_list_d,1min,241,1,13:53:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,5.654,3.4675,0.087635,0.0,0.0,31,0.0,45.0,0.6475,0.09,neutral_limitup,1,000595.SZ,1,0,64.75,0.6475,1,0,12.0,0.12,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.45,0,0,,,0.47255639097744306,0,0.5,0,0.0,0.0,0.35,0.0,20260922,intraday_refine_v2,000595.SZ,6,1,ok,ok,,1,0,1,0.7451334586466164,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000595.SZ
000607.SZ,华媒控股,广告营销,广告营销,2→3,2.0,2→3,20260922,U,4.98,4.98,4.08,0,149326061.0,92500,92500,2/2,2.27,99855708.0,4407609596.64,5068138111.68,149326061.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,4.98,0.0,0.046701,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,000607.SZ,1,0,76.0,0.76,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.7,0,0,,,1.0,0,0.5,0,0.0,0.0,0.35,0.0,20260922,intraday_refine_v2,000607.SZ,6,1,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000607.SZ
000676.SZ,智度股份,广告营销,广告营销,1→2,1.0,1→2,20260922,U,7.45,7.45,6.09,8,30385048.0,93033,101121,1/1,13.77,1277652016.0,9379761073.4,9385429659.2,30385048.0,0.78,0.035,0.16,limit_list_d,1min,241,1,09:31:00,15:00:00,2,4.0,5.6376,4,5.5,84.0,12.5745,7.3679,1.1149,0.014594,0.0,0.0,31,0.0,46.8,0.49832299999999996,0.37485100000000005,high_open_board_risk,1,000676.SZ,1,0,49.8323,0.49832299999999996,1,0,42.78,0.4278,1,0,0.0,0.0,1,0,12.5745,0.125745,0.125745,1,0,4,4,1,0.46799999999999997,0,0,,,0.9551698670605621,0,0.5,0,0.0,0.8,0.874255,0.0,20260922,intraday_refine_v2,000676.SZ,6,1,ok,ok,,1,0,1,0.5479213800590843,0.37485100000000005,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000676.SZ
000756.SZ,新华制药,化学制药,化学制药,2→3,2.0,2→3,20260922,U,16.14,16.14,13.2,7,61147164.0,92500,101027,2/2,19.45,1563389472.0,8051808783.54,11244470721.6,61147164.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:30:00,15:00:00,4,2.0,2.6022,2,6.5,80.0,53.3866,16.111,0.1798,0.008549,0.0,0.0,31,0.0,66.0,0.7071599999999999,0.1932268,neutral_limitup,1,000756.SZ,1,0,70.716,0.7071599999999999,1,0,25.5,0.255,1,0,0.0,0.0,1,0,53.3866,0.5338660000000001,0.5338660000000001,1,0,2,2,1,0.66,0,0,,,1.0,0,0.5,0,0.0,0.4,0.46613399999999994,0.0,20260922,intraday_refine_v2,000756.SZ,6,1,ok,ok,,1,0,1,0.7589212,0.1932268,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000756.SZ
000910.SZ,大亚圣象,家居用品,家居用品,3→4,3.0,3→4,20260922,U,6.89,6.89,5.63,0,18386164.0,131215,131215,3/3,10.53,373106272.0,3770450011.25,3771568802.56,18386164.0,1.1,0.0,0.43,limit_list_d,1min,241,1,13:13:00,15:00:00,1,0.0,1.1611,0,,0.0,58.0334,6.477,6.3757,0.025191,0.0,0.0,31,0.0,45.0,0.6265999999999999,0.09,neutral_limitup,1,000910.SZ,1,0,62.66,0.6265999999999999,1,0,12.0,0.12,1,0,0.0,0.0,1,0,58.0334,0.580334,0.580334,1,0,0,0,1,0.45,0,0,,,0.2295527156549522,0,0.5,0,0.0,0.0,0.419666,0.0,20260922,intraday_refine_v2,000910.SZ,6,1,ok,ok,,1,0,1,0.6884797073482428,0.0839332,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,000910.SZ
001216.SZ,华瓷股份,家居用品,家居用品,6→7,6.0,6→7,20260922,U,26.47,26.47,21.65,0,259140452.0,92500,92500,6/6,0.74,48414477.0,6533754187.53,7728137153.92,259140452.0,0.88,0.095,0.44,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,26.47,0.0,0.075832,0.0,0.0,31,0.0,70.0,0.76,0.06999999999999999,healthy_limitup,1,001216.SZ,1,0,76.0,0.76,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,65.0,0.65,0.65,1,0,0,0,1,0.7,0,0,,,1.0,0,0.5,0,0.0,0.0,0.35,0.0,20260922,intraday_refine_v2,001216.SZ,6,1,ok,ok,,1,0,1,0.858,0.06999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,001216.SZ
001234.SZ,泰慕士,服装家纺,服装家纺,2→3,2.0,2→3,20260922,U,29.25,29.25,23.93,0,250279760.0,93000,93000,2/2,4.74,126493342.0,2677588875.0,3176245800.0,250279760.0,0.92,0.015,0.35,limit_list_d,1min,241,1,09:30:00,15:00:00,1,0.0,1.7778,0,,0.0,54.3333,29.1718,0.2681,0.019833,0.0,0.0,31,0.0,70.0,0.728,0.0913334,neutral_limitup,1,001234.SZ,1,0,72.8,0.728,1,0,8.25,0.0825,1,0,0.0,0.0,1,0,54.3333,0.5433330000000001,0.5433330000000001,1,0,0,0,1,0.7,0,0,,,0.9328883038736372,0,0.5,0,0.0,0.0,0.45666699999999993,0.0,20260922,intraday_refine_v2,001234.SZ,6,1,ok,ok,,1,0,1,0.8169998455810455,0.0913334,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,001234.SZ
001260.SZ,坤泰股份,汽车零部件,汽车零部件,1→2,1.0,1→2,20260922,U,20.28,20.28,16.6,1,4733352.0,110254,133236,1/1,10.46,119919520.0,1168635000.0,2332200000.0,4733352.0,0.78,0.035,0.16,limit_list_d,1min,241,1,11:03:00,15:00:00,1,0.0,2.7613,0,,0.0,48.432,19.8934,1.9433,0.017253,0.0,0.0,31,0.0,45.0,0.597796,0.10313599999999999,neutral_limitup,1,001260.SZ,1,0,59.7796,0.597796,1,0,12.0,0.12,1,0,0.0,0.0,1,0,48.432,0.48432000000000003,0.48432000000000003,1,0,0,0,1,0.45,0,0,,,0.48904555314533554,0,0.5,0,0.0,0.0,0.5156799999999999,0.0,20260922,intraday_refine_v2,001260.SZ,6,1,ok,ok,,1,0,1,0.6995596329718003,0.10313599999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,ok,中,分时缺失,分时缺失,001260.SZ
