ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
603317.SH,天味食品,食品,20260624,14.75,9.9925,85533.816,58353.75,0.5482,,1570159.035,0.72,,1.0,U,14.75,12.07,0.0,53767068.0,09:31:00,15:00:00,0.0,78.94898,78.94898,78.94898,0.825,0.710204,79.659184,1.0,ok,,20260624,intraday_refine_v2,603317.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7755102040816326,0.9693877551020408,1.0,0.8826530612244898,0.5051020408163265,0.5408163265306123,0.14795918367346939,1.0
002427.SZ,尤夫股份,化纤,20260624,4.74,9.9768,98837.23261,214993.0,2.1837,,467095.1472,1.47,,1.0,U,4.74,3.88,0.0,39909586.0,09:48:00,15:00:00,0.0,77.744898,77.744898,77.744898,0.825,0.95102,78.695918,1.0,ok,,20260624,intraday_refine_v2,002427.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9693877551020408,0.9591836734693877,0.9489795918367347,0.3469387755102041,0.5051020408163265,0.5918367346938775,0.14795918367346939,1.0
603297.SH,永新光学,元器件,20260624,132.89,9.9992,410577.803,32310.06,2.9179,,1474237.8063,1.48,,1.0,U,132.89,108.73,2.0,17342145.0,13:07:00,15:00:00,2.0,74.959184,74.959184,74.959184,0.825,1.508163,76.467347,1.0,ok,,20260624,intraday_refine_v2,603297.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.673469387755102,0.8673469387755102,0.9285714285714286,0.33163265306122447,0.5051020408163265,0.8061224489795918,0.45918367346938777,1.0
002584.SZ,西陇科学,化工原料,20260624,11.02,9.98,163346.705,148227.5,3.1644,,644908.4728,0.2,128598955.0,1.0,U,11.02,9.02,0.0,172486693.0,09:30:00,15:00:00,0.0,74.836735,74.836735,74.836735,0.825,1.532653,76.369388,1.0,ok,,20260624,intraday_refine_v2,002584.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9132653061224489,0.9489795918367347,0.9081632653061225,0.9948979591836735,0.5051020408163265,0.15306122448979592,0.14795918367346939,1.0
002303.SZ,美盈森,造纸,20260624,3.86,9.9715,221949.202,584249.5,6.0426,,591090.9482,0.83,,1.0,U,3.86,3.16,0.0,60994755.0,09:41:00,15:00:00,0.0,74.418367,74.418367,74.418367,0.825,1.616327,76.034694,1.0,ok,,20260624,intraday_refine_v2,002303.SZ,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9795918367346939,0.9285714285714286,0.6530612244897959,0.8112244897959183,0.5051020408163265,0.5,0.14795918367346939,1.0
605151.SH,西上海,汽车配件,20260624,21.36,9.9897,77533.369,37225.97,2.7666,,287407.7712,2.18,,1.0,U,21.36,17.48,0.0,27045092.0,95343,95343,0.0,75.683673,75.683673,75.683673,0.69,0.0,75.683673,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.826530612244898,0.9795918367346939,0.9387755102040817,0.1326530612244898,0.5051020408163265,0.7346938775510204,0.14795918367346939,1.0
603713.SH,密尔克卫,仓储物流,20260624,68.77,9.9968,519039.404,77776.02,4.9186,,1087443.5052,1.92,,1.0,U,68.77,56.27,18.0,2675153.0,135705,145502,18.0,75.081633,75.081633,75.081633,0.69,0.0,75.081633,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7142857142857143,0.8163265306122449,0.7346938775510204,0.20408163265306123,0.5051020408163265,0.9693877551020408,0.8979591836734694,1.0
601133.SH,柏诚股份,建筑工程,20260624,32.37,9.9898,894802.16,285058.69,5.436,,1703317.4925,1.02,,1.0,U,32.37,26.49,1.0,14524419.0,11:11:00,15:00:00,1.0,72.061224,72.061224,72.061224,0.825,2.087755,74.148979,1.0,ok,,20260624,intraday_refine_v2,601133.SH,1,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8112244897959183,0.6530612244897959,0.7142857142857143,0.6683673469387755,0.5051020408163265,0.8571428571428571,0.3520408163265306,1.0
002643.SZ,万润股份,化工原料,20260624,19.51,9.9775,979218.42825,521598.35,5.7813,,1786921.0951,1.45,,1.0,U,19.51,15.97,18.0,10780250.0,13:07:00,15:00:00,18.0,74.306122,74.306122,74.306122,0.735,-0.161224,74.144898,1.0,ok,,20260624,intraday_refine_v2,002643.SZ,1,1.0,0.25,0,1.0,0.0,0.5,3.0,0.6,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9591836734693877,0.5918367346938775,0.6836734693877551,0.35714285714285715,0.5051020408163265,0.8979591836734694,0.8979591836734694,1.0
002550.SZ,千红制药,生物制药,20260624,6.51,9.9662,254728.86104,398762.53,4.2366,,833149.8,2.95,,1.0,U,6.51,5.33,1.0,39080832.0,09:44:00,15:00:00,1.0,73.520408,73.520408,73.520408,0.765,0.595918,74.116326,1.0,ok,,20260624,intraday_refine_v2,002550.SZ,1,1.0,0.2,0,1.0,0.0,0.5,2.0,0.4,0.5,0.5,0.5,0.75,ok,ok,9,,A,1.0,0.9081632653061225,0.7959183673469388,0.05102040816326531,0.5051020408163265,0.6020408163265306,0.3520408163265306,1.0
