ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
000068.SZ,华控赛格,环境保护,20260528,3.23,9.8639,67999.971,214632.94,2.1321,,325154.8829,1.41,,1.0,U,3.23,2.65,0.0,42177688.0,94051,94051,0.0,82.617647,82.617647,9,,A,1.0,1.0,0.9607843137254902,0.43137254901960786,0.5049019607843137,0.7352941176470589,0.25,1.0
603050.SH,科林电气,电气设备,20260528,24.89,9.9867,203639.817,82192.44,2.0379,,1003861.4714,0.79,,1.0,U,24.89,20.37,1.0,40712423.0,93105,93133,1.0,82.009804,82.009804,9,,A,0.803921568627451,0.8725490196078431,0.9705882352941176,0.8235294117647058,0.5049019607843137,0.7549019607843137,0.5637254901960784,1.0
603006.SH,联明股份,汽车配件,20260528,14.33,9.977,177344.285,126443.9,4.9731,,364346.3403,2.72,,1.0,U,14.33,11.73,2.0,14073493.0,102634,134019,2.0,76.009804,76.009804,9,,A,0.8725490196078431,0.9019607843137255,0.6764705882352942,0.06862745098039216,0.5049019607843137,0.9509803921568627,0.6911764705882353,1.0
000720.SZ,新能泰山,电气设备,20260528,5.07,9.9783,233430.674,463902.01,3.6919,,637061.5065,0.74,,1.0,U,5.07,4.15,1.0,66949857.0,93054,93209,1.0,75.313725,75.313725,9,,A,0.8578431372549019,0.803921568627451,0.7941176470588235,0.8627450980392157,0.5049019607843137,0.5098039215686274,0.5637254901960784,1.0
000692.SZ,惠天热电,供气供热,20260528,5.2,9.9366,189215.152,372634.1,6.9935,,277073.1475,2.63,,1.0,U,5.2,4.26,1.0,18764720.0,93509,100948,1.0,74.441176,74.441176,9,,A,0.9901960784313726,0.8921568627450981,0.5490196078431373,0.08333333333333333,0.5049019607843137,0.9117647058823529,0.5637254901960784,1.0
601101.SH,昊华能源,煤炭开采,20260528,11.79,9.9813,431310.816,377620.4,2.6224,,1697757.5548,1.22,,1.0,U,11.79,9.65,0.0,31807003.0,104335,104335,0.0,74.401961,74.401961,9,,A,0.8333333333333334,0.6274509803921569,0.9313725490196079,0.553921568627451,0.5049019607843137,0.8627450980392157,0.25,1.0
000920.SZ,沃顿科技,塑料,20260528,12.88,9.9915,218990.752,172123.62,3.6421,,608736.0,1.53,,1.0,U,12.88,10.54,2.0,45322633.0,93400,93724,2.0,73.637255,73.637255,9,,A,0.7647058823529411,0.8333333333333334,0.8137254901960784,0.3235294117647059,0.5049019607843137,0.696078431372549,0.6911764705882353,1.0
000889.SZ,中嘉博创,通信设备,20260528,4.3,9.9744,161677.013,383776.0,4.412,,402605.1799,0.48,,1.0,U,4.3,3.52,0.0,101374650.0,93406,93406,0.0,72.715686,72.715686,9,,A,0.9019607843137255,0.9313725490196079,0.7156862745098039,0.9607843137254902,0.5049019607843137,0.2647058823529412,0.25,1.0
002397.SZ,梦洁股份,纺织,20260528,4.95,10.0,85594.723,178702.0,2.7584,,370151.8143,0.66,,1.0,U,4.95,4.05,0.0,82284345.0,100542,100542,0.0,72.558824,72.558824,9,,A,0.5490196078431373,0.9901960784313726,0.9019607843137255,0.9117647058823529,0.5049019607843137,0.4117647058823529,0.25,1.0
601369.SH,陕鼓动力,机械基件,20260528,9.61,9.9542,218963.897,238512.03,1.3979,,1656258.9868,2.77,,1.0,U,9.61,7.87,0.0,91813517.0,141000,141000,0.0,71.147059,71.147059,9,,A,0.9607843137254902,0.8431372549019608,1.0,0.058823529411764705,0.5049019607843137,0.35294117647058826,0.25,1.0
