ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000159.SZ,国际实业,石油贸易,20260123,U,7.47,7.47,6.11,0,77310623.0,130703,130703,77310623.0
000561.SZ,烽火电子,通信设备,20260123,U,13.15,13.15,10.76,0,93504127.0,104806,104806,93504127.0
000565.SZ,渝三峡Ａ,染料涂料,20260123,U,8.8,8.8,7.2,0,67703680.0,105851,105851,67703680.0
000591.SZ,太阳能,新型电力,20260123,U,5.69,5.69,4.65,0,162766780.0,94230,94230,162766780.0
000592.SZ,平潭发展,林业,20260123,U,10.78,10.78,8.82,1,177276302.0,103015,103851,177276302.0
000593.SZ,德龙汇能,供气供热,20260123,U,16.1,16.1,13.18,0,106572307.0,95021,95021,106572307.0
000603.SZ,盛达资源,铅锌,20260123,U,51.5,51.5,42.14,5,41043852.0,131927,135118,41043852.0
000607.SZ,华媒控股,广告包装,20260123,U,5.04,5.04,4.12,4,30197160.0,94703,111433,30197160.0
000630.SZ,铜陵有色,铜,20260123,U,6.86,6.86,5.62,14,21983604.0,131518,144415,21983604.0
000751.SZ,锌业股份,铅锌,20260123,U,5.72,5.72,4.68,1,91560486.0,104121,104227,91560486.0
000990.SZ,诚志股份,化工原料,20260123,U,9.21,9.21,7.53,10,4522110.0,140427,145557,4522110.0
001203.SZ,大中矿业,普钢,20260123,U,33.15,33.15,27.13,0,131549808.0,140921,140921,131549808.0
001223.SZ,欧克科技,专用机械,20260123,U,62.08,62.08,50.8,0,25389478.0,130745,130745,25389478.0
001316.SZ,润贝航科,批发业,20260123,U,53.0,53.0,43.36,0,59142700.0,102457,102457,59142700.0
001400.SZ,江顺科技,专用机械,20260123,U,121.57,121.57,99.47,0,65939568.0,130209,130209,65939568.0
002088.SZ,鲁阳节能,矿物制品,20260123,U,12.87,12.87,10.53,0,92502970.0,103000,103000,92502970.0
002112.SZ,三变科技,电气设备,20260123,U,23.96,23.96,19.6,0,121636917.0,100518,100518,121636917.0
002149.SZ,西部材料,小金属,20260123,U,43.56,43.56,35.64,7,72697414.0,101348,135212,72697414.0
002150.SZ,正泰电源,机械基件,20260123,U,23.76,23.76,19.44,0,110303780.0,95530,95530,110303780.0
002202.SZ,金风科技,电气设备,20260123,U,29.58,29.58,24.2,0,516783483.0,104018,104018,516783483.0
002218.SZ,拓日新能,新型电力,20260123,U,5.46,5.46,4.46,0,176419495.0,93124,93124,176419495.0
002323.SZ,雅博股份,建筑工程,20260123,U,1.86,1.86,1.52,0,25224527.0,130527,130527,25224527.0
002339.SZ,积成电子,电气设备,20260123,U,11.48,11.48,9.4,0,131869210.0,100233,100233,131869210.0
002342.SZ,巨力索具,机械基件,20260123,U,13.54,13.54,11.08,0,275320870.0,93036,93036,275320870.0
002405.SZ,四维图新,软件服务,20260123,U,11.24,11.24,9.2,0,119082371.0,134157,134157,119082371.0
002471.SZ,中超控股,电气设备,20260123,U,8.56,8.56,7.0,0,229262069.0,92500,92500,229262069.0
002492.SZ,恒基达鑫,仓储物流,20260123,U,9.03,9.03,7.39,0,42669007.0,94830,94830,42669007.0
002506.SZ,协鑫集成,电气设备,20260123,U,3.14,3.14,2.57,0,171032663.0,93157,93157,171032663.0
002623.SZ,亚玛顿,玻璃,20260123,U,20.71,20.71,16.95,0,60667874.0,111900,111900,60667874.0
002636.SZ,金安国纪,元器件,20260123,U,25.63,25.63,20.97,9,115542603.0,93242,130800,115542603.0
002658.SZ,雪迪龙,环境保护,20260123,U,10.74,10.74,8.78,0,64372413.0,95618,95618,64372413.0
002667.SZ,威领股份,小金属,20260123,U,17.6,17.6,14.4,0,37035680.0,143630,143630,37035680.0
002679.SZ,福建金森,林业,20260123,U,13.15,13.15,10.76,0,40150618.0,132754,132754,40150618.0
002721.SZ,金一文化,服饰,20260123,U,3.61,3.61,2.95,0,70978015.0,95939,95939,70978015.0
002780.SZ,三夫户外,服饰,20260123,U,16.72,16.72,13.68,0,82947752.0,145442,145442,82947752.0
002792.SZ,通宇通讯,通信设备,20260123,U,52.17,52.17,42.69,1,147648455.0,104306,104445,147648455.0
002810.SZ,山东赫达,化工原料,20260123,U,18.59,18.59,15.21,0,97024519.0,130503,130503,97024519.0
002865.SZ,钧达股份,电气设备,20260123,U,99.44,99.44,81.36,0,445961750.0,93012,93012,445961750.0
002931.SZ,锋龙股份,机械基件,20260123,U,99.53,99.53,81.43,4,271190883.0,92500,94745,271190883.0
002943.SZ,宇晶股份,机床制造,20260123,U,66.31,66.31,54.25,0,246538657.0,92500,92500,246538657.0
002993.SZ,奥海科技,元器件,20260123,U,53.33,53.33,43.63,0,75125437.0,135554,135554,75125437.0
003038.SZ,鑫铂股份,铝,20260123,U,18.81,18.81,15.39,0,62840448.0,130100,130100,62840448.0
003041.SZ,真爱美家,纺织,20260123,U,63.26,63.26,51.76,0,63597555.0,110824,110824,63597555.0
