ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000534.SZ,万泽股份,生物制药,生物制药,20260618,U,32.36,32.36,26.48,1,63414888.0,100115,100945,63414888.0,20260618,1min,241,1,10:02:00,15:00:00,2,1.0,1.1434,1,3.0,90.0,77.6397,0.004315,0.0,31,0.0,65.0,1.0,1.0,healthy_limitup,1.0,000534.SZ,0,77.5419,0,15.45,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260618,intraday_refine_v2,000534.SZ,ok,ok,,1,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000608.SZ,阳光股份,区域地产,区域地产,20260618,U,7.59,7.59,6.21,0,78859318.0,103651,103651,78859318.0,20260618,1min,241,1,10:37:00,15:00:00,1,0.0,0.3953,0,,0.0,62.6285,0.013785,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000608.SZ,0,69.4385,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,000608.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000657.SZ,中钨高新,小金属,小金属,20260618,U,98.48,98.48,80.58,0,277816511.0,135909,135909,277816511.0,20260618,1min,241,1,14:00:00,15:00:00,1,0.0,0.4976,0,,0.0,62.0146,0.029199,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000657.SZ,0,63.8544,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,000657.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000811.SZ,冰轮环境,工程机械,工程机械,20260618,U,40.17,40.17,32.87,0,341234067.0,92500,92500,341234067.0,20260618,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.035216,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000811.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,000811.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000839.SZ,国安股份,综合类,综合类,20260618,U,2.85,2.85,2.33,0,34604272.0,95818,95818,34604272.0,20260618,1min,241,1,09:59:00,15:00:00,1,0.0,3.1579,0,,0.0,46.0526,0.032129,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000839.SZ,0,70.3158,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,000839.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000889.SZ,中嘉博创,通信设备,通信设备,20260618,U,4.02,4.02,3.29,1,55683030.0,92500,93754,55683030.0,20260618,1min,241,1,09:30:00,15:00:00,1,0.0,2.7363,0,,0.0,48.5821,0.016421,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000889.SZ,0,71.0746,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,000889.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001216.SZ,华瓷股份,家居用品,家居用品,20260618,U,17.4,17.4,14.24,0,44213400.0,92500,92500,44213400.0,20260618,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.013509,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,001216.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,001216.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001296.SZ,长江材料,其他建材,其他建材,20260618,U,20.56,20.56,16.82,1,18619917.0,103206,145345,18619917.0,20260618,1min,241,1,10:33:00,15:00:00,2,1.0,2.9669,1,112.0,20.0,42.1984,0.117389,0.0,7,1.0,48.0,1.0,1.0,neutral_limitup,1.0,001296.SZ,0,56.2595,0,38.5,0,12.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260618,intraday_refine_v2,001296.SZ,ok,ok,,1,ok,0.595,0.44999999999999996,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001339.SZ,智微智能,IT设备,IT设备,20260618,U,126.93,126.93,103.85,2,154063191.0,94339,94606,154063191.0,20260618,1min,241,1,09:44:00,15:00:00,1,0.0,1.2999,0,,0.0,57.2004,0.022389,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,001339.SZ,0,73.6601,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,001339.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001365.SZ,天海电子,汽车配件,汽车配件,20260618,U,44.22,44.22,36.18,1,32028546.0,135209,135715,32028546.0,20260618,1min,241,1,13:53:00,15:00:00,1,0.0,1.1081,0,,0.0,58.3514,0.014649,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,001365.SZ,0,62.7554,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260618,intraday_refine_v2,001365.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
