ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
002521.SZ,齐峰新材,造纸,20260629,7.07,9.9533,66488.26403,99448.69,2.3725,,395963.1977,1.82,,1.0,U,7.07,5.79,1.0,26524879.0,13:09:00,15:00:00,1.0,81.367925,81.367925,81.367925,0.825,0.226415,81.59434,1.0,ok,,20260629,intraday_refine_v2,002521.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9339622641509434,1.0,0.8301886792452831,0.2830188679245283,0.5047169811320755,0.8301886792452831,0.6084905660377359,1.0
600468.SH,百利电气,电气设备,20260629,5.84,9.9812,70603.863,121411.3,1.1162,,635237.4152,0.68,,1.0,U,5.84,4.78,0.0,65307960.0,09:31:00,15:00:00,0.0,79.113208,79.113208,79.113208,0.825,0.677358,79.790566,1.0,ok,,20260629,intraday_refine_v2,600468.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8301886792452831,0.9716981132075472,0.9905660377358491,0.8962264150943396,0.5047169811320755,0.4339622641509434,0.2641509433962264,1.0
605300.SH,佳禾食品,乳制品,20260629,10.35,9.9894,78358.1,75754.43,1.6671,,470302.551,1.21,15387581.22,1.0,U,10.35,8.47,0.0,31247146.0,93009,93009,0.0,79.320755,79.320755,79.320755,0.69,0.0,79.320755,0.0,missing_stock,stock not covered by intraday_features.csv,,,,1.0,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7924528301886793,0.9622641509433962,0.9150943396226415,0.6226415094339622,0.5047169811320755,0.7641509433962265,0.2641509433962264,1.0
000959.SZ,首钢股份,普钢,20260629,3.44,9.9042,252461.45356,767109.27,1.0295,,2667708.7856,1.88,,1.0,U,3.44,2.82,0.0,25059712.0,13:03:00,15:00:00,0.0,77.45283,77.45283,77.45283,0.825,1.009434,78.462264,1.0,ok,,20260629,intraday_refine_v2,000959.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9905660377358491,0.6981132075471698,1.0,0.2641509433962264,0.5047169811320755,0.8490566037735849,0.2641509433962264,1.0
002628.SZ,成都路桥,建筑工程,20260629,4.86,9.9548,114529.283,239551.0,3.178,,367950.7944,0.97,,1.0,U,4.86,3.98,0.0,46084464.0,09:39:00,15:00:00,0.0,76.207547,76.207547,76.207547,0.825,1.258491,77.466038,1.0,ok,,20260629,intraday_refine_v2,002628.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.9245283018867925,0.9150943396226415,0.7547169811320755,0.7452830188679245,0.5047169811320755,0.5754716981132075,0.2641509433962264,1.0
603033.SH,三维股份,橡胶,20260629,9.13,10.0,122200.028,138036.72,1.3633,,941452.2755,1.56,,1.0,U,9.13,7.47,0.0,29227047.0,13:01:00,15:00:00,0.0,73.537736,73.537736,73.537736,0.825,1.792453,75.330189,1.0,ok,,20260629,intraday_refine_v2,603033.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.5801886792452831,0.8867924528301887,0.9528301886792453,0.4481132075471698,0.5047169811320755,0.7830188679245284,0.2641509433962264,1.0
603222.SH,济民健康,医疗保健,20260629,7.68,10.0287,68331.325,91180.4,1.7365,,403269.5808,0.54,,1.0,U,7.68,6.28,0.0,32302848.0,09:37:00,15:00:00,0.0,72.830189,72.830189,72.830189,0.825,1.933962,74.764151,1.0,ok,,20260629,intraday_refine_v2,603222.SH,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.29245283018867924,0.9811320754716981,0.9056603773584906,0.9433962264150944,0.5047169811320755,0.7452830188679245,0.2641509433962264,1.0
003006.SZ,百亚股份,造纸,20260629,15.19,9.9928,118443.06798,80541.27,1.8793,,652635.0082,1.39,,1.0,U,15.19,12.43,0.0,58981251.0,10:47:00,15:00:00,0.0,71.811321,71.811321,71.811321,0.825,2.137736,73.949057,1.0,ok,,20260629,intraday_refine_v2,003006.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.7641509433962265,0.8962264150943396,0.8773584905660378,0.5094339622641509,0.5047169811320755,0.4716981132075472,0.2641509433962264,1.0
002828.SZ,贝肯能源,石油开采,20260629,10.59,9.9688,195271.057,185668.7,9.2378,,212845.8684,1.01,,1.0,U,10.59,8.67,2.0,17941578.0,09:32:00,15:00:00,2.0,72.084906,72.084906,72.084906,0.795,1.483019,73.567925,1.0,ok,,20260629,intraday_refine_v2,002828.SZ,1.0,1.0,0.15,0,1.0,0.0,0.5,1.0,0.2,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.8773584905660378,0.7830188679245284,0.3018867924528302,0.7264150943396226,0.5047169811320755,0.9150943396226415,0.75,1.0
002728.SZ,特一药业,中成药,20260629,8.8,10.0,161252.40588,189303.03,3.7762,,451712.624,0.78,,1.0,U,8.8,7.2,1.0,37961167.0,09:59:00,15:00:00,1.0,71.283019,71.283019,71.283019,0.825,2.243396,73.526415,1.0,ok,,20260629,intraday_refine_v2,002728.SZ,1.0,1.0,0.1,0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.75,ok,ok,9,,A,0.5801886792452831,0.839622641509434,0.6792452830188679,0.8066037735849056,0.5047169811320755,0.6886792452830188,0.6084905660377359,1.0
