rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,603928.SH,兴业股份,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.705539977650947,0.028125,0.0045,0.0,0.0045,0.729164977650947
2,603956.SH,威派格,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6640771887828198,0.028125,0.0045,0.0,0.0045,0.6877021887828199
3,603155.SH,新亚强,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6451326890315132,0.028125,0.0045,0.0,0.0045,0.6687576890315132
4,603722.SH,阿科力,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6421806760614504,0.028125,0.0045,0.0,0.0045,0.6658056760614504
5,603270.SH,金帝股份,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6164710763381704,0.028125,0.0045,0.0,0.0045,0.6400960763381704
6,600539.SH,狮头股份,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6208621257996598,0.028125,0.0045,0.0,0.0045,0.6444871257996598
7,603977.SH,国泰集团,1,ok,,1.0,0.765,0.2,0,1.0,0.0,0.5,2.0,0.5,0.75,低,分时高风险,0.6317925690205547,0.026625000000000003,0.017,0.0,0.017,0.6414175690205547
8,605399.SH,晨光新材,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6281580008936732,0.028125,0.0045,0.0,0.0045,0.6517830008936732
9,600228.SH,返利科技,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6304164495915181,0.028125,0.0045,0.0,0.0045,0.6540414495915181
10,601369.SH,陕鼓动力,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6295091259847,0.028125,0.0045,0.0,0.0045,0.6531341259847
11,603261.SH,立航科技,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6155005524639244,0.028125,0.0045,0.0,0.0045,0.6391255524639244
12,002106.SZ,莱宝高科,1,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.6047966184535138,0.027375000000000003,0.01075,0.0,0.01075,0.6214216184535138
13,001400.SZ,江顺科技,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5880952509601043,0.028125,0.0045,0.0,0.0045,0.6117202509601043
14,001289.SZ,龙源电力,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.6011886860271006,0.028125,0.0045,0.0,0.0045,0.6248136860271006
15,603194.SH,中力股份,1,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.6004423317678361,0.027375000000000003,0.01075,0.0,0.01075,0.6170673317678361
16,300540.SZ,蜀道装备,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5429974914339252,0.028125,0.0045,0.0,0.0045,0.5666224914339252
17,301051.SZ,信濠光电,1,ok,,1.0,0.795,0.15,0,1.0,0.0,0.5,1.0,0.5,0.75,低,分时高风险,0.559249156262436,0.027375000000000003,0.01075,0.0,0.01075,0.575874156262436
18,603861.SH,白云电器,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5817942210442792,0.028125,0.0045,0.0,0.0045,0.6054192210442793
19,688596.SH,正帆科技,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5395596760622174,0.028125,0.0045,0.0,0.0045,0.5631846760622174
20,603698.SH,航天工程,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5657158931236445,0.028125,0.0045,0.0,0.0045,0.5893408931236445
21,003033.SZ,征和工业,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5717742669609465,0.028125,0.0045,0.0,0.0045,0.5953992669609465
22,001215.SZ,千味央厨,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5626660265119964,0.028125,0.0045,0.0,0.0045,0.5862910265119964
23,002568.SZ,百润股份,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5667762549600257,0.028125,0.0045,0.0,0.0045,0.5904012549600257
24,603163.SH,圣晖集成,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5595427699902865,0.028125,0.0045,0.0,0.0045,0.5831677699902865
25,605296.SH,神农集团,1,ok,,1.0,0.825,0.1,0,1.0,0.0,0.5,0.0,0.5,0.75,低,分时高风险,0.5694350679178216,0.028125,0.0045,0.0,0.0045,0.5930600679178216
