ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000037.SZ,深南电A,火力发电,火力发电,20260417,U,11.07,11.07,9.05,0,115688252.0,93403,93403,115688252.0
000936.SZ,华西股份,化纤,化纤,20260417,U,8.34,8.34,6.82,0,52464438.0,111812,111812,52464438.0
001330.SZ,博纳影业,影视音像,影视音像,20260417,U,8.23,8.23,6.73,0,132532455.0,134809,134809,132532455.0
001389.SZ,广合科技,元器件,元器件,20260417,U,149.22,149.22,122.09,0,171683877.0,111336,111336,171683877.0
001400.SZ,江顺科技,专用机械,专用机械,20260417,U,193.6,193.6,158.4,0,57129811.0,135836,135836,57129811.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260417,U,3.71,3.71,3.03,1,61675040.0,93121,93530,61675040.0
002108.SZ,沧州明珠,塑料,塑料,20260417,U,5.58,5.58,4.56,1,60116894.0,93403,103754,60116894.0
002203.SZ,海亮股份,铜,铜,20260417,U,17.39,17.39,14.23,3,149322121.0,93012,93433,149322121.0
002217.SZ,合力泰,元器件,元器件,20260417,U,2.68,2.68,2.2,2,52854022.0,95318,101754,52854022.0
002259.SZ,升达林业,供气供热,供气供热,20260417,U,5.63,5.63,4.61,0,84174625.0,95909,95909,84174625.0
002281.SZ,光迅科技,通信设备,通信设备,20260417,U,116.83,116.83,95.59,0,400051739.0,105800,105800,400051739.0
002297.SZ,博云新材,航空,航空,20260417,U,17.69,17.69,14.47,1,117809916.0,93651,93721,117809916.0
002418.SZ,康盛股份,家用电器,家用电器,20260417,U,6.19,6.19,5.07,0,138999192.0,102357,102357,138999192.0
002428.SZ,云南锗业,小金属,小金属,20260417,U,62.0,62.0,50.72,5,139931210.0,94242,101436,139931210.0
002487.SZ,大金重工,电气设备,电气设备,20260417,U,85.47,85.47,69.93,0,219789694.0,93115,93115,219789694.0
002547.SZ,春兴精工,汽车配件,汽车配件,20260417,U,3.44,3.44,2.82,0,30771488.0,141524,141524,30771488.0
002580.SZ,圣阳股份,电气设备,电气设备,20260417,U,30.58,30.58,25.02,14,240388768.0,93330,112406,240388768.0
002628.SZ,成都路桥,建筑工程,建筑工程,20260417,U,5.57,5.57,4.55,0,90569029.0,100821,100821,90569029.0
002706.SZ,良信股份,电气设备,电气设备,20260417,U,11.21,11.21,9.17,1,99166686.0,134618,144748,99166686.0
002796.SZ,世嘉科技,通信设备,通信设备,20260417,U,53.35,53.35,43.65,3,27154349.0,132239,143915,27154349.0
002802.SZ,洪汇新材,化工原料,化工原料,20260417,U,16.36,16.36,13.38,0,225110328.0,94112,94112,225110328.0
002866.SZ,传艺科技,IT设备,IT设备,20260417,U,26.39,26.39,21.59,0,106416355.0,143448,143448,106416355.0
002940.SZ,昂利康,化学制药,化学制药,20260417,U,39.16,39.16,32.04,1,63924784.0,101709,141524,63924784.0
002957.SZ,科瑞技术,专用机械,专用机械,20260417,U,45.97,45.97,37.61,0,118892211.0,94936,94936,118892211.0
002975.SZ,博杰股份,专用机械,专用机械,20260417,U,99.97,99.97,81.79,0,69356886.0,130354,130354,69356886.0
002980.SZ,华盛昌,电器仪表,电器仪表,20260417,U,73.12,73.12,59.82,0,40545040.0,102748,102748,40545040.0
002990.SZ,盛视科技,软件服务,软件服务,20260417,U,50.95,50.95,41.69,6,81127685.0,93712,112730,81127685.0
003018.SZ,金富科技,塑料,塑料,20260417,U,39.22,39.22,32.09,0,22212874.0,102524,102524,22212874.0
003031.SZ,中瓷电子,元器件,元器件,20260417,U,112.48,112.48,92.03,0,132501440.0,131903,131903,132501440.0
300776.SZ,帝尔激光,专用机械,专用机械,20260417,U,99.36,99.36,66.24,7,121055256.0,94627,100618,121055256.0
300806.SZ,斯迪克,塑料,塑料,20260417,U,65.27,65.27,43.51,1,77345472.0,135421,135818,77345472.0
300905.SZ,宝丽迪,染料涂料,染料涂料,20260417,U,55.58,55.58,37.06,0,73571134.0,93542,93542,73571134.0
301237.SZ,和顺科技,塑料,塑料,20260417,U,71.17,71.17,47.45,1,29015012.0,110545,130027,29015012.0
301319.SZ,唯特偶,元器件,元器件,20260417,U,68.39,68.39,45.59,5,60479055.0,131039,132918,60479055.0
600152.SH,维科技术,电气设备,电气设备,20260417,U,13.9,13.9,11.38,0,84702652.0,130633,130633,84702652.0
600156.SH,华升股份,纺织,纺织,20260417,U,9.26,9.26,7.58,2,33216786.0,93040,144822,33216786.0
600208.SH,衢州发展,全国地产,全国地产,20260417,U,3.58,3.58,2.93,1,53346224.0,100638,101005,53346224.0
