ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000012.SZ,南  玻Ａ,玻璃,玻璃,20260630,U,5.16,5.16,4.22,0,78023684.0,93827,93827,78023684.0,20260630,1min,241,1,09:39:00,15:00:00,1,0.0,0.3876,0,,0.0,62.6744,0.016481,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000012.SZ,0,75.3023,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000012.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000017.SZ,深中华A,服饰,服饰,20260630,U,6.12,6.12,5.0,0,26863440.0,134403,134403,26863440.0,20260630,1min,241,1,13:45:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.008616,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000017.SZ,0,64.75,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000017.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000026.SZ,飞亚达,服饰,服饰,20260630,U,21.54,21.54,17.62,0,37951326.0,143851,143851,37951326.0,20260630,1min,241,1,14:33:00,15:00:00,2,0.0,0.7428,0,,0.0,60.5432,0.275963,0.0,22,1.0,12.6817,1.0,1.0,weak_limitup,1.0,000026.SZ,0,41.5514,0,24.1661,0,29.2733,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000026.SZ,ok,ok,,1,ok,0.625,0.4,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000100.SZ,TCL科技,元器件,元器件,20260630,U,5.82,5.82,4.76,0,536944894.0,95648,95648,536944894.0,20260630,1min,241,1,09:56:00,15:00:00,1,0.0,0.3436,0,,0.0,62.9381,0.02004,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000100.SZ,0,75.3814,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000100.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000566.SZ,海南海药,化学制药,化学制药,20260630,U,4.99,4.99,4.09,0,35840275.0,144139,144139,35840275.0,20260630,1min,241,1,14:42:00,15:00:00,1,0.0,1.002,0,,0.0,58.988,0.20921,0.0,19,1.0,15.6855,1.0,1.0,weak_limitup,1.0,000566.SZ,0,45.4404,0,20.7116,0,17.2578,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000566.SZ,ok,ok,,1,ok,0.625,0.4,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000603.SZ,盛达资源,铅锌,铅锌,20260630,U,23.1,23.1,18.9,0,254583113.0,92500,92500,254583113.0,20260630,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.013933,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000603.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000603.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000620.SZ,盈新发展,全国地产,全国地产,20260630,U,3.5,3.5,2.86,1,135475539.0,93127,93336,135475539.0,20260630,1min,241,1,09:32:00,15:00:00,2,0.0,4.8571,0,,0.0,35.8571,0.03232,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000620.SZ,0,67.2571,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000620.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000801.SZ,四川九洲,家用电器,家用电器,20260630,U,12.94,12.94,10.58,0,57979313.0,93621,93621,57979313.0,20260630,1min,241,1,09:37:00,15:00:00,1,0.0,0.9274,0,,0.0,59.4359,0.023718,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000801.SZ,0,74.3308,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000801.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000811.SZ,冰轮环境,工程机械,工程机械,20260630,U,56.22,56.22,46.0,1,29643119.0,103303,145209,29643119.0,20260630,1min,241,1,10:34:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.09311,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000811.SZ,0,70.15,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000811.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000818.SZ,航锦科技,化工原料,化工原料,20260630,U,14.52,14.52,11.88,0,56990607.0,133357,133357,56990607.0,20260630,1min,241,1,13:34:00,15:00:00,1,0.0,2.135,0,,0.0,52.1901,0.017431,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000818.SZ,0,60.907,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000818.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000829.SZ,天音控股,其他商业,其他商业,20260630,U,7.8,7.8,6.38,1,41025706.0,94409,94603,41025706.0,20260630,1min,241,1,09:45:00,15:00:00,1,1.0,1.1538,1,1.0,100.0,81.0769,0.02009,0.0,31,0.0,80.0,1.0,1.0,healthy_limitup,1.0,000829.SZ,0,85.3231,0,10.7,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260630,intraday_refine_v2,000829.SZ,ok,ok,,1,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000859.SZ,国风新材,塑料,塑料,20260630,U,10.03,10.03,8.21,0,147709783.0,93551,93551,147709783.0,20260630,1min,241,1,09:36:00,15:00:00,1,0.0,3.0907,0,,0.0,46.4556,0.008394,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000859.SZ,0,70.4367,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000859.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000938.SZ,紫光股份,IT设备,IT设备,20260630,U,28.86,28.86,23.62,1,362449045.0,100324,100512,362449045.0,20260630,1min,241,1,10:02:00,15:00:00,1,0.0,0.6237,0,,0.0,61.2578,0.013137,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,000938.SZ,0,69.0273,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000938.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000967.SZ,盈峰环境,环境保护,环境保护,20260630,U,10.53,10.53,8.61,0,143966128.0,130015,130015,143966128.0,20260630,1min,241,1,13:01:00,15:00:00,1,0.0,1.1396,0,,0.0,58.1624,0.010623,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000967.SZ,0,62.6987,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,000967.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000970.SZ,中科三环,矿物制品,矿物制品,20260630,U,15.19,15.19,12.43,1,69359028.0,105324,110357,69359028.0,20260630,1min,241,1,10:52:00,15:00:00,3,1.0,1.1192,1,8.0,74.0,72.1851,0.011762,0.0,31,0.0,61.8,1.0,1.0,neutral_limitup,1.0,000970.SZ,0,74.4655,0,19.93,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260630,intraday_refine_v2,000970.SZ,ok,ok,,1,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001229.SZ,魅视科技,IT设备,IT设备,20260630,U,36.32,36.32,29.72,0,78626770.0,93442,93442,78626770.0,20260630,1min,241,1,09:35:00,15:00:00,1,0.0,1.1289,0,,0.0,58.2269,0.005453,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,001229.SZ,0,73.9681,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,001229.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001237.SZ,惠康科技,电气设备,电气设备,20260630,U,71.72,71.72,58.68,1,28809206.0,110954,111027,28809206.0,20260630,1min,241,1,11:10:00,15:00:00,1,0.0,0.2091,0,,0.0,63.7451,0.002068,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,001237.SZ,0,64.3735,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,001237.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001314.SZ,亿道信息,元器件,元器件,20260630,U,61.8,61.8,50.56,0,38359260.0,130018,130018,38359260.0,20260630,1min,241,1,13:01:00,15:00:00,1,0.0,1.1812,0,,0.0,57.9126,0.022525,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,001314.SZ,0,62.6238,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260630,intraday_refine_v2,001314.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001331.SZ,胜通能源,供气供热,供气供热,20260630,U,56.38,56.38,46.13,23,3865694.0,93400,145554,3865694.0,20260630,1min,241,1,09:33:00,15:00:00,14,13.0,4.1327,13,22.1538,42.8462,0.0,0.086815,0.0,10,1.0,0.0,1.0,1.0,high_open_board_risk,1.0,001331.SZ,0,10.0,0,79.2885,0,60.0,1,,0.5,0,13.0,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260630,intraday_refine_v2,001331.SZ,ok,ok,,1,ok,0.47500000000000003,0.65,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
