ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
002811.SZ,郑中设计,装修装饰,20260224,U,16.14,16.14,13.2,1,25136436.0,112348,130803,25136436.0
002828.SZ,贝肯能源,石油开采,20260224,U,13.89,13.89,11.37,1,72959308.0,93336,94757,72959308.0
002875.SZ,安奈儿,服饰,20260224,U,19.05,19.05,15.59,0,42190130.0,105603,105603,42190130.0
002895.SZ,川恒股份,化工原料,20260224,U,42.38,42.38,34.68,0,108131595.0,141321,141321,108131595.0
002916.SZ,深南电路,元器件,20260224,U,258.5,258.5,211.5,27,16972593.0,101427,144821,16972593.0
003035.SZ,南网能源,新型电力,20260224,U,7.17,7.17,5.87,0,119768146.0,93639,93639,119768146.0
300157.SZ,新锦动力,专用机械,20260224,U,6.76,6.76,4.5,0,122417644.0,94218,94218,122417644.0
300164.SZ,通源石油,石油开采,20260224,U,12.82,12.82,8.54,2,115715884.0,93136,93415,115715884.0
300179.SZ,四方达,矿物制品,20260224,U,24.06,24.06,16.04,5,772326.0,135503,145651,772326.0
300191.SZ,潜能恒信,石油开采,20260224,U,34.91,34.91,23.27,0,62129990.0,143909,143909,62129990.0
300749.SZ,顶固集创,家居用品,20260224,U,34.39,34.39,22.93,6,37945926.0,93636,140815,37945926.0
301526.SZ,国际复材,玻璃,20260224,U,15.19,15.19,10.13,2,77062424.0,100739,111133,77062424.0
600026.SH,中远海能,水运,20260224,U,18.65,18.65,15.26,14,4177600.0,93016,142255,4177600.0
600078.SH,澄星股份,化工原料,20260224,U,12.24,12.24,10.02,0,141348903.0,93317,93317,141348903.0
600096.SH,云天化,农药化肥,20260224,U,39.36,39.36,32.2,4,89664677.0,133115,134415,89664677.0
600141.SH,兴发集团,农药化肥,20260224,U,41.55,41.55,33.99,17,13635671.0,133126,145502,13635671.0
600172.SH,黄河旋风,矿物制品,20260224,U,8.82,8.82,7.22,1,103990102.0,102712,130030,103990102.0
600176.SH,中国巨石,玻璃,20260224,U,28.3,28.3,23.16,1,29041714.0,112322,144010,29041714.0
600330.SH,天通股份,专用机械,20260224,U,18.28,18.28,14.96,0,66755799.0,93940,93940,66755799.0
600339.SH,中油工程,石油开采,20260224,U,4.24,4.24,3.47,1,70343792.0,93446,94252,70343792.0
600345.SH,长江通信,通信设备,20260224,U,43.62,43.62,35.69,0,54279942.0,95607,95607,54279942.0
600397.SH,江钨装备,煤炭开采,20260224,U,17.04,17.04,13.94,6,95743465.0,93143,95828,95743465.0
600409.SH,三友化工,化纤,20260224,U,8.31,8.31,6.8,16,15189849.0,112822,134401,15189849.0
600470.SH,六国化工,农药化肥,20260224,U,7.13,7.13,5.83,0,54149490.0,132130,132130,54149490.0
600550.SH,保变电气,电气设备,20260224,U,16.7,16.7,13.66,1,83552538.0,95826,100453,83552538.0
600671.SH,天目药业,中成药,20260224,U,22.46,22.46,18.38,1,10199086.0,94129,110850,10199086.0
600714.SH,金瑞矿业,化工原料,20260224,U,16.8,16.8,13.74,0,25425120.0,93724,93724,25425120.0
600722.SH,金牛化工,化工原料,20260224,U,9.74,9.74,7.97,1,55239436.0,93443,145522,55239436.0
600759.SH,洲际油气,石油开采,20260224,U,5.43,5.43,4.45,1,241719007.0,93052,93228,241719007.0
600792.SH,云煤能源,焦炭加工,20260224,U,4.79,4.79,3.92,0,71099780.0,131125,131125,71099780.0
600871.SH,石化油服,石油开采,20260224,U,3.22,3.22,2.64,7,52885853.0,93431,94722,52885853.0
601015.SH,陕西黑猫,焦炭加工,20260224,U,4.9,4.9,4.01,0,93010075.0,95515,95515,93010075.0
601212.SH,白银有色,铜,20260224,U,10.42,10.42,8.52,10,103172379.0,95128,133213,103172379.0
601390.SH,中国中铁,建筑工程,20260224,U,6.05,6.05,4.95,10,47832364.0,100414,144714,47832364.0
601619.SH,嘉泽新能,新型电力,20260224,U,6.41,6.41,5.25,18,,94228,,
601808.SH,中海油服,石油开采,20260224,U,17.38,17.38,14.22,0,74042276.0,100318,100318,74042276.0
601869.SH,长飞光纤,通信设备,20260224,U,234.73,234.73,192.05,2,20773605.0,101151,145651,20773605.0
601872.SH,招商轮船,水运,20260224,U,13.41,13.41,10.97,7,107571385.0,93000,131840,107571385.0
601890.SH,亚星锚链,船舶,20260224,U,13.63,13.63,11.15,4,44332938.0,100957,133336,44332938.0
601975.SH,招商南油,水运,20260224,U,3.89,3.89,3.19,4,2228176.0,93023,144002,2228176.0
603042.SH,华脉科技,通信设备,20260224,U,20.1,20.1,16.44,1,50798167.0,95248,101712,50798167.0
603077.SH,和邦生物,化工原料,20260224,U,2.62,2.62,2.14,2,54789175.0,94905,102441,54789175.0
603115.SH,海星股份,铝,20260224,U,27.74,27.74,22.7,0,52741923.0,131928,131928,52741923.0
603124.SH,江南新材,铜,20260224,U,109.99,109.99,89.99,0,32571448.0,93147,93147,32571448.0
603139.SH,康惠股份,中成药,20260224,U,26.39,26.39,21.59,0,72265294.0,130631,130631,72265294.0
603256.SH,宏和科技,玻璃,20260224,U,78.76,78.76,64.44,0,81792260.0,95230,95230,81792260.0
603400.SH,华之杰,机械基件,20260224,U,67.07,67.07,54.87,2,8444113.0,132229,145217,8444113.0
603466.SH,风语筑,文教休闲,20260224,U,12.85,12.85,10.51,5,46761407.0,93058,144113,46761407.0
603601.SH,再升科技,玻璃,20260224,U,11.84,11.84,9.68,8,2146296.0,95235,150000,2146296.0
603616.SH,韩建河山,水泥,20260224,U,7.44,7.44,6.08,1,51385096.0,93723,95226,51385096.0
603619.SH,中曼石油,石油开采,20260224,U,36.61,36.61,29.95,0,78566268.0,93237,93237,78566268.0
603685.SH,晨丰科技,电气设备,20260224,U,27.19,27.19,22.25,4,7691072.0,102543,140722,7691072.0
603727.SH,博迈科,石油开采,20260224,U,17.86,17.86,14.62,0,93778555.0,94226,94226,93778555.0
603861.SH,白云电器,电气设备,20260224,U,18.21,18.21,14.9,0,52153440.0,131520,131520,52153440.0
603959.SH,百利科技,建筑工程,20260224,U,6.71,6.71,5.49,1,33304306.0,93106,93139,33304306.0
605006.SH,山东玻纤,玻璃,20260224,U,10.38,10.38,8.5,0,141526110.0,93124,93124,141526110.0
605033.SH,美邦股份,农药化肥,20260224,U,31.54,31.54,25.8,0,469763068.0,92503,92503,469763068.0
605178.SH,时空科技,装修装饰,20260224,U,67.98,67.98,55.62,1,65661882.0,93702,94541,65661882.0
605289.SH,罗曼股份,建筑工程,20260224,U,98.98,98.98,80.98,0,55439291.0,102351,102351,55439291.0
688260.SH,昀冢科技,元器件,20260224,U,35.71,35.71,23.81,1,26822316.0,94548,103012,26822316.0
