rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,301234.SZ,五洲医疗,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.4159901320363954,0.0,0.0,0.0,0.0,0.4071651320363954
2,300444.SZ,双杰电气,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.681368,0.0,0,0.0,0.0,0.5,0.0,0.4424528301886792,0.0,中,分时缺失|低置信,0.41986634111690846,0.0,0.0,0.0,0.0,0.3959413411169085
3,000603.SZ,盛达资源,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.717192,0.0,0,0.0,0.0,0.5,0.0,0.6812804607886582,0.0,中,分时缺失|低置信,0.3204711580597899,0.0,0.0,0.0,0.0,0.3304711580597899
4,002879.SZ,长缆科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.69939,0.0,0,0.0,0.0,0.5,0.0,0.5626005361930296,0.0,中,分时缺失|低置信,0.366596730505068,0.0,0.0,0.0,0.0,0.37659673050506803
5,001258.SZ,立新能源,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.3297076312047441,0.0,0.0,0.0,0.0,0.3124826312047441
6,603221.SH,爱丽家居,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2642185297758441,0.0,0.0,0.0,0.0,0.2742185297758441
7,603399.SH,永杉锂业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.691161,0.0,0,0.0,0.0,0.5,0.0,0.507738572574177,0.0,中,分时缺失|低置信,0.26926837835648737,0.0,0.0,0.0,0.0,0.24534337835648737
8,301158.SZ,德石股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.687496,0.0,0,0.0,0.0,0.5,0.0,0.4833068992862806,0.0,中,分时缺失|低置信,0.3219418996529566,0.0,0.0,0.0,0.0,0.29801689965295663
9,002353.SZ,杰瑞股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2742084250469303,0.0,0.0,0.0,0.0,0.25028342504693035
10,002498.SZ,汉缆股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.6825,0.0,0,0.0,0.0,0.5,0.0,0.45,0.0,中,分时缺失|低置信,0.31685462778010587,0.0,0.0,0.0,0.0,0.2929296277801059
11,000035.SZ,中国天楹,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.68045,0.0,0,0.0,0.0,0.5,0.0,0.4363325740318907,0.0,中,分时缺失|低置信,0.23054388560225145,0.0,0.0,0.0,0.0,0.20661888560225145
