rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,002428.SZ,云南锗业,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.750944,0.0,0,0.0,0.0,0.5,0.0,0.906293072179906,0.0,中,分时缺失|低置信,0.33004787105237504,0.0,0.0,0.0,0.0,0.34004787105237505
2,002425.SZ,凯撒文化,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.32906777178116214,0.0,0.0,0.0,0.0,0.33906777178116215
3,600330.SH,天通股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.673354,0.0,0,0.0,0.0,0.5,0.0,0.3890243902439026,0.0,中,分时缺失|低置信,0.3334731443558758,0.0,0.0,0.0,0.0,0.3095481443558758
4,603738.SH,泰晶科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.700147,0.0,0,0.0,0.0,0.5,0.0,0.567647058823529,0.0,中,分时缺失|低置信,0.35638296043688744,0.0,0.0,0.0,0.0,0.33245796043688747
5,002649.SZ,博彦科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.728114,0.0,0,0.0,0.0,0.5,0.0,0.7540935672514613,0.0,中,分时缺失|低置信,0.31016175628062087,0.0,0.0,0.0,0.0,0.3013367562806209
6,002975.SZ,博杰股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.713986,0.0,0,0.0,0.0,0.5,0.0,0.6599042666351493,0.0,中,分时缺失|低置信,0.28713578446167326,0.0,0.0,0.0,0.0,0.29713578446167327
7,002792.SZ,通宇通讯,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.739299,0.0,0,0.0,0.0,0.5,0.0,0.8286597267404037,0.0,中,分时缺失|低置信,0.33829238208370327,0.0,0.0,0.0,0.0,0.3143673820837033
8,603773.SH,沃格光电,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.716979,0.0,0,0.0,0.0,0.5,0.0,0.6798587247040863,0.0,中,分时缺失|低置信,0.2737072941290918,0.0,0.0,0.0,0.0,0.2837072941290918
9,603228.SH,景旺电子,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.665181,0.0,0,0.0,0.0,0.5,0.0,0.3345418631324067,0.0,中,分时缺失|低置信,0.3080745219971028,0.0,0.0,0.0,0.0,0.2841495219971028
10,603122.SH,合富中国,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.685697,0.0,0,0.0,0.0,0.5,0.0,0.4713143872113686,0.0,中,分时缺失|低置信,0.279458456650185,0.0,0.0,0.0,0.0,0.255533456650185
11,600584.SH,长电科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.656924,0.0,0,0.0,0.0,0.5,0.0,0.2794910830796001,0.0,中,分时缺失|低置信,0.2985054822187902,0.0,0.0,0.0,0.0,0.2745804822187902
12,603123.SH,翠微股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.681516,0.0,0,0.0,0.0,0.5,0.0,0.44344262295081954,0.0,中,分时缺失|低置信,0.2745364749897858,0.0,0.0,0.0,0.0,0.2506114749897858
13,603078.SH,江化微,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.694083,0.0,0,0.0,0.0,0.5,0.0,0.527220077220078,0.0,中,分时缺失|低置信,0.2756247178077092,0.0,0.0,0.0,0.0,0.2667997178077092
14,001267.SZ,汇绿生态,1,ok,,0.55391,0.6698,0.139393,0,0.1393934,0.12,0.483033,0.0,0.5401360544217695,1.0,低,健康涨停,0.33980825334536857,0.026744999999999998,0.010472684999999999,0.0,0.010472684999999999,0.3660805683453686
15,600206.SH,有研新材,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.704881,0.0,0,0.0,0.0,0.5,0.0,0.5992087415222296,0.0,中,分时缺失|低置信,0.27152120643935496,0.0,0.0,0.0,0.0,0.262696206439355
16,002180.SZ,奔图科技,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.765,0.0,0,0.0,0.0,0.5,0.0,1.0,0.0,中,分时缺失|低置信,0.2599495439199717,0.0,0.0,0.0,0.0,0.2360245439199717
17,601700.SH,风范股份,0,missing_stock,stock not covered by intraday_features.csv,0.55,0.764067,0.0,0,0.0,0.0,0.5,0.0,0.993778801843318,0.0,中,分时缺失|低置信,0.2552269526556525,0.0,0.0,0.0,0.0,0.26495195265565247
