ts_code,name,industry,trade_date,close,pct_chg,vol,turnover_rate,circ_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,intraday_strength_adjustment,strength_plus_score,intraday_available,intraday_status,intraday_missing_reason,intraday_source_date,intraday_feature_version,intraday_matched_key,auction_available,limitup_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,open_board_risk_score,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_confidence_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
300209.SZ,行云科技,软件开发,20260714,30.36,20.0,1306776.17,17.7899,,2.49,555956303.46,1.0,U,30.36,20.24,5.0,94847676.0,130739,140133.0,5.0,74.47561,74.47561,74.47561,0.703844,0.0,74.47561,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5922924901185762,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9085365853658537,0.5060975609756098,0.9878048780487805,0.8292682926829268,0.5060975609756098,0.8048780487804879,0.036585365853658555,1.0
300566.SZ,激智科技,光学光电,20260714,33.4,20.0144,333036.55,14.6919,,1.59,-55460503.75,1.0,U,33.4,22.26,2.0,90745395.0,132203,133239.0,2.0,73.195122,73.195122,73.195122,0.707401,0.0,73.195122,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6160079051383403,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9634146341463414,0.5060975609756098,0.926829268292683,0.5853658536585366,0.5060975609756098,0.7926829268292683,0.19512195121951226,1.0
300937.SZ,药易购,医药商业,20260714,23.21,20.0103,109275.33,17.9184,,5.18,,1.0,U,23.21,15.47,1.0,39108850.0,100624,102636.0,1.0,72.890244,72.890244,72.890244,0.665246,0.0,72.890244,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.33497342212629894,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9512195121951219,0.5060975609756098,1.0,0.975609756097561,0.5060975609756098,0.3780487804878049,0.4085365853658537,1.0
688216.SH,气派科技,半导体,20260714,41.45,20.0058,158147.32,14.8856,,1.63,38988948.42,1.0,U,41.45,27.63,2.0,89965525.0,100306,130006.0,2.0,72.731707,72.731707,72.731707,0.694486,0.0,72.731707,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.5299073537927039,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9390243902439024,0.5060975609756098,0.9390243902439024,0.5975609756097561,0.5060975609756098,0.7682926829268293,0.19512195121951226,1.0
603619.SH,中曼石油,油服工程,20260714,20.66,10.0106,620257.93,13.4157,,1.49,,1.0,U,20.66,16.9,0.0,85075772.0,132235,132235.0,0.0,69.304878,69.304878,69.304878,0.717005,0.0,69.304878,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.6800319488817881,0.5,0.5,0.0,missing_stock,ok,9,,A,0.6219512195121951,0.5060975609756098,0.9146341463414634,0.5365853658536586,0.5060975609756098,0.7439024390243902,0.7865853658536586,1.0
301259.SZ,艾布鲁,环境治理,20260714,26.6,19.982,191707.87,13.2158,,2.12,5983024.58,1.0,U,26.6,17.74,0.0,29410502.0,144551,144551.0,0.0,68.670732,68.670732,68.670732,0.680064,0.0,68.670732,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4337618403247627,0.5,0.5,0.0,missing_stock,ok,9,,A,0.8780487804878049,0.5060975609756098,0.8902439024390244,0.7682926829268293,0.5060975609756098,0.2682926829268293,0.7865853658536586,1.0
301100.SZ,风光股份,化学制品,20260714,16.86,20.0,66610.0,7.5073,,4.29,,1.0,U,16.86,11.24,0.0,45948558.0,140312,140312.0,0.0,68.512195,68.512195,68.512195,0.672251,0.0,68.512195,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.3816725978647686,0.5,0.5,0.0,missing_stock,ok,9,,A,0.9085365853658537,0.5060975609756098,0.6463414634146342,0.9512195121951219,0.5060975609756098,0.4268292682926829,0.7865853658536586,1.0
002628.SZ,成都路桥,基础建设,20260714,5.12,10.1075,502496.69,6.6663,,1.89,,1.0,U,5.12,4.19,0.0,84662272.0,130127,130127.0,0.0,68.317073,68.317073,68.317073,0.647661,0.0,68.317073,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.21774193548387039,0.5,0.5,0.0,missing_stock,ok,9,,A,0.823170731707317,0.5060975609756098,0.5975609756097561,0.6951219512195121,0.5060975609756098,0.7317073170731707,0.7865853658536586,1.0
920821.BJ,则成电子,元件,20260714,20.73,29.9687,92069.93,12.6377,,5.97,15470528.75,1.0,U,20.73,11.17,2.0,14811025.0,132116,135431.0,2.0,66.414634,66.414634,66.414634,0.679234,0.0,66.414634,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.42822386498562587,0.5,0.5,0.0,missing_stock,ok,9,,A,1.0,0.5060975609756098,0.8658536585365854,0.9878048780487805,0.5060975609756098,0.10975609756097561,0.19512195121951226,1.0
603466.SH,风语筑,数字媒体,20260714,11.61,10.0474,605553.43,10.1803,,0.9,22661604.64,1.0,U,11.61,9.5,0.0,78166797.0,133106,133106.0,0.0,66.231707,66.231707,66.231707,0.687618,0.0,66.231707,0,missing_stock,stock not covered by intraday_features.csv,,,,1,0.55,0.0,0,0.0,0.0,0.5,0.0,0.0,0.4841232227488142,0.5,0.5,0.0,missing_stock,ok,9,,A,0.7682926829268293,0.5060975609756098,0.7804878048780488,0.18902439024390244,0.5060975609756098,0.7073170731707317,0.7865853658536586,1.0
