rank,ts_code,name,intraday_available,intraday_status,intraday_missing_reason,limitup_quality_score,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,intraday_confidence_score,risk_level,risk_label,raw_final_score,intraday_bonus,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,final_score_v2
1,600127.SH,金健米业,1,ok,,0.65726,0.727347,0.099493,0,0.099493,0.0,0.5025350000000001,0.0,0.5310810810810817,1.0,低,健康涨停,0.34219485335665006,0.028183675,0.004477185,0.0,0.004477185,0.3419763433566501
2,600354.SH,敦煌种业,1,ok,,0.632742,0.686274,0.153238,0,0.24397500000000003,0.0,0.483808,1.0,0.5312641083521445,1.0,低,健康涨停,0.3546946992937684,0.027156850000000003,0.01089571,0.0,0.01089571,0.34703083929376843
3,603230.SH,内蒙新华,1,ok,,0.76,0.858,0.07,0,0.07,0.0,0.65,0.0,1.0,1.0,低,健康涨停,0.35689763550842957,0.03145,0.00315,0.0,0.00315,0.3763726355084296
4,603248.SH,锡华科技,1,ok,,0.561287,0.625176,0.127475,0,0.1274754,0.0,0.36262300000000003,0.0,0.22843426883308696,1.0,低,健康涨停,0.3023500409645442,0.025629399999999997,0.005736375,0.0,0.005736375,0.3322430659645442
5,600371.SH,万向德农,1,ok,,0.740784,0.804203,0.087811,0,0.108375,0.0,0.810946,1.0,0.6651898734177208,1.0,低,健康涨停,0.3070900058171353,0.030105075000000002,0.007951495,0.0,0.007951495,0.32041858581713534
6,605058.SH,澳弘电子,1,ok,,0.25,0.396707,0.45,1,0.45,0.0,0.0,10.0,0.8113805549289428,1.0,高,多次炸板,0.279528516152386,0.019917675000000003,0.04025,0.08,0.12025,0.176721191152386
7,600630.SH,龙头股份,1,ok,,0.677627,0.737501,0.085915,0,0.0859152,0.0,0.570424,0.0,0.46751824817518295,1.0,低,健康涨停,0.3181213930219196,0.028437524999999998,0.003866175,0.0,0.003866175,0.3187677430219196
8,003026.SZ,中晶科技,1,ok,,0.825351,0.861173,0.106432,0,0.10643240000000001,0.0,0.717838,1.0,1.0,1.0,低,健康涨停,0.3186106672885862,0.031529325000000004,0.008789439999999999,0.0,0.008789439999999999,0.35135055228858625
9,603009.SH,北特科技,1,ok,,0.7751009999999999,0.773425,0.094933,0,0.115875,0.0,0.775336,1.0,0.43885276358569386,1.0,低,健康涨停,0.33299425265532634,0.029335625000000004,0.008271984999999999,0.0,0.008271984999999999,0.33013289265532636
10,600448.SH,华纺股份,1,ok,,0.640009,0.701581,0.110994,0,0.110994,0.0,0.445031,0.0,0.4704778156996576,1.0,低,健康涨停,0.2730351901080134,0.027539525000000002,0.004994729999999999,0.0,0.004994729999999999,0.27165498510801345
