ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,strength_plus_score,intraday_available,auction_available,limitup_quality_score,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
605289.SH,罗曼股份,建筑工程,20260616,130.42,10.0034,1020973.225,79592.05,5.2476,,1990346.141,2.11,339676428.83,1.0,U,130.42,106.7,9.0,5380477.0,94934,133613.0,9.0,57.449153,57.449153,57.449153,0.55,57.449153,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.4576271186440678,0.3305084745762712,0.5932203389830508,0.15254237288135594,0.5042372881355932,0.940677966101695,0.9110169491525424,1.0
002885.SZ,京泉华,元器件,20260616,43.29,10.0127,429773.29529,101923.51,4.2959,,1172799.2601,0.74,,1.0,U,43.29,35.42,0.0,111726468.0,09:47:00,15:00:00,0.0,52.364407,52.364407,52.364407,0.725,57.398305,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3516949152542373,0.5677966101694916,0.6779661016949152,0.7542372881355932,0.5042372881355932,0.2033898305084746,0.2542372881355932,1.0
603271.SH,永杰新材,铝,20260616,50.16,10.0,404084.062,83396.67,8.818,,993845.16,3.65,,1.0,U,50.16,41.04,5.0,19276488.0,140121,143706.0,5.0,57.355932,57.355932,57.355932,0.55,57.355932,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.614406779661017,0.6016949152542372,0.2796610169491525,0.0423728813559322,0.5042372881355932,0.847457627118644,0.826271186440678,1.0
603186.SH,华正新材,元器件,20260616,206.06,9.9984,1179915.172,57878.47,3.6915,,3230825.043,0.33,,1.0,U,206.06,168.6,2.0,210778774.0,93200,93827.0,2.0,57.322034,57.322034,57.322034,0.55,57.322034,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.6949152542372882,0.3050847457627119,0.7457627118644068,0.940677966101695,0.5042372881355932,0.1016949152542373,0.711864406779661,1.0
002700.SZ,万憬能源,供气供热,20260616,8.86,10.0621,121746.4,144339.0,6.7201,,366474.4966,0.68,,1.0,U,8.86,7.25,0.0,85768344.0,09:58:00,15:00:00,0.0,52.118644,52.118644,52.118644,0.725,57.213983,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.15254237288135594,0.8813559322033898,0.4152542372881356,0.8008474576271186,0.5042372881355932,0.3050847457627119,0.2542372881355932,1.0
603191.SH,望变电气,电气设备,20260616,18.21,10.0302,281660.985,158961.08,4.8175,,600865.5366,1.81,,1.0,U,18.21,14.9,2.0,38124911.0,100342,100918.0,2.0,57.101695,57.101695,57.101695,0.55,57.101695,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.22033898305084745,0.711864406779661,0.6271186440677966,0.2076271186440678,0.5042372881355932,0.6864406779661016,0.711864406779661,1.0
000048.SZ,京基智农,农业综合,20260616,19.11,10.0173,507253.4092,286014.93,5.4036,,1013217.5508,0.65,29913895.72,1.0,U,19.11,15.63,0.0,66889357.0,10:21:00,15:00:00,0.0,51.762712,51.762712,51.762712,0.725,56.947034,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.2966101694915254,0.5084745762711864,0.576271186440678,0.8389830508474576,0.5042372881355932,0.3983050847457627,0.2542372881355932,1.0
000970.SZ,中科三环,矿物制品,20260616,14.77,9.9777,1783438.4462,1226106.14,10.0854,,1795627.0066,0.78,,1.0,U,14.77,12.09,5.0,83689818.0,09:40:00,15:00:00,5.0,51.720339,51.720339,51.720339,0.725,56.915254,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.8983050847457628,0.19491525423728814,0.23728813559322035,0.7457627118644068,0.5042372881355932,0.3135593220338983,0.826271186440678,1.0
002806.SZ,华锋股份,汽车配件,20260616,20.7,9.9894,957024.1863,473983.36,27.224,,439831.944,1.88,11381334.22,1.0,U,20.7,16.94,41.0,6874470.0,13:02:00,15:00:00,41.0,54.661017,54.661017,54.661017,0.625,56.620763,1.0,1.0,1.0,1.0,1.0,0.5,12.0,0.5,0.5,0.5,ok,ok,9,,A,0.8135593220338984,0.3559322033898305,0.025423728813559324,0.1864406779661017,0.5042372881355932,0.923728813559322,0.9915254237288136,1.0
603166.SH,福达股份,汽车配件,20260616,14.8,10.0372,325191.115,225348.6,3.5171,,955563.036,2.0,65002767.6,1.0,U,14.8,12.11,0.0,29092108.0,102023,102023.0,0.0,56.474576,56.474576,56.474576,0.55,56.474576,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.1864406779661017,0.6779661016949152,0.7627118644067796,0.1652542372881356,0.5042372881355932,0.7796610169491526,0.2542372881355932,1.0
000032.SZ,深桑达Ａ,建筑工程,20260616,22.89,9.9952,2257243.00443,1010396.98,8.879,,2781545.4429,1.81,,1.0,U,22.89,18.73,11.0,35252889.0,09:58:00,15:00:00,11.0,51.042373,51.042373,51.042373,0.725,56.40678,1.0,1.0,1.0,1.0,0.0,0.5,3.0,0.5,0.5,0.5,ok,ok,9,,A,0.7627118644067796,0.15254237288135594,0.2711864406779661,0.2076271186440678,0.5042372881355932,0.7203389830508474,0.9279661016949152,1.0
002805.SZ,丰元股份,电气设备,20260616,24.2,10.0,704721.47929,302154.93,10.8371,,677751.25,1.66,,1.0,U,24.2,19.8,0.0,32134429.0,11:18:00,15:00:00,0.0,50.025424,50.025424,50.025424,0.725,55.644068,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.4661016949152542,0.19491525423728814,0.2627118644067797,0.5042372881355932,0.7457627118644068,0.2542372881355932,1.0
603989.SH,艾华集团,元器件,20260616,34.3,10.0064,657278.21,200624.48,5.031,,1367815.057,0.85,,1.0,U,34.3,28.06,1.0,62724410.0,130203,130742.0,1.0,55.525424,55.525424,55.525424,0.55,55.525424,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.423728813559322,0.4745762711864407,0.6186440677966102,0.6991525423728814,0.5042372881355932,0.4322033898305085,0.5932203389830508,1.0
002515.SZ,金字火腿,食品,20260616,9.11,10.0242,601598.68231,669383.98,6.0751,,1102869.4451,0.66,,1.0,U,9.11,7.45,1.0,98776231.0,09:32:00,15:00:00,1.0,49.220339,49.220339,49.220339,0.725,55.040254,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.23728813559322035,0.4830508474576271,0.5254237288135594,0.8305084745762712,0.5042372881355932,0.2542372881355932,0.5932203389830508,1.0
603175.SH,超颖电子,元器件,20260616,94.15,10.0012,531429.508,57412.45,12.6253,,4114630.8595,1.36,,1.0,U,94.15,77.03,9.0,18729447.0,94734,134943.0,9.0,54.974576,54.974576,54.974576,0.55,54.974576,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.5338983050847458,0.5,0.1271186440677966,0.4449152542372881,0.5042372881355932,0.8559322033898306,0.9110169491525424,1.0
605006.SH,山东玻纤,玻璃,20260616,23.98,10.0,1279384.948,549822.28,8.7501,,1506807.4862,0.67,,1.0,U,23.98,19.62,1.0,24795320.0,94702,100117.0,1.0,54.940678,54.940678,54.940678,0.55,54.940678,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.614406779661017,0.2627118644067797,0.288135593220339,0.8177966101694916,0.5042372881355932,0.8050847457627118,0.5932203389830508,1.0
600186.SH,莲花控股,食品,20260616,13.33,9.9835,3494018.565,2759662.04,15.4245,,2389755.2665,0.79,,1.0,U,13.33,10.91,5.0,56893279.0,13:02:00,15:00:00,5.0,48.813559,48.813559,48.813559,0.725,54.735169,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.8771186440677966,0.11016949152542373,0.07627118644067797,0.7372881355932204,0.5042372881355932,0.4661016949152542,0.826271186440678,1.0
002446.SZ,盛路通信,通信设备,20260616,11.77,10.0,838174.1479,728381.62,8.5917,,1077444.2789,1.03,,1.0,U,11.77,9.63,0.0,75257850.0,09:44:00,15:00:00,0.0,48.754237,48.754237,48.754237,0.725,54.690678,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.4491525423728814,0.2966101694915254,0.5847457627118644,0.5042372881355932,0.3644067796610169,0.2542372881355932,1.0
600458.SH,时代新材,塑料,20260616,17.49,10.0,1694070.388,989817.8,11.3965,,1627888.0464,1.45,,1.0,U,17.49,14.31,12.0,40417361.0,10:43:00,15:00:00,12.0,48.389831,48.389831,48.389831,0.725,54.417373,1.0,1.0,1.0,1.0,0.0,0.5,5.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.22033898305084745,0.1694915254237288,0.3601694915254237,0.5042372881355932,0.6610169491525424,0.9449152542372882,1.0
605198.SH,安德利,软饮料,20260616,78.41,10.0028,995186.75,127661.04,4.7188,,2620368.108,2.56,121077984.0,1.0,U,78.41,64.15,5.0,41274867.0,92503,105132.0,5.0,53.779661,53.779661,53.779661,0.55,53.779661,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.4872881355932203,0.3389830508474576,0.635593220338983,0.09322033898305085,0.5042372881355932,0.6440677966101694,0.826271186440678,1.0
300931.SZ,通用电梯,运输设备,20260616,16.64,19.9712,342110.17663,217201.21,11.11,,404636.544,4.01,,1.0,U,16.64,11.1,1.0,8166296.0,13:05:00,15:00:00,1.0,46.898305,46.898305,46.898305,0.725,53.298729,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.09322033898305085,0.6610169491525424,0.1864406779661017,0.025423728813559324,0.5042372881355932,0.9152542372881356,0.5932203389830508,1.0
600397.SH,江钨装备,专用机械,20260616,16.69,10.0198,1082842.606,665710.67,6.7246,,1652243.0731,1.01,,1.0,U,16.69,13.65,7.0,63283456.0,09:49:00,15:00:00,7.0,46.669492,46.669492,46.669492,0.725,53.127119,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.2796610169491525,0.3135593220338983,0.4067796610169492,0.597457627118644,0.5042372881355932,0.423728813559322,0.8771186440677966,1.0
600549.SH,厦门钨业,小金属,20260616,78.41,10.0028,4820086.051,623654.25,4.0134,,12448260.2578,0.54,,1.0,U,78.41,64.15,1.0,317961880.0,09:39:00,15:00:00,1.0,46.194915,46.194915,46.194915,0.725,52.771186,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.4872881355932203,0.059322033898305086,0.7203389830508474,0.8813559322033898,0.5042372881355932,0.0423728813559322,0.5932203389830508,1.0
600545.SH,卓郎智能,纺织机械,20260616,6.58,10.0334,893245.284,1392259.18,7.7871,,1176446.2276,1.11,,1.0,U,6.58,5.38,3.0,56686831.0,09:48:00,15:00:00,3.0,45.838983,45.838983,45.838983,0.725,52.504237,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.211864406779661,0.4152542372881356,0.3389830508474576,0.5508474576271186,0.5042372881355932,0.4745762711864407,0.75,1.0
002990.SZ,盛视科技,软件服务,20260616,54.41,10.0081,467923.36,87290.0,6.3245,,1424737.8202,1.62,-7009417.0,1.0,U,54.41,44.51,0.0,110833170.0,09:47:00,15:00:00,0.0,45.423729,45.423729,45.423729,0.725,52.192797,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.4152542372881356,0.5338983050847458,0.4745762711864407,0.2711864406779661,0.5042372881355932,0.211864406779661,0.2542372881355932,1.0
603861.SH,白云电器,电气设备,20260616,16.48,10.0134,471860.256,301738.77,5.7084,,890790.144,1.01,,1.0,U,16.48,13.48,0.0,51539832.0,130950,130950.0,0.0,51.983051,51.983051,51.983051,0.55,51.983051,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.3389830508474576,0.5254237288135594,0.5423728813559322,0.597457627118644,0.5042372881355932,0.5169491525423728,0.2542372881355932,1.0
300780.SZ,德恩精工,机械基件,20260616,32.32,20.0149,229718.2415,74013.49,6.8829,,474037.44,0.8,,1.0,U,32.32,21.54,0.0,104325728.0,09:38:00,15:00:00,0.0,44.881356,44.881356,44.881356,0.725,51.786017,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.01694915254237288,0.7542372881355932,0.3813559322033898,0.7288135593220338,0.5042372881355932,0.2288135593220339,0.2542372881355932,1.0
002645.SZ,华宏科技,专用机械,20260616,33.63,10.0098,1464076.06933,449739.28,6.6117,,2532743.9052,0.61,,1.0,U,33.63,27.51,1.0,125834985.0,09:55:00,15:00:00,1.0,44.466102,44.466102,44.466102,0.725,51.474577,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3855932203389831,0.23728813559322035,0.423728813559322,0.864406779661017,0.5042372881355932,0.1864406779661017,0.5932203389830508,1.0
001257.SZ,盛龙股份,小金属,20260616,33.56,9.9967,720445.74961,220955.79,16.1343,,6161450.8848,0.86,,1.0,U,33.56,27.46,0.0,143740634.0,09:32:00,15:00:00,0.0,44.186441,44.186441,44.186441,0.725,51.264831,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.7203389830508474,0.4576271186440678,0.05084745762711865,0.6779661016949152,0.5042372881355932,0.15254237288135594,0.2542372881355932,1.0
603260.SH,合盛硅业,化工原料,20260616,51.03,10.0022,2460857.363,515308.86,4.3589,,6032801.8107,2.0,280513269.75,1.0,U,51.03,41.75,1.0,36544369.0,132356,143732.0,1.0,51.033898,51.033898,51.033898,0.55,51.033898,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.5169491525423728,0.1440677966101695,0.6694915254237288,0.1652542372881356,0.5042372881355932,0.7033898305084746,0.5932203389830508,1.0
002910.SZ,庄园牧场,乳制品,20260616,11.21,10.0098,187835.21332,173589.99,10.1478,,219199.6674,1.74,,1.0,U,11.21,9.17,0.0,172788967.0,11:08:00,15:00:00,0.0,43.686441,43.686441,43.686441,0.725,50.889831,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3855932203389831,0.7711864406779662,0.22033898305084745,0.2330508474576271,0.5042372881355932,0.13559322033898305,0.2542372881355932,1.0
600888.SH,新疆众和,铝,20260616,12.49,10.0441,1312353.474,1096694.5,7.0614,,1939804.2891,1.27,115324733.38,1.0,U,12.49,10.22,5.0,46450472.0,13:06:00,15:00:00,5.0,43.618644,43.618644,43.618644,0.725,50.838983,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.17796610169491525,0.2542372881355932,0.3644067796610169,0.4745762711864407,0.5042372881355932,0.5677966101694916,0.826271186440678,1.0
301055.SZ,张小泉,家居用品,20260616,40.12,20.012,376005.789,101010.0,6.475,,625872.0,2.97,,1.0,U,40.12,26.74,0.0,48998556.0,13:07:00,15:00:00,0.0,43.186441,43.186441,43.186441,0.725,50.514831,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.025423728813559324,0.6440677966101694,0.4576271186440678,0.06779661016949153,0.5042372881355932,0.5338983050847458,0.2542372881355932,1.0
000034.SZ,神州数码,软件服务,20260616,26.47,10.0166,1699013.41525,666668.33,7.851,,2691309.7212,2.2,,1.0,U,26.47,21.65,6.0,42674986.0,14:15:00,15:00:00,6.0,42.805085,42.805085,42.805085,0.725,50.228814,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.3135593220338983,0.211864406779661,0.3305084745762712,0.13559322033898305,0.5042372881355932,0.6186440677966102,0.8601694915254238,1.0
603045.SH,福达合金,小金属,20260616,88.17,10.0062,1430064.319,167420.08,12.3607,,1194220.3284,1.13,,1.0,U,88.17,72.14,19.0,9019791.0,133024,145321.0,19.0,49.932203,49.932203,49.932203,0.55,49.932203,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.4322033898305085,0.2457627118644068,0.13559322033898305,0.538135593220339,0.5042372881355932,0.8983050847457628,0.9745762711864406,1.0
002851.SZ,麦格米特,电气设备,20260616,163.64,10.0027,4852330.4355,298637.06,6.5169,,9520373.1373,0.86,654951948.26,1.0,U,163.64,133.88,14.0,247900199.0,09:33:00,15:00:00,14.0,42.279661,42.279661,42.279661,0.725,49.834746,1.0,1.0,1.0,1.0,0.0,0.5,4.0,0.5,0.5,0.5,ok,ok,9,,A,0.5,0.05084745762711865,0.4406779661016949,0.6779661016949152,0.5042372881355932,0.07627118644067797,0.961864406779661,1.0
300145.SZ,南方泵业,机械基件,20260616,5.65,19.9575,1252740.13195,2340966.75,12.2511,,1084936.73,1.15,51540718.39,1.0,U,5.65,3.77,8.0,31056258.0,10:45:00,15:00:00,8.0,42.161017,42.161017,42.161017,0.725,49.745763,1.0,1.0,1.0,1.0,0.0,0.5,3.0,0.5,0.5,0.5,ok,ok,9,,A,0.1016949152542373,0.2711864406779661,0.1440677966101695,0.5254237288135594,0.5042372881355932,0.7627118644067796,0.8940677966101694,1.0
000564.SZ,供销大集,百货,20260616,1.6,10.3448,932666.29797,6076579.64,4.0256,,2889290.128,2.52,,1.0,U,1.6,1.31,1.0,77627409.0,14:14:00,15:00:00,1.0,43.559322,43.559322,43.559322,0.625,48.294492,1.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.11016949152542373,0.3728813559322034,0.711864406779661,0.1016949152542373,0.5042372881355932,0.3474576271186441,0.5932203389830508,1.0
002217.SZ,合力泰,元器件,20260616,2.61,10.1266,928960.229,3676311.0,5.0503,,1952123.1129,1.44,,1.0,U,2.61,2.13,0.0,141189255.0,10:08:00,15:00:00,0.0,39.966102,39.966102,39.966102,0.725,48.099576,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.1271186440677966,0.3898305084745763,0.6101694915254238,0.3813559322033898,0.5042372881355932,0.16101694915254236,0.2542372881355932,1.0
301000.SZ,肇民科技,汽车配件,20260616,35.22,20.0,478452.94642,146561.7,6.383,,856622.9532,2.7,,1.0,U,35.22,23.48,0.0,70142320.0,13:03:00,15:00:00,0.0,39.372881,39.372881,39.372881,0.725,47.654661,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.05084745762711865,0.5169491525423728,0.4661016949152542,0.0847457627118644,0.5042372881355932,0.3898305084745763,0.2542372881355932,1.0
601179.SH,中国西电,电气设备,20260616,16.3,9.9865,3706938.821,2317979.7,4.5221,,8355188.312,1.8,,1.0,U,16.3,13.34,0.0,116585847.0,94203,94203.0,0.0,47.423729,47.423729,47.423729,0.55,47.423729,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.8559322033898306,0.1016949152542373,0.6610169491525424,0.22033898305084745,0.5042372881355932,0.19491525423728814,0.2542372881355932,1.0
603407.SH,长裕集团,化工原料,20260616,62.87,10.0087,378181.355,61806.41,17.2105,,2564311.3824,1.52,41366804.43,1.0,U,62.87,51.44,0.0,36621523.0,101122,101122.0,0.0,46.576271,46.576271,46.576271,0.55,46.576271,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.4067796610169492,0.635593220338983,0.03389830508474576,0.326271186440678,0.5042372881355932,0.6949152542372882,0.2542372881355932,1.0
002008.SZ,大族激光,专用机械,20260616,136.62,10.0,7710997.43609,585797.95,6.1229,,14066441.6508,1.45,360459170.47,1.0,U,136.62,111.78,0.0,440996381.0,13:21:00,15:00:00,0.0,37.838983,37.838983,37.838983,0.725,46.504237,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.03389830508474576,0.5084745762711864,0.3601694915254237,0.5042372881355932,0.03389830508474576,0.2542372881355932,1.0
301099.SZ,雅创电子,元器件,20260616,88.87,19.9973,1188040.54315,138969.52,15.4788,,1303418.9646,0.96,99379320.46,1.0,U,88.87,59.25,1.0,42293855.0,09:45:00,15:00:00,1.0,37.830508,37.830508,37.830508,0.725,46.497881,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.059322033898305086,0.2966101694915254,0.06779661016949153,0.635593220338983,0.5042372881355932,0.635593220338983,0.5932203389830508,1.0
603773.SH,沃格光电,元器件,20260616,151.03,10.0,3954986.31,268237.96,11.9398,,3394498.9298,0.7,,1.0,U,151.03,123.57,4.0,47767768.0,103049,134219.0,4.0,46.313559,46.313559,46.313559,0.55,46.313559,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.614406779661017,0.09322033898305085,0.15254237288135594,0.788135593220339,0.5042372881355932,0.5423728813559322,0.7796610169491526,1.0
600105.SH,永鼎股份,通信设备,20260616,58.88,9.9944,7730482.02,1369956.58,9.3705,,8608225.3824,1.04,,1.0,U,58.88,48.18,0.0,453811064.0,11:05:00,15:00:00,0.0,37.525424,37.525424,37.525424,0.725,46.269068,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.7796610169491526,0.025423728813559324,0.2457627118644068,0.576271186440678,0.5042372881355932,0.025423728813559324,0.2542372881355932,1.0
002194.SZ,武汉凡谷,通信设备,20260616,12.72,10.0346,865445.14957,694026.41,13.585,,869139.6648,1.19,,1.0,U,12.72,10.4,1.0,88850332.0,09:49:00,15:00:00,1.0,37.474576,37.474576,37.474576,0.725,46.230932,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.19491525423728814,0.4322033898305085,0.0847457627118644,0.5169491525423728,0.5042372881355932,0.288135593220339,0.5932203389830508,1.0
601208.SH,东材科技,化工原料,20260616,71.74,9.9969,4580455.13,654593.27,6.4799,,7247052.1246,0.57,,1.0,U,71.74,58.7,1.0,211038418.0,95127,103624.0,1.0,46.220339,46.220339,46.220339,0.55,46.220339,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.711864406779661,0.07627118644067797,0.4491525423728814,0.8728813559322034,0.5042372881355932,0.0847457627118644,0.5932203389830508,1.0
600206.SH,有研新材,半导体,20260616,39.11,10.0141,3248922.683,855288.88,10.1032,,3310869.9563,0.64,,1.0,U,39.11,32.0,2.0,198867427.0,09:40:00,15:00:00,2.0,37.101695,37.101695,37.101695,0.725,45.951271,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.3305084745762712,0.11864406779661017,0.2288135593220339,0.847457627118644,0.5042372881355932,0.11016949152542373,0.711864406779661,1.0
300843.SZ,胜蓝股份,元器件,20260616,117.62,19.9959,1192039.14554,108020.16,6.7301,,1925527.615,1.52,158711429.58,1.0,U,117.62,78.42,4.0,100753292.0,10:43:00,15:00:00,4.0,36.830508,36.830508,36.830508,0.725,45.747881,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.06779661016949153,0.288135593220339,0.3983050847457627,0.326271186440678,0.5042372881355932,0.23728813559322035,0.7796610169491526,1.0
603618.SH,杭电股份,电气设备,20260616,47.03,10.0117,1779585.171,390269.21,5.6448,,3251539.4468,0.52,,1.0,U,47.03,38.48,0.0,92166572.0,93800,93800.0,0.0,45.050847,45.050847,45.050847,0.55,45.050847,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.3644067796610169,0.2033898305084746,0.5508474576271186,0.8898305084745762,0.5042372881355932,0.2711864406779661,0.2542372881355932,1.0
603042.SH,华脉科技,通信设备,20260616,20.97,10.021,343514.439,169544.38,10.5576,,336756.8106,1.46,,1.0,U,20.97,17.15,0.0,62203311.0,130203,130203.0,0.0,44.135593,44.135593,44.135593,0.55,44.135593,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.2627118644067797,0.652542372881356,0.211864406779661,0.3474576271186441,0.5042372881355932,0.4406779661016949,0.2542372881355932,1.0
002436.SZ,兴森科技,元器件,20260616,44.1,10.0025,8688812.04534,2013243.58,13.2631,,7495560.4128,1.31,740667636.13,1.0,U,44.1,36.08,12.0,163222920.0,13:06:00,15:00:00,12.0,34.567797,34.567797,34.567797,0.725,44.050848,1.0,1.0,1.0,1.0,0.0,0.5,4.0,0.5,0.5,0.5,ok,ok,9,,A,0.5084745762711864,0.00847457627118644,0.1016949152542373,0.4576271186440678,0.5042372881355932,0.1440677966101695,0.9449152542372882,1.0
301176.SZ,逸豪新材,元器件,20260616,81.5,19.9941,2158052.81631,273230.79,16.655,,1377893.605,2.28,-172160509.45,1.0,U,81.5,54.34,5.0,1312883.0,10:23:00,15:00:00,5.0,37.194915,37.194915,37.194915,0.625,43.521186,1.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.0847457627118644,0.16101694915254236,0.0423728813559322,0.1271186440677966,0.5042372881355932,0.9745762711864406,0.826271186440678,1.0
603318.SH,水发燃气,供气供热,20260616,9.65,10.0342,566343.91,610457.91,13.2977,,535259.638,0.92,,1.0,U,9.65,7.89,1.0,49908835.0,102905,103756.0,1.0,43.305085,43.305085,43.305085,0.55,43.305085,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.2033898305084746,0.4915254237288136,0.09322033898305085,0.6440677966101694,0.5042372881355932,0.5254237288135594,0.5932203389830508,1.0
603002.SH,宏昌电子,化工原料,20260616,21.09,10.0156,1876773.742,912132.1,8.0429,,2391771.5565,0.81,,1.0,U,21.09,17.25,7.0,81454219.0,101503,103430.0,7.0,43.042373,43.042373,43.042373,0.55,43.042373,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.3220338983050847,0.1864406779661017,0.3220338983050847,0.7203389830508474,0.5042372881355932,0.3305084745762712,0.8771186440677966,1.0
