ts_code,name,industry,trade_date,close,pct_chg,amount,vol,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,is_limit_up_pool,limit_type,up_limit,down_limit,open_times,seal_amount,first_limit_time,last_limit_time,limit_open_count,limit_strength_raw,StrengthScore,base_strength_score,intraday_quality_score,strength_plus_score,intraday_available,auction_available,limitup_quality_score,intraday_risk_score,late_withdraw_score,reseal_score,open_board_count,auction_strength_score,auction_real_volume_score,seal_stability_score,intraday_data_status,auction_data_status,strength_feature_count,strength_missing_fields,strength_quality_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_seal,_f_open_penalty,_strength_quality_adj
002047.SZ,宝鹰股份,装修装饰,20260616,4.58,10.0962,67293.9127,148242.65,0.9778,,694441.9046,0.46,,1.0,U,4.58,3.74,0.0,35840790.0,09:31:00,15:00:00,0.0,70.525424,70.525424,70.525424,0.725,71.019068,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.13559322033898305,0.9830508474576272,0.9745762711864406,0.9152542372881356,0.5042372881355932,0.711864406779661,0.2542372881355932,1.0
600192.SH,长城电工,电气设备,20260616,7.59,10.0,64187.396,86704.17,1.9628,,335286.732,1.74,,1.0,U,7.59,6.21,0.0,45474604.0,09:41:00,15:00:00,0.0,70.516949,70.516949,70.516949,0.725,71.012712,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.9915254237288136,0.8813559322033898,0.2330508474576271,0.5042372881355932,0.5932203389830508,0.2542372881355932,1.0
000012.SZ,南  玻Ａ,玻璃,20260616,4.52,9.9757,189512.92713,428469.97,2.1868,,1375195.8976,0.73,,1.0,U,4.52,3.7,0.0,93956458.0,09:38:00,15:00:00,0.0,70.508475,70.508475,70.508475,0.725,71.006356,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9067796610169492,0.7627118644067796,0.864406779661017,0.7627118644067796,0.5042372881355932,0.2627118644067797,0.2542372881355932,1.0
603115.SH,海星股份,铝,20260616,109.04,9.997,403344.558,37801.7,1.5628,,2637572.9216,0.51,,1.0,U,109.04,89.22,0.0,45295216.0,94212,94212.0,0.0,70.423729,70.423729,70.423729,0.55,70.423729,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.7033898305084746,0.6101694915254238,0.9067796610169492,0.902542372881356,0.5042372881355932,0.6016949152542372,0.2542372881355932,1.0
000029.SZ,深深房Ａ,区域地产,20260616,27.62,9.996,266649.72085,100466.1,1.1267,,2794204.92,1.08,,1.0,U,27.62,22.6,0.0,59295858.0,10:33:00,15:00:00,0.0,69.40678,69.40678,69.40678,0.725,70.180085,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.7372881355932204,0.7288135593220338,0.9491525423728814,0.559322033898305,0.5042372881355932,0.4576271186440678,0.2542372881355932,1.0
002552.SZ,宝鼎科技,元器件,20260616,70.93,10.0031,285395.01229,41232.01,1.1189,,2751979.7329,0.21,81854988.84,1.0,U,70.93,58.03,0.0,45905896.0,09:35:00,15:00:00,0.0,69.245763,69.245763,69.245763,0.725,70.059322,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.4703389830508475,0.7033898305084746,0.9576271186440678,0.961864406779661,0.5042372881355932,0.5847457627118644,0.2542372881355932,1.0
605588.SH,冠石科技,元器件,20260616,61.97,9.9929,267592.05,44870.0,6.1382,,454088.2735,1.3,,1.0,U,61.97,50.71,1.0,8867907.0,132155,140628.0,1.0,69.644068,69.644068,69.644068,0.55,69.644068,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.7966101694915254,0.7203389830508474,0.4915254237288136,0.4661016949152542,0.5042372881355932,0.9067796610169492,0.5932203389830508,1.0
603196.SH,璞源材料,服饰,20260616,25.75,9.9957,108147.148,43551.0,1.8377,,1078120.3125,1.26,,1.0,U,25.75,21.07,0.0,91613350.0,102704,102704.0,0.0,69.288136,69.288136,69.288136,0.55,69.288136,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.7457627118644068,0.923728813559322,0.8898305084745762,0.4830508474576271,0.5042372881355932,0.2796610169491525,0.2542372881355932,1.0
001387.SZ,雪祺电气,家用电器,20260616,12.91,9.9659,111578.82315,89864.05,7.714,,236292.2464,2.5,,1.0,U,12.91,10.57,0.0,30237221.0,10:50:00,15:00:00,0.0,67.067797,67.067797,67.067797,0.725,68.425848,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9491525423728814,0.9152542372881356,0.3559322033898305,0.11016949152542373,0.5042372881355932,0.7711864406779662,0.2542372881355932,1.0
000791.SZ,甘肃能源,水力发电,20260616,9.28,9.9526,424342.35736,464177.08,2.3981,,3010283.3344,1.06,,1.0,U,9.28,7.6,0.0,85836473.0,09:35:00,15:00:00,0.0,66.474576,66.474576,66.474576,0.725,67.980932,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9576271186440678,0.5847457627118644,0.847457627118644,0.5677966101694916,0.5042372881355932,0.2966101694915254,0.2542372881355932,1.0
002141.SZ,贤丰控股,农业综合,20260616,3.89,9.887,422202.21145,1107420.61,10.7211,,401812.0262,1.56,,1.0,U,3.89,3.19,8.0,19829664.0,10:04:00,15:00:00,8.0,65.0,65.0,65.0,0.725,66.875,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9957627118644068,0.5932203389830508,0.2033898305084746,0.2966101694915254,0.5042372881355932,0.8389830508474576,0.8940677966101694,1.0
002058.SZ,威尔泰,电气设备,20260616,24.81,10.0222,131023.55066,55967.41,3.9109,,355895.2323,2.98,,1.0,U,24.81,20.3,2.0,6616827.0,10:44:00,15:00:00,2.0,64.864407,64.864407,64.864407,0.725,66.773305,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.2457627118644068,0.8728813559322034,0.7288135593220338,0.059322033898305086,0.5042372881355932,0.9322033898305084,0.711864406779661,1.0
002741.SZ,光华科技,化工原料,20260616,35.85,10.0031,167783.9511,46801.66,1.0977,,1667104.9455,0.1,86652267.18,1.0,U,35.85,29.33,0.0,291150361.0,09:30:00,15:00:00,0.0,64.347458,64.347458,64.347458,0.725,66.385594,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.4703389830508475,0.8135593220338984,0.9661016949152542,0.9745762711864406,0.5042372881355932,0.059322033898305086,0.2542372881355932,1.0
002160.SZ,常铝股份,铝,20260616,4.59,10.0719,20567.42739,44809.21,0.4347,,474046.5708,0.21,,1.0,U,4.59,3.75,0.0,186220793.0,09:30:00,15:00:00,0.0,63.542373,63.542373,63.542373,0.725,65.78178,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,missing_stock,9,,A,0.1440677966101695,1.0,1.0,0.961864406779661,0.5042372881355932,0.11864406779661017,0.2542372881355932,1.0
002080.SZ,中材科技,玻璃,20260616,74.92,9.9985,4031304.60626,547085.2,3.2601,,12572502.0112,1.0,24337171.06,1.0,U,74.92,61.3,11.0,14906832.0,10:40:00,15:00:00,11.0,63.008475,63.008475,63.008475,0.725,65.381356,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.6864406779661016,0.0847457627118644,0.788135593220339,0.614406779661017,0.5042372881355932,0.8728813559322034,0.9279661016949152,1.0
002303.SZ,美盈森,造纸,20260616,3.64,9.9698,292208.49574,825125.02,8.5339,,557401.8268,6.77,,1.0,U,3.64,2.98,4.0,3626896.0,14:43:00,15:00:00,4.0,66.067797,66.067797,66.067797,0.625,65.175848,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.923728813559322,0.6864406779661016,0.3050847457627119,0.00847457627118644,0.5042372881355932,0.9576271186440678,0.7796610169491526,1.0
002346.SZ,柘中股份,电气设备,20260616,18.01,10.0183,120092.45214,68818.01,1.7551,,795277.2954,1.22,,1.0,U,18.01,14.73,0.0,65432131.0,10:45:00,15:00:00,0.0,62.559322,62.559322,62.559322,0.725,65.044492,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.288135593220339,0.8898305084745762,0.8983050847457628,0.5,0.5042372881355932,0.4152542372881356,0.2542372881355932,1.0
600353.SH,旭光电子,元器件,20260616,34.72,10.0127,143295.342,41271.7,0.498,,2877632.4864,0.05,,1.0,U,34.72,28.4,0.0,529435905.0,09:30:00,15:00:00,0.0,62.550847,62.550847,62.550847,0.725,65.038135,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3516949152542373,0.8305084745762712,0.9915254237288136,0.9915254237288136,0.5042372881355932,0.01694915254237288,0.2542372881355932,1.0
002729.SZ,好利科技,元器件,20260616,19.47,10.0,181143.06089,97205.3,5.54,,356242.59,1.61,,1.0,U,19.47,15.93,0.0,39398265.0,13:15:00,15:00:00,0.0,62.364407,62.364407,62.364407,0.725,64.898305,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.788135593220339,0.5677966101694916,0.2796610169491525,0.5042372881355932,0.6779661016949152,0.2542372881355932,1.0
001266.SZ,宏英智能,电器仪表,20260616,50.16,10.0,169549.2232,35417.2,6.0904,,519916.4256,1.24,,1.0,U,50.16,41.04,0.0,46862481.0,13:02:00,15:00:00,0.0,61.652542,61.652542,61.652542,0.725,64.364406,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.7966101694915254,0.5169491525423728,0.4915254237288136,0.5042372881355932,0.559322033898305,0.2542372881355932,1.0
000777.SZ,中核科技,机械基件,20260616,19.87,10.0221,91433.01707,46015.61,1.2002,,761850.7712,0.67,,1.0,U,19.87,16.25,0.0,312780405.0,09:30:00,15:00:00,0.0,61.338983,61.338983,61.338983,0.725,64.129237,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.2542372881355932,0.9491525423728814,0.940677966101695,0.8177966101694916,0.5042372881355932,0.05084745762711865,0.2542372881355932,1.0
000679.SZ,大连友谊,百货,20260616,6.68,10.0494,75919.65936,118771.73,3.3325,,238075.2,2.38,,1.0,U,6.68,5.46,0.0,34995177.0,13:14:00,15:00:00,0.0,61.322034,61.322034,61.322034,0.725,64.116525,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.1694915254237288,0.9745762711864406,0.7796610169491526,0.11864406779661017,0.5042372881355932,0.7288135593220338,0.2542372881355932,1.0
600228.SH,返利科技,互联网,20260616,8.92,9.9877,458450.907,538600.0,12.946,,371671.87,1.0,,1.0,U,8.92,7.3,20.0,858996.0,13:04:00,15:00:00,20.0,64.440678,64.440678,64.440678,0.625,63.955508,1.0,1.0,1.0,1.0,1.0,0.5,12.0,0.5,0.5,0.5,ok,ok,9,,A,0.8220338983050848,0.5508474576271186,0.11016949152542373,0.614406779661017,0.5042372881355932,0.9830508474576272,0.9830508474576272,1.0
600500.SH,中化国际,塑料,20260616,9.06,9.9515,933357.78,1031097.83,2.8735,,3251005.5078,0.42,,1.0,U,9.06,7.42,0.0,267712445.0,09:31:00,15:00:00,0.0,61.101695,61.101695,61.101695,0.725,63.951271,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9661016949152542,0.3644067796610169,0.8050847457627118,0.923728813559322,0.5042372881355932,0.06779661016949153,0.2542372881355932,1.0
603125.SH,常青科技,化工原料,20260616,28.38,10.0,288632.633,106528.57,2.6314,,1148925.7032,1.43,,1.0,U,28.38,23.22,0.0,53227314.0,130040,130040.0,0.0,63.872881,63.872881,63.872881,0.55,63.872881,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.614406779661017,0.6949152542372882,0.8389830508474576,0.4025423728813559,0.5042372881355932,0.5,0.2542372881355932,1.0
002927.SZ,泰永长征,电气设备,20260616,22.24,9.9901,396091.91876,184570.02,8.3625,,496379.4528,1.44,,1.0,U,22.24,18.2,0.0,20380691.0,10:22:00,15:00:00,0.0,60.949153,60.949153,60.949153,0.725,63.836865,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.8050847457627118,0.6271186440677966,0.3135593220338983,0.3813559322033898,0.5042372881355932,0.8305084745762712,0.2542372881355932,1.0
600052.SH,东望时代,供气供热,20260616,4.02,10.137,115200.213,301608.09,3.5727,,339366.2694,1.55,13279228.8,1.0,U,4.02,3.29,0.0,28070454.0,14:11:00,15:00:00,0.0,60.745763,60.745763,60.745763,0.725,63.684322,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.11864406779661017,0.8983050847457628,0.7542372881355932,0.3050847457627119,0.5042372881355932,0.788135593220339,0.2542372881355932,1.0
001283.SZ,豪鹏科技,电气设备,20260616,53.02,10.0,328001.0642,63449.55,6.1364,,687563.8902,1.43,,1.0,U,53.02,43.38,0.0,34470953.0,10:22:00,15:00:00,0.0,60.584746,60.584746,60.584746,0.725,63.56356,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.6694915254237288,0.5,0.4025423728813559,0.5042372881355932,0.7372881355932204,0.2542372881355932,1.0
002782.SZ,可立克,元器件,20260616,25.7,10.0171,263066.29586,105955.7,2.1776,,1274241.98,0.71,,1.0,U,25.7,21.02,0.0,107780660.0,09:52:00,15:00:00,0.0,58.864407,58.864407,58.864407,0.725,62.273305,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3050847457627119,0.7372881355932204,0.8728813559322034,0.7796610169491526,0.5042372881355932,0.22033898305084745,0.2542372881355932,1.0
002484.SZ,江海股份,元器件,20260616,95.4,9.9965,4632179.52333,495742.72,6.0422,,8113998.96,0.91,378942759.37,1.0,U,95.4,78.06,14.0,22771980.0,10:24:00,15:00:00,14.0,58.652542,58.652542,58.652542,0.725,62.114406,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.7288135593220338,0.06779661016949153,0.5338983050847458,0.652542372881356,0.5042372881355932,0.8220338983050848,0.961864406779661,1.0
603256.SH,宏和科技,玻璃,20260616,251.55,10.0009,3223161.067,132056.54,1.5011,,22754870.892,0.72,,1.0,U,251.55,205.81,3.0,31217355.0,112703,132815.0,3.0,62.076271,62.076271,62.076271,0.55,62.076271,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.5423728813559322,0.1271186440677966,0.9152542372881356,0.7711864406779662,0.5042372881355932,0.7542372881355932,0.75,1.0
603516.SH,淳中科技,IT设备,20260616,134.64,10.0,914113.651,68522.2,3.371,,2736804.3912,0.83,,1.0,U,134.64,110.16,2.0,53465813.0,93801,95952.0,2.0,61.991525,61.991525,61.991525,0.55,61.991525,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.614406779661017,0.4067796610169492,0.7711864406779662,0.711864406779661,0.5042372881355932,0.4915254237288136,0.711864406779661,1.0
002989.SZ,中天精装,装修装饰,20260616,30.88,10.0107,230794.96966,77364.06,4.2198,,622589.964,1.36,,1.0,U,30.88,25.26,0.0,60873744.0,10:24:00,15:00:00,0.0,57.728814,57.728814,57.728814,0.725,61.42161,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.3728813559322034,0.7457627118644068,0.7033898305084746,0.4449152542372881,0.5042372881355932,0.4491525423728814,0.2542372881355932,1.0
002585.SZ,双星新材,塑料,20260616,14.01,9.9686,859728.90998,616476.58,6.952,,1598992.9626,0.35,,1.0,U,14.01,11.47,1.0,210888901.0,09:31:00,15:00:00,1.0,56.694915,56.694915,56.694915,0.725,60.646186,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.9322033898305084,0.4406779661016949,0.3728813559322034,0.9322033898305084,0.5042372881355932,0.09322033898305085,0.5932203389830508,1.0
002993.SZ,奥海科技,元器件,20260616,71.75,9.9954,929399.8886,133765.78,5.6099,,1980587.0,1.44,,1.0,U,71.75,58.71,1.0,73229843.0,13:01:00,15:00:00,1.0,55.169492,55.169492,55.169492,0.725,59.502119,1.0,1.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,0.5,ok,ok,9,,A,0.7542372881355932,0.3813559322033898,0.559322033898305,0.3813559322033898,0.5042372881355932,0.3728813559322034,0.5932203389830508,1.0
603803.SH,瑞斯康达,通信设备,20260616,13.33,9.9835,425371.995,328347.44,7.7279,,566369.8388,1.97,,1.0,U,13.33,10.91,1.0,42610678.0,94352,103252.0,1.0,59.398305,59.398305,59.398305,0.55,59.398305,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.8771186440677966,0.576271186440678,0.3474576271186441,0.17796610169491525,0.5042372881355932,0.6271186440677966,0.5932203389830508,1.0
603169.SH,兰石重装,专用机械,20260616,8.12,10.0271,141196.57,176715.28,1.3528,,1060708.9416,0.86,,1.0,U,8.12,6.64,0.0,133032168.0,93351,93351.0,0.0,59.20339,59.20339,59.20339,0.55,59.20339,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.2288135593220339,0.847457627118644,0.923728813559322,0.6779661016949152,0.5042372881355932,0.17796610169491525,0.2542372881355932,1.0
600703.SH,三安光电,半导体,20260616,16.84,9.9935,7741140.763,4668854.19,9.3583,,8401507.4908,1.37,,1.0,U,16.84,13.78,55.0,0.0,10:30:00,15:00:00,55.0,54.627119,54.627119,54.627119,0.725,59.095339,1.0,1.0,1.0,1.0,0.0,0.5,13.0,0.5,0.5,0.5,ok,ok,9,,A,0.788135593220339,0.01694915254237288,0.2542372881355932,0.4322033898305085,0.5042372881355932,1.0,1.0,1.0
605166.SH,聚合顺,化纤,20260616,10.76,10.0204,142010.777,135202.0,4.2958,,338652.3852,1.6,,1.0,U,10.76,8.8,0.0,40704004.0,100608,100608.0,0.0,59.050847,59.050847,59.050847,0.55,59.050847,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.2711864406779661,0.8389830508474576,0.6864406779661016,0.288135593220339,0.5042372881355932,0.652542372881356,0.2542372881355932,1.0
601020.SH,华钰矿业,铅锌,20260616,25.33,9.987,1039391.01,427239.39,5.2105,,2076970.5851,1.21,-52928934.9,1.0,U,25.33,20.73,1.0,56069981.0,103831,103901.0,1.0,58.830508,58.830508,58.830508,0.55,58.830508,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.8389830508474576,0.3220338983050847,0.6016949152542372,0.5084745762711864,0.5042372881355932,0.4830508474576271,0.5932203389830508,1.0
002734.SZ,利民股份,农药化肥,20260616,16.39,10.0,465251.61728,296923.54,6.8361,,779901.1044,2.16,,1.0,U,16.39,13.41,1.0,43825516.0,13:24:00,15:00:00,1.0,54.245763,54.245763,54.245763,0.725,58.809322,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.5423728813559322,0.3898305084745763,0.1440677966101695,0.5042372881355932,0.6101694915254238,0.5932203389830508,1.0
002931.SZ,锋龙股份,机械基件,20260616,71.94,10.0,874779.1896,126528.2,6.287,,1571930.7252,0.51,,1.0,U,71.94,58.86,0.0,76298125.0,10:33:00,15:00:00,0.0,54.025424,54.025424,54.025424,0.725,58.644068,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.614406779661017,0.423728813559322,0.4830508474576271,0.902542372881356,0.5042372881355932,0.3559322033898305,0.2542372881355932,1.0
002824.SZ,和胜股份,铝,20260616,34.91,9.9874,987235.91491,286069.37,12.6481,,1086325.3235,1.13,,1.0,U,34.91,28.57,4.0,47475156.0,09:47:00,15:00:00,4.0,52.79661,52.79661,52.79661,0.725,57.722458,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,ok,ok,9,,A,0.8305084745762712,0.3474576271186441,0.11864406779661017,0.538135593220339,0.5042372881355932,0.5508474576271186,0.7796610169491526,1.0
603663.SH,三祥新材,小金属,20260616,82.98,9.9947,1535609.188,191906.79,4.5372,,3512540.9106,0.68,,1.0,U,82.98,67.9,2.0,77972820.0,111528,112534.0,2.0,57.694915,57.694915,57.694915,0.55,57.694915,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,missing_stock,ok,9,,A,0.7711864406779662,0.2288135593220339,0.652542372881356,0.8008474576271186,0.5042372881355932,0.3389830508474576,0.711864406779661,1.0
002735.SZ,王子新材,塑料,20260616,21.44,10.0051,401235.56623,187255.8,6.569,,804545.2192,0.25,,1.0,U,21.44,17.54,0.0,99559641.0,09:30:00,15:00:00,0.0,52.711864,52.711864,52.711864,0.725,57.658898,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,ok,ok,9,,A,0.4406779661016949,0.6186440677966102,0.4322033898305085,0.9491525423728814,0.5042372881355932,0.2457627118644068,0.2542372881355932,1.0
