ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
000007.SZ,全新好,其他商业,其他商业,20260430,U,15.51,15.51,12.69,0,40572640.0,133233,133233,40572640.0
000066.SZ,中国长城,IT设备,IT设备,20260430,U,19.82,19.82,16.22,0,542841080.0,101627,101627,542841080.0
000402.SZ,金 融 街,全国地产,全国地产,20260430,U,3.17,3.17,2.59,1,40558228.0,93215,93345,40558228.0
000553.SZ,安道麦A,农药化肥,农药化肥,20260430,U,6.82,6.82,5.58,0,18418862.0,92500,92500,18418862.0
000567.SZ,海德股份,多元金融,多元金融,20260430,U,6.67,6.67,5.45,6,13020446.0,95700,143009,13020446.0
000628.SZ,高新发展,建筑工程,建筑工程,20260430,U,66.18,66.18,54.14,0,106635370.0,105145,105145,106635370.0
000783.SZ,长江证券,证券,证券,20260430,U,7.99,7.99,6.53,2,85429247.0,93739,102318,85429247.0
000790.SZ,华神科技,中成药,中成药,20260430,U,4.57,4.57,3.74,0,64051895.0,94933,94933,64051895.0
000833.SZ,粤桂股份,综合类,综合类,20260430,U,31.72,31.72,25.96,0,105705345.0,134142,134142,105705345.0
000980.SZ,众泰汽车,汽车配件,汽车配件,20260430,U,2.52,2.52,2.06,0,75978831.0,100630,100630,75978831.0
001215.SZ,千味央厨,食品,食品,20260430,U,46.86,46.86,38.34,0,78359338.0,142224,142224,78359338.0
001218.SZ,丽臣实业,化工原料,化工原料,20260430,U,27.63,27.63,22.61,0,46194873.0,92500,92500,46194873.0
001268.SZ,联合精密,机械基件,机械基件,20260430,U,38.41,38.41,31.43,0,101609814.0,135000,135000,101609814.0
001316.SZ,润贝航科,批发业,批发业,20260430,U,51.9,51.9,42.46,2,94670790.0,93036,93303,94670790.0
002081.SZ,金 螳 螂,装修装饰,装修装饰,20260430,U,5.9,5.9,4.82,1,86810369.0,102415,133442,86810369.0
002149.SZ,西部材料,小金属,小金属,20260430,U,63.51,63.51,51.97,1,172924837.0,102924,105727,172924837.0
002158.SZ,汉钟精机,工程机械,工程机械,20260430,U,27.61,27.61,22.59,0,106058293.0,133236,133236,106058293.0
002181.SZ,粤 传 媒,出版业,出版业,20260430,U,16.49,16.49,13.49,0,115661519.0,95245,95245,115661519.0
