ts_code,name,industry,board,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
000050.SZ,深天马Ａ,元器件,元器件,20260617,U,9.14,9.14,7.48,0,63469942.0,93333,93333,63469942.0,20260617,1min,241,1,09:34:00,15:00:00,1,0.0,1.5317,0,,0.0,55.8096,0.02552,0.0,31,0.0,70.0,1.0,1.0,neutral_limitup,1.0,000050.SZ,0,73.2429,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000050.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000100.SZ,TCL科技,元器件,元器件,20260617,U,5.12,5.12,4.19,2,103544181.0,131709,141018,103544181.0,20260617,1min,241,1,11:01:00,15:00:00,3,5.0,1.5625,5,27.2,37.8,8.855,0.017763,0.0,31,0.0,2.56,1.0,1.0,high_open_board_risk,1.0,000100.SZ,0,28.8085,0,65.166,0,0.0,1,,0.5,0,5.0,0.5,1,,0.5,0.5,0.0,1.0,0.5,0.0,20260617,intraday_refine_v2,000100.SZ,ok,ok,,1,ok,0.675,0.35,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000672.SZ,上峰材料,水泥,水泥,20260617,U,19.03,19.03,15.57,3,7598298.0,135903,143409,7598298.0,20260617,1min,241,1,14:00:00,15:00:00,1,1.0,0.4204,1,2.0,95.0,83.7277,0.184888,0.0,29,1.0,50.7801,1.0,1.0,neutral_limitup,1.0,000672.SZ,0,69.7494,0,19.5529,0,12.8798,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260617,intraday_refine_v2,000672.SZ,ok,ok,,1,ok,0.595,0.44999999999999996,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000679.SZ,大连友谊,百货,百货,20260617,U,7.35,7.35,6.01,0,28306062.0,130618,130618,28306062.0,20260617,1min,241,1,13:07:00,15:00:00,1,0.0,1.6327,0,,0.0,55.2041,0.039198,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,000679.SZ,0,61.8112,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000679.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000695.SZ,滨海能源,化工原料,化工原料,20260617,U,14.47,14.47,11.84,0,15080634.0,145027,145027,15080634.0,20260617,1min,241,1,14:51:00,15:00:00,1,0.0,0.6911,0,,0.0,60.8535,0.176971,0.0,10,1.0,17.0,1.0,1.0,weak_limitup,1.0,000695.SZ,0,47.906,0,19.2,0,12.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000695.SZ,ok,ok,,1,ok,0.625,0.4,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000725.SZ,京东方Ａ,元器件,元器件,20260617,U,6.71,6.71,5.49,0,1441334101.0,94657,94657,1441334101.0,20260617,1min,241,1,09:47:00,15:00:00,1,0.0,0.4471,0,,0.0,62.3174,0.018644,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000725.SZ,0,75.1952,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000725.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000777.SZ,中核科技,机械基件,机械基件,20260617,U,21.86,21.86,17.88,2,78418378.0,92500,140900,78418378.0,20260617,1min,241,1,09:30:00,15:00:00,2,1.0,5.215,1,277.0,20.0,28.71,0.012775,0.0,31,0.0,64.0,1.0,1.0,neutral_limitup,1.0,000777.SZ,0,62.413,0,33.1,0,0.0,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260617,intraday_refine_v2,000777.SZ,ok,ok,,1,ok,0.795,0.15000000000000002,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000811.SZ,冰轮环境,工程机械,工程机械,20260617,U,36.52,36.52,29.88,0,315796328.0,92500,92500,315796328.0,20260617,1min,241,1,09:30:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.035708,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000811.SZ,0,76.0,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000811.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000823.SZ,超声电子,元器件,元器件,20260617,U,22.11,22.11,18.09,0,51472875.0,94333,94333,51472875.0,20260617,1min,241,1,09:44:00,15:00:00,1,0.0,0.4523,0,,0.0,62.2863,0.021756,0.0,31,0.0,70.0,1.0,1.0,healthy_limitup,1.0,000823.SZ,0,75.1859,0,8.25,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,000823.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
000955.SZ,欣龙控股,纺织,纺织,20260617,U,4.63,4.63,3.79,3,,145018,,,20260617,1min,241,1,14:51:00,15:00:00,1,1.0,1.0799,1,1.0,100.0,81.5205,0.330376,0.0,8,1.0,17.2331,1.0,1.0,weak_limitup,1.0,000955.SZ,0,44.4441,0,32.882,0,51.0677,1,,0.5,0,1.0,0.5,1,,0.5,0.5,0.0,0.2,0.5,0.0,20260617,intraday_refine_v2,000955.SZ,ok,ok,,1,ok,0.595,0.44999999999999996,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001223.SZ,欧克科技,专用机械,专用机械,20260617,U,49.83,49.83,40.77,0,138826878.0,130103,130103,138826878.0,20260617,1min,241,1,13:02:00,15:00:00,1,0.0,0.0,0,,0.0,65.0,0.008553,0.0,31,0.0,45.0,1.0,1.0,neutral_limitup,1.0,001223.SZ,0,64.75,0,12.0,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,001223.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
001282.SZ,三联锻造,汽车配件,汽车配件,20260617,U,21.18,21.18,17.33,0,61875252.0,103930,103930,61875252.0,20260617,1min,241,1,10:40:00,15:00:00,1,0.0,0.7554,0,,0.0,60.4674,0.004512,0.0,31,0.0,57.0,1.0,1.0,neutral_limitup,1.0,001282.SZ,0,68.7902,0,10.2,0,0.0,1,,0.5,0,0.0,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,20260617,intraday_refine_v2,001282.SZ,ok,ok,,1,ok,0.8250000000000001,0.1,0,0.75,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
