ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
000546.SZ,金圆股份,环境保护,20260226,U,6.83,6.83,5.59,0.0,99459826.0,92500,92500,99459826.0,9.9839,102769.234,150467.4,3.2659,3.2659,,531133.7629,0.58,,1,99459826.0,99459826.0,0.8571428571428571,0.9841269841269841,0.9841269841269841,0.9365079365079365,0.5079365079365079,0.5079365079365079,0.05,0.0,87.412698
002099.SZ,海翔药业,化学制药,20260226,U,8.83,8.83,7.23,0.0,85494709.0,93236,93236,85494709.0,9.9626,376102.444,432278.87,4.4431,4.4431,,1429325.5684,0.39,,1,85494709.0,85494709.0,0.9523809523809523,0.8571428571428571,0.9523809523809523,0.9682539682539683,0.5079365079365079,0.5079365079365079,0.05,0.0,85.444444
002970.SZ,锐明技术,IT设备,20260226,U,82.73,82.73,67.69,0.0,154561563.0,93333,93333,154561563.0,9.9987,264940.454,32513.83,3.8644,3.8644,,1494412.3829,0.37,,1,154561563.0,154561563.0,0.7619047619047619,0.9206349206349206,0.9682539682539683,0.9841269841269841,0.5079365079365079,0.5079365079365079,0.05,0.0,84.111111
002470.SZ,金正大,农药化肥,20260226,U,2.82,2.82,2.3,0.0,240830256.0,92500,92500,240830256.0,10.1563,82844.406,293774.49,1.2755,1.2755,,926659.8232,0.13,26984731.1,1,240830256.0,240830256.0,0.15873015873015872,1.0,1.0,1.0,0.5079365079365079,0.5079365079365079,0.05,0.0,76.079365
002141.SZ,贤丰控股,农业综合,20260226,U,4.4,4.4,3.6,2.0,191060320.0,93039,93221,191060320.0,10.0,221815.243,506664.4,7.1697,7.1697,,454491.7511,2.31,,1,191060320.0,191060320.0,0.7063492063492064,0.9365079365079365,0.8253968253968254,0.31746031746031744,0.5079365079365079,0.5079365079365079,0.05,0.0,75.333333
002913.SZ,奥士康,元器件,20260226,U,50.42,50.42,41.26,0.0,84896439.0,111327,111327,84896439.0,9.9913,421846.345,86894.77,8.7171,8.7171,,1600131.6612,1.47,,1,84896439.0,84896439.0,0.8253968253968254,0.7936507936507936,0.7777777777777778,0.5873015873015873,0.5079365079365079,0.5079365079365079,0.05,0.0,74.968254
000534.SZ,万泽股份,生物制药,20260226,U,38.96,38.96,31.88,1.0,74137568.0,130012,130536,74137568.0,9.9944,746461.086,198298.93,5.2608,5.2608,,1985201.0183,0.88,,1,74137568.0,74137568.0,0.7936507936507936,0.5396825396825397,0.9047619047619048,0.8888888888888888,0.5079365079365079,0.5079365079365079,0.05,0.0,72.746032
000010.SZ,美丽生态,建筑工程,20260226,U,4.07,4.07,3.33,0.0,24643036.0,143930,143930,24643036.0,10.0,282238.695,735818.0,10.4042,10.4042,,467908.4828,3.01,,1,24643036.0,24643036.0,0.7063492063492064,0.9047619047619048,0.6666666666666666,0.15873015873015872,0.5079365079365079,0.5079365079365079,0.05,0.0,70.063492
600540.SH,新赛股份,种植业,20260226,U,5.71,5.71,4.67,0.0,26584846.0,93346,93346,26584846.0,10.0193,165576.032,294826.68,9.9003,9.9003,,331966.2442,1.59,27618867.6,1,26584846.0,26584846.0,0.3492063492063492,0.9682539682539683,0.7301587301587301,0.5238095238095238,0.5079365079365079,0.5079365079365079,0.05,0.0,69.47619
603950.SH,长源东谷,汽车配件,20260226,U,40.46,40.46,33.1,0.0,91716346.0,110348,110348,91716346.0,10.0054,479771.159,123137.6,10.3557,10.3557,,1311433.2168,0.99,,1,91716346.0,91716346.0,0.5555555555555556,0.746031746031746,0.6825396825396826,0.8412698412698413,0.5079365079365079,0.5079365079365079,0.05,0.0,69.0
